"Reason for Journey","Year","Statistic Label","UNIT","VALUE"
"Other reason for journey","2000","Visits Abroad by Irish Residents","Thousand","243"
"Other reason for journey","2000","Average Length of Stay Abroad by Irish Residents","Nights","11.9"
"Other reason for journey","2001","Expenditure by Vistors to Ireland","Euro Million","191"
"Other reason for journey","2001","Visitors to Ireland","Thousand","273"
"Other reason for journey","2001","Average Length of Stay by Visitors to Ireland","Nights","16.5"
"Other reason for journey","2001","Expenditure by Irish Residents Abroad","Euro Million","196"
"Other reason for journey","2001","Visits Abroad by Irish Residents","Thousand","224"
"Other reason for journey","2001","Average Length of Stay Abroad by Irish Residents","Nights","13.7"
"Other reason for journey","2002","Expenditure by Vistors to Ireland","Euro Million","230"
"Other reason for journey","2002","Visitors to Ireland","Thousand","314"
"Other reason for journey","2002","Average Length of Stay by Visitors to Ireland","Nights","16.7"
"Other reason for journey","2002","Expenditure by Irish Residents Abroad","Euro Million","255"
"Other reason for journey","2002","Visits Abroad by Irish Residents","Thousand","270"
"Other reason for journey","2002","Average Length of Stay Abroad by Irish Residents","Nights","11.3"
"Other reason for journey","2003","Expenditure by Vistors to Ireland","Euro Million","309"
"Other reason for journey","2003","Visitors to Ireland","Thousand","445"
"Other reason for journey","2003","Average Length of Stay by Visitors to Ireland","Nights","16.8"
"Other reason for journey","2003","Expenditure by Irish Residents Abroad","Euro Million","290"
"Other reason for journey","2003","Visits Abroad by Irish Residents","Thousand","287"
"Other reason for journey","2003","Average Length of Stay Abroad by Irish Residents","Nights","12.9"
"Other reason for journey","2004","Expenditure by Vistors to Ireland","Euro Million","251"
"Other reason for journey","2004","Visitors to Ireland","Thousand","429"
"Other reason for journey","2004","Average Length of Stay by Visitors to Ireland","Nights","13.6"
"Other reason for journey","2004","Expenditure by Irish Residents Abroad","Euro Million","304"
"Other reason for journey","2004","Visits Abroad by Irish Residents","Thousand","361"
"Other reason for journey","2004","Average Length of Stay Abroad by Irish Residents","Nights","9.6"
"Other reason for journey","2005","Expenditure by Vistors to Ireland","Euro Million","292"
"Other reason for journey","2005","Visitors to Ireland","Thousand","457"
"Other reason for journey","2005","Average Length of Stay by Visitors to Ireland","Nights","12.2"
"Other reason for journey","2005","Expenditure by Irish Residents Abroad","Euro Million","397"
"Other reason for journey","2005","Visits Abroad by Irish Residents","Thousand","441"
"Other reason for journey","2005","Average Length of Stay Abroad by Irish Residents","Nights","8.8"
"Other reason for journey","2006","Expenditure by Vistors to Ireland","Euro Million","353"
"Other reason for journey","2006","Visitors to Ireland","Thousand","511"
"Other reason for journey","2006","Average Length of Stay by Visitors to Ireland","Nights","15.8"
"Other reason for journey","2006","Expenditure by Irish Residents Abroad","Euro Million","448"
"Other reason for journey","2006","Visits Abroad by Irish Residents","Thousand","523"
"Other reason for journey","2006","Average Length of Stay Abroad by Irish Residents","Nights","7"
"Other reason for journey","2007","Expenditure by Vistors to Ireland","Euro Million","344"
"Other reason for journey","2007","Visitors to Ireland","Thousand","519"
"Other reason for journey","2007","Average Length of Stay by Visitors to Ireland","Nights","13.1"
"Other reason for journey","2007","Expenditure by Irish Residents Abroad","Euro Million","398"
"Other reason for journey","2007","Visits Abroad by Irish Residents","Thousand","420"
"Other reason for journey","2007","Average Length of Stay Abroad by Irish Residents","Nights","8.2"
"Other reason for journey","2008","Expenditure by Vistors to Ireland","Euro Million","402"
"Other reason for journey","2008","Visitors to Ireland","Thousand","531"
"Other reason for journey","2008","Average Length of Stay by Visitors to Ireland","Nights","23"
"Other reason for journey","2008","Expenditure by Irish Residents Abroad","Euro Million","355"
"Other reason for journey","2008","Visits Abroad by Irish Residents","Thousand","328"
"Other reason for journey","2008","Average Length of Stay Abroad by Irish Residents","Nights","11.1"
