"Statistic Label","Quarter","Length of Stay","Region Visited","UNIT","VALUE"
"Number of Nights by Irish Residents","2007Q3","1 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2007Q3","1 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2007Q3","1 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2007Q3","1 + Nights","Southern and Eastern","Thousand","8425"
"Number of Nights by Irish Residents","2007Q3","1 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2007Q3","1 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2007Q3","1 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2007Q3","1 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2007Q3","1 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2007Q3","1 - 3 Nights","State","Thousand","2918"
"Number of Nights by Irish Residents","2007Q3","1 - 3 Nights","Border, Midland and Western","Thousand","909"
"Number of Nights by Irish Residents","2007Q3","1 - 3 Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2007Q3","1 - 3 Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2007Q3","1 - 3 Nights","West","Thousand",""
"Number of Nights by Irish Residents","2007Q3","1 - 3 Nights","Southern and Eastern","Thousand","2009"
"Number of Nights by Irish Residents","2007Q3","1 - 3 Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2007Q3","1 - 3 Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2007Q3","1 - 3 Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2007Q3","1 - 3 Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2007Q3","1 - 3 Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2007Q3","4 + Nights","State","Thousand","8497"
"Number of Nights by Irish Residents","2007Q3","4 + Nights","Border, Midland and Western","Thousand","2081"
"Number of Nights by Irish Residents","2007Q3","4 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2007Q3","4 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2007Q3","4 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2007Q3","4 + Nights","Southern and Eastern","Thousand","6416"
"Number of Nights by Irish Residents","2007Q3","4 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2007Q3","4 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2007Q3","4 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2007Q3","4 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2007Q3","4 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2007Q4","1 + Nights","State","Thousand","5021"
"Number of Nights by Irish Residents","2007Q4","1 + Nights","Border, Midland and Western","Thousand","1566"
"Number of Nights by Irish Residents","2007Q4","1 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2007Q4","1 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2007Q4","1 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2007Q4","1 + Nights","Southern and Eastern","Thousand","3455"
"Number of Nights by Irish Residents","2007Q4","1 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2007Q4","1 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2007Q4","1 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2007Q4","1 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2007Q4","1 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2007Q4","1 - 3 Nights","State","Thousand","2852"
"Number of Nights by Irish Residents","2007Q4","1 - 3 Nights","Border, Midland and Western","Thousand","876"
"Number of Nights by Irish Residents","2007Q4","1 - 3 Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2007Q4","1 - 3 Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2007Q4","1 - 3 Nights","West","Thousand",""
"Number of Nights by Irish Residents","2007Q4","1 - 3 Nights","Southern and Eastern","Thousand","1976"
"Number of Nights by Irish Residents","2007Q4","1 - 3 Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2007Q4","1 - 3 Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2007Q4","1 - 3 Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2007Q4","1 - 3 Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2007Q4","1 - 3 Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2007Q4","4 + Nights","State","Thousand","2169"
"Number of Nights by Irish Residents","2007Q4","4 + Nights","Border, Midland and Western","Thousand","690"
"Number of Nights by Irish Residents","2007Q4","4 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2007Q4","4 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2007Q4","4 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2007Q4","4 + Nights","Southern and Eastern","Thousand","1479"
"Number of Nights by Irish Residents","2007Q4","4 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2007Q4","4 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2007Q4","4 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2007Q4","4 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2007Q4","4 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2008Q1","1 + Nights","State","Thousand","4626"
"Number of Nights by Irish Residents","2008Q1","1 + Nights","Border, Midland and Western","Thousand","1381"
"Number of Nights by Irish Residents","2008Q1","1 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2008Q1","1 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2008Q1","1 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2008Q1","1 + Nights","Southern and Eastern","Thousand","3245"
"Number of Nights by Irish Residents","2008Q1","1 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2008Q1","1 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2008Q1","1 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2008Q1","1 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2008Q1","1 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2008Q1","1 - 3 Nights","State","Thousand","2891"
"Number of Nights by Irish Residents","2008Q1","1 - 3 Nights","Border, Midland and Western","Thousand","889"
"Number of Nights by Irish Residents","2008Q1","1 - 3 Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2008Q1","1 - 3 Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2008Q1","1 - 3 Nights","West","Thousand",""
"Number of Nights by Irish Residents","2008Q1","1 - 3 Nights","Southern and Eastern","Thousand","2002"
"Number of Nights by Irish Residents","2008Q1","1 - 3 Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2008Q1","1 - 3 Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2008Q1","1 - 3 Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2008Q1","1 - 3 Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2008Q1","1 - 3 Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2008Q1","4 + Nights","State","Thousand","1735"
"Number of Nights by Irish Residents","2008Q1","4 + Nights","Border, Midland and Western","Thousand","492"
"Number of Nights by Irish Residents","2008Q1","4 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2008Q1","4 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2008Q1","4 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2008Q1","4 + Nights","Southern and Eastern","Thousand","1243"
"Number of Nights by Irish Residents","2008Q1","4 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2008Q1","4 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2008Q1","4 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2008Q1","4 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2008Q1","4 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2008Q2","1 + Nights","State","Thousand","5380"
"Number of Nights by Irish Residents","2008Q2","1 + Nights","Border, Midland and Western","Thousand","1739"
"Number of Nights by Irish Residents","2008Q2","1 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2008Q2","1 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2008Q2","1 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2008Q2","1 + Nights","Southern and Eastern","Thousand","3641"
"Number of Nights by Irish Residents","2008Q2","1 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2008Q2","1 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2008Q2","1 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2008Q2","1 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2008Q2","1 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2008Q2","1 - 3 Nights","State","Thousand","2865"
"Number of Nights by Irish Residents","2008Q2","1 - 3 Nights","Border, Midland and Western","Thousand","895"
"Number of Nights by Irish Residents","2008Q2","1 - 3 Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2008Q2","1 - 3 Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2008Q2","1 - 3 Nights","West","Thousand",""
"Number of Nights by Irish Residents","2008Q2","1 - 3 Nights","Southern and Eastern","Thousand","1970"
"Number of Nights by Irish Residents","2008Q2","1 - 3 Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2008Q2","1 - 3 Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2008Q2","1 - 3 Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2008Q2","1 - 3 Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2008Q2","1 - 3 Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2008Q2","4 + Nights","State","Thousand","2515"
"Number of Nights by Irish Residents","2008Q2","4 + Nights","Border, Midland and Western","Thousand","844"
"Number of Nights by Irish Residents","2008Q2","4 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2008Q2","4 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2008Q2","4 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2008Q2","4 + Nights","Southern and Eastern","Thousand","1671"
"Number of Nights by Irish Residents","2008Q2","4 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2008Q2","4 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2008Q2","4 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2008Q2","4 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2008Q2","4 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2008Q3","1 + Nights","State","Thousand","10919"
"Number of Nights by Irish Residents","2008Q3","1 + Nights","Border, Midland and Western","Thousand","3285"
"Number of Nights by Irish Residents","2008Q3","1 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2008Q3","1 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2008Q3","1 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2008Q3","1 + Nights","Southern and Eastern","Thousand","7634"
"Number of Nights by Irish Residents","2008Q3","1 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2008Q3","1 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2008Q3","1 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2008Q3","1 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2008Q3","1 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2008Q3","1 - 3 Nights","State","Thousand","3316"
"Number of Nights by Irish Residents","2008Q3","1 - 3 Nights","Border, Midland and Western","Thousand","1167"
"Number of Nights by Irish Residents","2008Q3","1 - 3 Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2008Q3","1 - 3 Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2008Q3","1 - 3 Nights","West","Thousand",""
"Number of Nights by Irish Residents","2008Q3","1 - 3 Nights","Southern and Eastern","Thousand","2149"
"Number of Nights by Irish Residents","2008Q3","1 - 3 Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2008Q3","1 - 3 Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2008Q3","1 - 3 Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2008Q3","1 - 3 Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2008Q3","1 - 3 Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2008Q3","4 + Nights","State","Thousand","7603"
"Number of Nights by Irish Residents","2008Q3","4 + Nights","Border, Midland and Western","Thousand","2118"
"Number of Nights by Irish Residents","2008Q3","4 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2008Q3","4 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2008Q3","4 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2008Q3","4 + Nights","Southern and Eastern","Thousand","5486"
"Number of Nights by Irish Residents","2008Q3","4 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2008Q3","4 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2008Q3","4 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2008Q3","4 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2008Q3","4 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2008Q4","1 + Nights","State","Thousand","5271"
"Number of Nights by Irish Residents","2008Q4","1 + Nights","Border, Midland and Western","Thousand","1612"
"Number of Nights by Irish Residents","2008Q4","1 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2008Q4","1 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2008Q4","1 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2008Q4","1 + Nights","Southern and Eastern","Thousand","3658"
"Number of Nights by Irish Residents","2008Q4","1 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2008Q4","1 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2008Q4","1 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2008Q4","1 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2008Q4","1 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2008Q4","1 - 3 Nights","State","Thousand","3213"
"Number of Nights by Irish Residents","2008Q4","1 - 3 Nights","Border, Midland and Western","Thousand","961"
"Number of Nights by Irish Residents","2008Q4","1 - 3 Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2008Q4","1 - 3 Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2008Q4","1 - 3 Nights","West","Thousand",""
"Number of Nights by Irish Residents","2008Q4","1 - 3 Nights","Southern and Eastern","Thousand","2251"
"Number of Nights by Irish Residents","2008Q4","1 - 3 Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2008Q4","1 - 3 Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2008Q4","1 - 3 Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2008Q4","1 - 3 Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2008Q4","1 - 3 Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2008Q4","4 + Nights","State","Thousand","2058"
"Number of Nights by Irish Residents","2008Q4","4 + Nights","Border, Midland and Western","Thousand","651"
"Number of Nights by Irish Residents","2008Q4","4 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2008Q4","4 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2008Q4","4 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2008Q4","4 + Nights","Southern and Eastern","Thousand","1407"
"Number of Nights by Irish Residents","2008Q4","4 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2008Q4","4 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2008Q4","4 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2008Q4","4 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2008Q4","4 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2009Q1","1 + Nights","State","Thousand","4221"
"Number of Nights by Irish Residents","2009Q1","1 + Nights","Border, Midland and Western","Thousand","1435"
"Number of Nights by Irish Residents","2009Q1","1 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2009Q1","1 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2009Q1","1 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2009Q1","1 + Nights","Southern and Eastern","Thousand","2786"
"Number of Nights by Irish Residents","2009Q1","1 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2009Q1","1 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2009Q1","1 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2009Q1","1 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2009Q1","1 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2009Q1","1 - 3 Nights","State","Thousand","2755"
"Number of Nights by Irish Residents","2009Q1","1 - 3 Nights","Border, Midland and Western","Thousand","958"
"Number of Nights by Irish Residents","2009Q1","1 - 3 Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2009Q1","1 - 3 Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2009Q1","1 - 3 Nights","West","Thousand",""
"Number of Nights by Irish Residents","2009Q1","1 - 3 Nights","Southern and Eastern","Thousand","1797"
"Number of Nights by Irish Residents","2009Q1","1 - 3 Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2009Q1","1 - 3 Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2009Q1","1 - 3 Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2009Q1","1 - 3 Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2009Q1","1 - 3 Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2009Q1","4 + Nights","State","Thousand","1467"
"Number of Nights by Irish Residents","2009Q1","4 + Nights","Border, Midland and Western","Thousand","477"
"Number of Nights by Irish Residents","2009Q1","4 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2009Q1","4 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2009Q1","4 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2009Q1","4 + Nights","Southern and Eastern","Thousand","989"
"Number of Nights by Irish Residents","2009Q1","4 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2009Q1","4 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2009Q1","4 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2009Q1","4 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2009Q1","4 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2009Q2","1 + Nights","State","Thousand","6087"
"Number of Nights by Irish Residents","2009Q2","1 + Nights","Border, Midland and Western","Thousand","1973"
"Number of Nights by Irish Residents","2009Q2","1 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2009Q2","1 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2009Q2","1 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2009Q2","1 + Nights","Southern and Eastern","Thousand","4114"
"Number of Nights by Irish Residents","2009Q2","1 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2009Q2","1 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2009Q2","1 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2009Q2","1 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2009Q2","1 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2009Q2","1 - 3 Nights","State","Thousand","3016"
"Number of Nights by Irish Residents","2009Q2","1 - 3 Nights","Border, Midland and Western","Thousand","974"
"Number of Nights by Irish Residents","2009Q2","1 - 3 Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2009Q2","1 - 3 Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2009Q2","1 - 3 Nights","West","Thousand",""
"Number of Nights by Irish Residents","2009Q2","1 - 3 Nights","Southern and Eastern","Thousand","2042"
"Number of Nights by Irish Residents","2009Q2","1 - 3 Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2009Q2","1 - 3 Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2009Q2","1 - 3 Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2009Q2","1 - 3 Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2009Q2","1 - 3 Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2009Q2","4 + Nights","State","Thousand","3071"
"Number of Nights by Irish Residents","2009Q2","4 + Nights","Border, Midland and Western","Thousand","999"
"Number of Nights by Irish Residents","2009Q2","4 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2009Q2","4 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2009Q2","4 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2009Q2","4 + Nights","Southern and Eastern","Thousand","2072"
"Number of Nights by Irish Residents","2009Q2","4 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2009Q2","4 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2009Q2","4 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2009Q2","4 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2009Q2","4 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2009Q3","1 + Nights","State","Thousand","10555"
"Number of Nights by Irish Residents","2009Q3","1 + Nights","Border, Midland and Western","Thousand","3449"
"Number of Nights by Irish Residents","2009Q3","1 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2009Q3","1 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2009Q3","1 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2009Q3","1 + Nights","Southern and Eastern","Thousand","7106"
"Number of Nights by Irish Residents","2009Q3","1 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2009Q3","1 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2009Q3","1 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2009Q3","1 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2009Q3","1 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2009Q3","1 - 3 Nights","State","Thousand","3136"
"Number of Nights by Irish Residents","2009Q3","1 - 3 Nights","Border, Midland and Western","Thousand","1062"
"Number of Nights by Irish Residents","2009Q3","1 - 3 Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2009Q3","1 - 3 Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2009Q3","1 - 3 Nights","West","Thousand",""
"Number of Nights by Irish Residents","2009Q3","1 - 3 Nights","Southern and Eastern","Thousand","2073"
"Number of Nights by Irish Residents","2009Q3","1 - 3 Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2009Q3","1 - 3 Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2009Q3","1 - 3 Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2009Q3","1 - 3 Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2009Q3","1 - 3 Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2009Q3","4 + Nights","State","Thousand","7419"
"Number of Nights by Irish Residents","2009Q3","4 + Nights","Border, Midland and Western","Thousand","2387"
"Number of Nights by Irish Residents","2009Q3","4 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2009Q3","4 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2009Q3","4 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2009Q3","4 + Nights","Southern and Eastern","Thousand","5032"
"Number of Nights by Irish Residents","2009Q3","4 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2009Q3","4 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2009Q3","4 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2009Q3","4 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2009Q3","4 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2009Q4","1 + Nights","State","Thousand","5164"
"Number of Nights by Irish Residents","2009Q4","1 + Nights","Border, Midland and Western","Thousand","1547"
"Number of Nights by Irish Residents","2009Q4","1 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2009Q4","1 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2009Q4","1 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2009Q4","1 + Nights","Southern and Eastern","Thousand","3617"
"Number of Nights by Irish Residents","2009Q4","1 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2009Q4","1 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2009Q4","1 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2009Q4","1 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2009Q4","1 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2009Q4","1 - 3 Nights","State","Thousand","2960"
"Number of Nights by Irish Residents","2009Q4","1 - 3 Nights","Border, Midland and Western","Thousand","923"
"Number of Nights by Irish Residents","2009Q4","1 - 3 Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2009Q4","1 - 3 Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2009Q4","1 - 3 Nights","West","Thousand",""
"Number of Nights by Irish Residents","2009Q4","1 - 3 Nights","Southern and Eastern","Thousand","2037"
"Number of Nights by Irish Residents","2009Q4","1 - 3 Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2009Q4","1 - 3 Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2009Q4","1 - 3 Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2009Q4","1 - 3 Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2009Q4","1 - 3 Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2009Q4","4 + Nights","State","Thousand","2204"
"Number of Nights by Irish Residents","2009Q4","4 + Nights","Border, Midland and Western","Thousand","624"
"Number of Nights by Irish Residents","2009Q4","4 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2009Q4","4 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2009Q4","4 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2009Q4","4 + Nights","Southern and Eastern","Thousand","1580"
"Number of Nights by Irish Residents","2009Q4","4 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2009Q4","4 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2009Q4","4 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2009Q4","4 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2009Q4","4 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2012Q1","1 + Nights","State","Thousand","3403"
"Number of Nights by Irish Residents","2012Q1","1 + Nights","Border, Midland and Western","Thousand","1065"
"Number of Nights by Irish Residents","2012Q1","1 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2012Q1","1 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2012Q1","1 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2012Q1","1 + Nights","Southern and Eastern","Thousand","2338"
"Number of Nights by Irish Residents","2012Q1","1 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2012Q1","1 + Nights","Mid-East","Thousand",""
