"Statistic Label","Quarter","Length of Stay","Region Visited","UNIT","VALUE"
"Average Length of Stay by Irish Residents","2008Q2","4 + Nights","State","Nights per Trip","6.9"
"Average Length of Stay by Irish Residents","2008Q2","4 + Nights","Border, Midland and Western","Nights per Trip","7.7"
"Average Length of Stay by Irish Residents","2008Q2","4 + Nights","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q2","4 + Nights","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q2","4 + Nights","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q2","4 + Nights","Southern and Eastern","Nights per Trip","6.6"
"Average Length of Stay by Irish Residents","2008Q2","4 + Nights","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q2","4 + Nights","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q2","4 + Nights","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q2","4 + Nights","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q2","4 + Nights","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q3","1 + Nights","State","Nights per Trip","4.3"
"Average Length of Stay by Irish Residents","2008Q3","1 + Nights","Border, Midland and Western","Nights per Trip","4"
"Average Length of Stay by Irish Residents","2008Q3","1 + Nights","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q3","1 + Nights","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q3","1 + Nights","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q3","1 + Nights","Southern and Eastern","Nights per Trip","4.4"
"Average Length of Stay by Irish Residents","2008Q3","1 + Nights","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q3","1 + Nights","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q3","1 + Nights","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q3","1 + Nights","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q3","1 + Nights","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q3","1 - 3 Nights","State","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2008Q3","1 - 3 Nights","Border, Midland and Western","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2008Q3","1 - 3 Nights","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q3","1 - 3 Nights","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q3","1 - 3 Nights","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q3","1 - 3 Nights","Southern and Eastern","Nights per Trip","1.9"
"Average Length of Stay by Irish Residents","2008Q3","1 - 3 Nights","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q3","1 - 3 Nights","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q3","1 - 3 Nights","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q3","1 - 3 Nights","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q3","1 - 3 Nights","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q3","4 + Nights","State","Nights per Trip","8.9"
"Average Length of Stay by Irish Residents","2008Q3","4 + Nights","Border, Midland and Western","Nights per Trip","8.2"
"Average Length of Stay by Irish Residents","2008Q3","4 + Nights","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q3","4 + Nights","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q3","4 + Nights","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q3","4 + Nights","Southern and Eastern","Nights per Trip","9.2"
"Average Length of Stay by Irish Residents","2008Q3","4 + Nights","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q3","4 + Nights","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q3","4 + Nights","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q3","4 + Nights","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q3","4 + Nights","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q4","1 + Nights","State","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2008Q4","1 + Nights","Border, Midland and Western","Nights per Trip","2.6"
"Average Length of Stay by Irish Residents","2008Q4","1 + Nights","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q4","1 + Nights","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q4","1 + Nights","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q4","1 + Nights","Southern and Eastern","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2008Q4","1 + Nights","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q4","1 + Nights","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q4","1 + Nights","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q4","1 + Nights","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q4","1 + Nights","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q4","1 - 3 Nights","State","Nights per Trip","1.8"
"Average Length of Stay by Irish Residents","2008Q4","1 - 3 Nights","Border, Midland and Western","Nights per Trip","1.9"
"Average Length of Stay by Irish Residents","2008Q4","1 - 3 Nights","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q4","1 - 3 Nights","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q4","1 - 3 Nights","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q4","1 - 3 Nights","Southern and Eastern","Nights per Trip","1.8"
"Average Length of Stay by Irish Residents","2008Q4","1 - 3 Nights","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q4","1 - 3 Nights","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q4","1 - 3 Nights","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q4","1 - 3 Nights","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q4","1 - 3 Nights","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q4","4 + Nights","State","Nights per Trip","6.4"
"Average Length of Stay by Irish Residents","2008Q4","4 + Nights","Border, Midland and Western","Nights per Trip","6.1"
"Average Length of Stay by Irish Residents","2008Q4","4 + Nights","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q4","4 + Nights","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q4","4 + Nights","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q4","4 + Nights","Southern and Eastern","Nights per Trip","6.5"
"Average Length of Stay by Irish Residents","2008Q4","4 + Nights","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q4","4 + Nights","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q4","4 + Nights","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q4","4 + Nights","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2008Q4","4 + Nights","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q1","1 + Nights","State","Nights per Trip","2.4"
"Average Length of Stay by Irish Residents","2009Q1","1 + Nights","Border, Midland and Western","Nights per Trip","2.5"
"Average Length of Stay by Irish Residents","2009Q1","1 + Nights","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q1","1 + Nights","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q1","1 + Nights","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q1","1 + Nights","Southern and Eastern","Nights per Trip","2.3"
"Average Length of Stay by Irish Residents","2009Q1","1 + Nights","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q1","1 + Nights","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q1","1 + Nights","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q1","1 + Nights","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q1","1 + Nights","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q1","1 - 3 Nights","State","Nights per Trip","1.8"
"Average Length of Stay by Irish Residents","2009Q1","1 - 3 Nights","Border, Midland and Western","Nights per Trip","1.9"
"Average Length of Stay by Irish Residents","2009Q1","1 - 3 Nights","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q1","1 - 3 Nights","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q1","1 - 3 Nights","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q1","1 - 3 Nights","Southern and Eastern","Nights per Trip","1.7"
"Average Length of Stay by Irish Residents","2009Q1","1 - 3 Nights","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q1","1 - 3 Nights","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q1","1 - 3 Nights","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q1","1 - 3 Nights","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q1","1 - 3 Nights","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q1","4 + Nights","State","Nights per Trip","6.3"
"Average Length of Stay by Irish Residents","2009Q1","4 + Nights","Border, Midland and Western","Nights per Trip","6.2"
"Average Length of Stay by Irish Residents","2009Q1","4 + Nights","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q1","4 + Nights","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q1","4 + Nights","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q1","4 + Nights","Southern and Eastern","Nights per Trip","6.3"
"Average Length of Stay by Irish Residents","2009Q1","4 + Nights","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q1","4 + Nights","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q1","4 + Nights","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q1","4 + Nights","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q1","4 + Nights","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q2","1 + Nights","State","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2009Q2","1 + Nights","Border, Midland and Western","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2009Q2","1 + Nights","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q2","1 + Nights","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q2","1 + Nights","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q2","1 + Nights","Southern and Eastern","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2009Q2","1 + Nights","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q2","1 + Nights","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q2","1 + Nights","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q2","1 + Nights","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q2","1 + Nights","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q2","1 - 3 Nights","State","Nights per Trip","1.9"
"Average Length of Stay by Irish Residents","2009Q2","1 - 3 Nights","Border, Midland and Western","Nights per Trip","2"
"Average Length of Stay by Irish Residents","2009Q2","1 - 3 Nights","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q2","1 - 3 Nights","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q2","1 - 3 Nights","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q2","1 - 3 Nights","Southern and Eastern","Nights per Trip","1.9"
"Average Length of Stay by Irish Residents","2009Q2","1 - 3 Nights","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q2","1 - 3 Nights","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q2","1 - 3 Nights","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q2","1 - 3 Nights","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q2","1 - 3 Nights","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q2","4 + Nights","State","Nights per Trip","6.9"
"Average Length of Stay by Irish Residents","2009Q2","4 + Nights","Border, Midland and Western","Nights per Trip","6.4"
"Average Length of Stay by Irish Residents","2009Q2","4 + Nights","Border","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q2","4 + Nights","Midland","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q2","4 + Nights","West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q2","4 + Nights","Southern and Eastern","Nights per Trip","7.1"
"Average Length of Stay by Irish Residents","2009Q2","4 + Nights","Dublin","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q2","4 + Nights","Mid-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q2","4 + Nights","Mid-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q2","4 + Nights","South-East","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q2","4 + Nights","South-West","Nights per Trip",""
"Average Length of Stay by Irish Residents","2009Q3","1 + Nights","State","Nights per Trip","4.2"
"Average Length of Stay by Irish Residents","2009Q3","1 + Nights","Border, Midland and Western","Nights per Trip","4.2"
