"Statistic Label","Quarter","Length of Stay","Region Visited","UNIT","VALUE"
"Number of Nights by Irish Residents","2018Q2","1 - 3 Nights","Northern and Western","Thousand","995"
"Number of Nights by Irish Residents","2018Q2","1 - 3 Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2018Q2","1 - 3 Nights","West","Thousand",""
"Number of Nights by Irish Residents","2018Q2","1 - 3 Nights","Southern","Thousand","1745"
"Number of Nights by Irish Residents","2018Q2","1 - 3 Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2018Q2","1 - 3 Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2018Q2","1 - 3 Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2018Q2","1 - 3 Nights","Eastern and Midland","Thousand","1079"
"Number of Nights by Irish Residents","2018Q2","1 - 3 Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2018Q2","1 - 3 Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2018Q2","1 - 3 Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2018Q2","4 + Nights","State","Thousand","2745"
"Number of Nights by Irish Residents","2018Q2","4 + Nights","Northern and Western","Thousand","605"
"Number of Nights by Irish Residents","2018Q2","4 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2018Q2","4 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2018Q2","4 + Nights","Southern","Thousand","1482"
"Number of Nights by Irish Residents","2018Q2","4 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2018Q2","4 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2018Q2","4 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2018Q2","4 + Nights","Eastern and Midland","Thousand","658"
"Number of Nights by Irish Residents","2018Q2","4 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2018Q2","4 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2018Q2","4 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2018Q3","1 + Nights","State","Thousand","12220"
"Number of Nights by Irish Residents","2018Q3","1 + Nights","Northern and Western","Thousand","3466"
"Number of Nights by Irish Residents","2018Q3","1 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2018Q3","1 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2018Q3","1 + Nights","Southern","Thousand","6740"
"Number of Nights by Irish Residents","2018Q3","1 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2018Q3","1 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2018Q3","1 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2018Q3","1 + Nights","Eastern and Midland","Thousand","2014"
"Number of Nights by Irish Residents","2018Q3","1 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2018Q3","1 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2018Q3","1 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2018Q3","1 - 3 Nights","State","Thousand","5366"
"Number of Nights by Irish Residents","2018Q3","1 - 3 Nights","Northern and Western","Thousand","1442"
"Number of Nights by Irish Residents","2018Q3","1 - 3 Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2018Q3","1 - 3 Nights","West","Thousand",""
"Number of Nights by Irish Residents","2018Q3","1 - 3 Nights","Southern","Thousand","2577"
"Number of Nights by Irish Residents","2018Q3","1 - 3 Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2018Q3","1 - 3 Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2018Q3","1 - 3 Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2018Q3","1 - 3 Nights","Eastern and Midland","Thousand","1347"
"Number of Nights by Irish Residents","2018Q3","1 - 3 Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2018Q3","1 - 3 Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2018Q3","1 - 3 Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2018Q3","4 + Nights","State","Thousand","6854"
"Number of Nights by Irish Residents","2018Q3","4 + Nights","Northern and Western","Thousand","2024"
"Number of Nights by Irish Residents","2018Q3","4 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2018Q3","4 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2018Q3","4 + Nights","Southern","Thousand","4164"
"Number of Nights by Irish Residents","2018Q3","4 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2018Q3","4 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2018Q3","4 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2018Q3","4 + Nights","Eastern and Midland","Thousand","666"
"Number of Nights by Irish Residents","2018Q3","4 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2018Q3","4 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2018Q3","4 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2018Q4","1 + Nights","State","Thousand","5250"
"Number of Nights by Irish Residents","2018Q4","1 + Nights","Northern and Western","Thousand","1504"
"Number of Nights by Irish Residents","2018Q4","1 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2018Q4","1 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2018Q4","1 + Nights","Southern","Thousand","2297"
"Number of Nights by Irish Residents","2018Q4","1 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2018Q4","1 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2018Q4","1 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2018Q4","1 + Nights","Eastern and Midland","Thousand","1450"
"Number of Nights by Irish Residents","2018Q4","1 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2018Q4","1 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2018Q4","1 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2018Q4","1 - 3 Nights","State","Thousand","3533"
"Number of Nights by Irish Residents","2018Q4","1 - 3 Nights","Northern and Western","Thousand","935"
"Number of Nights by Irish Residents","2018Q4","1 - 3 Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2018Q4","1 - 3 Nights","West","Thousand",""
"Number of Nights by Irish Residents","2018Q4","1 - 3 Nights","Southern","Thousand","1619"
"Number of Nights by Irish Residents","2018Q4","1 - 3 Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2018Q4","1 - 3 Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2018Q4","1 - 3 Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2018Q4","1 - 3 Nights","Eastern and Midland","Thousand","979"
"Number of Nights by Irish Residents","2018Q4","1 - 3 Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2018Q4","1 - 3 Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2018Q4","1 - 3 Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2018Q4","4 + Nights","State","Thousand","1717"
"Number of Nights by Irish Residents","2018Q4","4 + Nights","Northern and Western","Thousand","569"
"Number of Nights by Irish Residents","2018Q4","4 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2018Q4","4 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2018Q4","4 + Nights","Southern","Thousand","677"
"Number of Nights by Irish Residents","2018Q4","4 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2018Q4","4 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2018Q4","4 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2018Q4","4 + Nights","Eastern and Midland","Thousand","471"
"Number of Nights by Irish Residents","2018Q4","4 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2018Q4","4 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2018Q4","4 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2019Q1","1 + Nights","State","Thousand","4374"
"Number of Nights by Irish Residents","2019Q1","1 + Nights","Northern and Western","Thousand","1201"
"Number of Nights by Irish Residents","2019Q1","1 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2019Q1","1 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2019Q1","1 + Nights","Southern","Thousand","1927"
"Number of Nights by Irish Residents","2019Q1","1 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2019Q1","1 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2019Q1","1 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2019Q1","1 + Nights","Eastern and Midland","Thousand","1246"
"Number of Nights by Irish Residents","2019Q1","1 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2019Q1","1 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2019Q1","1 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2019Q1","1 - 3 Nights","State","Thousand","3339"
"Number of Nights by Irish Residents","2019Q1","1 - 3 Nights","Northern and Western","Thousand","892"
"Number of Nights by Irish Residents","2019Q1","1 - 3 Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2019Q1","1 - 3 Nights","West","Thousand",""
"Number of Nights by Irish Residents","2019Q1","1 - 3 Nights","Southern","Thousand","1439"
"Number of Nights by Irish Residents","2019Q1","1 - 3 Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2019Q1","1 - 3 Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2019Q1","1 - 3 Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2019Q1","1 - 3 Nights","Eastern and Midland","Thousand","1007"
"Number of Nights by Irish Residents","2019Q1","1 - 3 Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2019Q1","1 - 3 Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2019Q1","1 - 3 Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2019Q1","4 + Nights","State","Thousand","1035"
"Number of Nights by Irish Residents","2019Q1","4 + Nights","Northern and Western","Thousand","308"
"Number of Nights by Irish Residents","2019Q1","4 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2019Q1","4 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2019Q1","4 + Nights","Southern","Thousand","488"
"Number of Nights by Irish Residents","2019Q1","4 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2019Q1","4 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2019Q1","4 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2019Q1","4 + Nights","Eastern and Midland","Thousand","239"
"Number of Nights by Irish Residents","2019Q1","4 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2019Q1","4 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2019Q1","4 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2019Q2","1 + Nights","State","Thousand","6794"
"Number of Nights by Irish Residents","2019Q2","1 + Nights","Northern and Western","Thousand","2197"
"Number of Nights by Irish Residents","2019Q2","1 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2019Q2","1 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2019Q2","1 + Nights","Southern","Thousand","3323"
"Number of Nights by Irish Residents","2019Q2","1 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2019Q2","1 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2019Q2","1 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2019Q2","1 + Nights","Eastern and Midland","Thousand","1274"
"Number of Nights by Irish Residents","2019Q2","1 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2019Q2","1 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2019Q2","1 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2019Q2","1 - 3 Nights","State","Thousand","4232"
"Number of Nights by Irish Residents","2019Q2","1 - 3 Nights","Northern and Western","Thousand","1205"
"Number of Nights by Irish Residents","2019Q2","1 - 3 Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2019Q2","1 - 3 Nights","West","Thousand",""
"Number of Nights by Irish Residents","2019Q2","1 - 3 Nights","Southern","Thousand","2129"
"Number of Nights by Irish Residents","2019Q2","1 - 3 Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2019Q2","1 - 3 Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2019Q2","1 - 3 Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2019Q2","1 - 3 Nights","Eastern and Midland","Thousand","897"
"Number of Nights by Irish Residents","2019Q2","1 - 3 Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2019Q2","1 - 3 Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2019Q2","1 - 3 Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2019Q2","4 + Nights","State","Thousand","2562"
"Number of Nights by Irish Residents","2019Q2","4 + Nights","Northern and Western","Thousand","992"
"Number of Nights by Irish Residents","2019Q2","4 + Nights","Border","Thousand",""
"Number of Nights by Irish Residents","2019Q2","4 + Nights","West","Thousand",""
"Number of Nights by Irish Residents","2019Q2","4 + Nights","Southern","Thousand","1194"
"Number of Nights by Irish Residents","2019Q2","4 + Nights","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2019Q2","4 + Nights","South-East","Thousand",""
"Number of Nights by Irish Residents","2019Q2","4 + Nights","South-West","Thousand",""
"Number of Nights by Irish Residents","2019Q2","4 + Nights","Eastern and Midland","Thousand","377"
"Number of Nights by Irish Residents","2019Q2","4 + Nights","Dublin","Thousand",""
"Number of Nights by Irish Residents","2019Q2","4 + Nights","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2019Q2","4 + Nights","Midland","Thousand",""
"Number of Nights by Irish Residents","2019Q3","1 + Nights","State","Thousand","12713"
"Number of Nights by Irish Residents","2019Q3","1 + Nights","Northern and Western","Thousand","3328"
"Number of Nights by Irish Residents","2019Q3","1 + Nights","Border","Thousand",""
