DATAFLOW,LAST UPDATE,freq,unit,indx,coicop,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,HICP,CP01121,BE,2022-07,111.56,
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,HICP,CP01121,BE,2022-08,113.88,
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,HICP,CP01121,BE,2022-09,114.40,
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,HICP,CP01121,BE,2022-10,113.85,
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,HICP,CP01121,BE,2022-11,115.14,
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,HICP,CP01121,BE,2022-12,116.22,
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,HICP,CP01121,BE,2023-01,117.68,
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,HICP,CP01121,BE,2023-02,118.77,
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,HICP,CP01121,BE,2023-03,121.33,
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,HICP,CP01121,BE,2023-04,119.32,
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,HICP,CP01121,BE,2023-05,120.08,
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,HICP,CP01121,BE,2023-06,120.97,
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,HICP,CP01121,BE,2023-07,120.99,
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,HICP,CP01121,BE,2023-08,122.75,
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,HICP,CP01121,BE,2023-09,121.89,
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,HICP,CP01121,BE,2023-10,121.69,
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,HICP,CP01121,BE,2023-11,122.12,
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,HICP,CP01121,BE,2023-12,122.08,
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,HICP,CP01121,BE,2024-01,122.64,
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,HICP,CP01121,BE,2024-02,123.03,
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,HICP,CP01121,BE,2024-03,123.82,
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,HICP,CP01121,BE,2024-04,122.26,
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,HICP,CP01121,BG,2017-01,98.01,
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,HICP,CP01121,BG,2017-02,98.19,
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,HICP,CP01121,BG,2017-03,98.08,
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,HICP,CP01121,BG,2017-04,97.81,
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,HICP,CP01121,BG,2017-05,98.89,
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,HICP,CP01121,BG,2017-06,98.77,
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,HICP,CP01121,BG,2017-07,98.99,
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,HICP,CP01121,BG,2017-08,98.11,
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,HICP,CP01121,BG,2017-09,101.53,
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,HICP,CP01121,BG,2017-10,100.78,
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,HICP,CP01121,BG,2017-11,101.01,
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,HICP,CP01121,BG,2017-12,101.84,
