DATAFLOW,LAST UPDATE,freq,unit,indx,coicop,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2019-08,96.3,e
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2019-09,96.6,e
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2019-10,102.1,e
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2019-11,105.7,e
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2019-12,107.2,e
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2020-01,106.5,e
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2020-02,108.5,e
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2020-03,113.4,e
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2020-04,121.5,e
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2020-05,124.0,e
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2020-06,120.5,e
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2020-07,111.4,e
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2020-08,107.4,e
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2020-09,107.7,e
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2020-10,112.5,e
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2020-11,113.9,e
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2020-12,111.8,e
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2021-01,106.4,e
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2021-02,106.0,e
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2021-03,110.8,e
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2021-04,121.5,e
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2021-05,126.7,e
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2021-06,125.8,e
ESTAT:PRC_FSC_IDX(1.0),29/05/24 11:00:00,M,I15,ACPI,CP01121,BG,2021-07,118.8,e
