freq,animals,month,unit,geo\TIME_PERIOD	1959 	1960 	1961 	1962 	1963 	1964 	1965 	1966 	1967 	1968 	1969 	1970 	1971 	1972 	1973 	1974 	1975 	1976 	1977 	1978 	1979 	1980 	1981 	1982 	1983 	1984 	1985 	1986 	1987 	1988 	1989 	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,A2110C,M05_M06,THS_HD,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3.07 	2.90 	215.20 	213.20 	208.00 	206.80 	199.50 	190.20 	183.60 	182.20 	178.10 	171.07 	166.95 	166.50 	159.63 	155.26 	152.68 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2110C,M05_M06,THS_HD,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1928.10 	1835.00 	1971.50 	1935.00 	2247.30 	2298.10 	2233.90 	2337.00 	2338.45 	2180.00 	2185.00 	1920.00 	1995.00 	2179.00 	1999.00 	2154.00 	2110.00 	2116.00 	2129.00 	2086.00 	1996.00 	1998.00 	2045.93 	2023.92 	1936.22 	1952.37 	1982.30 	2030.63 	2059.62 	2054.70 	2221.60 	2069.30 	2127.60 	2097.90 	2046.00 	1996.40 	1984.10 	1979.90 	1970.08 	1956.73 	1790.63 	1904.12 	1853.06 	1808.49 	1715.60 	1703.28 
A,A2110C,M05_M06,THS_HD,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	48.00 	42.00 	35.00 	35.00 	33.00 	33.00 	35.00 	37.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2110C,M05_M06,THS_HD,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	960.00 	896.00 	850.00 	884.60 	857.70 	899.90 	859.30 	842.60 	853.60 	879.10 	883.20 	885.80 	876.70 	871.90 	865.40 	899.80 	903.20 	918.70 	888.90 	913.80 	903.80 	915.30 	974.30 	1023.00 	1054.80 	965.10 	919.40 	955.20 	953.07 	922.10 	929.80 	957.09 	951.06 	947.09 	968.25 	915.08 	822.91 	889.62 	1020.26 	955.06 	897.90 	989.04 	1036.33 	1019.17 	969.70 	914.00 	987.28 	1013.48 	967.58 	926.03 
A,A2110C,M05_M06,THS_HD,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.40 	11.00 	: 	10.92 	11.09 	10.61 	: 	: 
A,A2110C,M05_M06,THS_HD,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	494.00 	507.80 	520.20 	553.10 	542.80 	548.30 	793.80 	771.60 	748.50 	739.00 	725.20 	978.70 	1060.90 	1101.10 	1038.80 	933.00 	939.00 	934.00 	947.00 	997.00 	870.00 	806.00 	802.00 	772.00 	841.00 	663.42 	677.15 	620.80 	585.12 	528.38 	505.33 	479.53 	420.74 	438.38 	397.39 	329.01 	373.46 	396.29 	69.60 	65.17 	63.95 	64.53 	66.32 	66.33 	61.23 	71.00 
A,A2110C,M05_M06,THS_HD,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.20 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2110C,M05_M06,THS_HD,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25.00 	26.00 	25.67 	24.09 	23.55 	22.33 	21.47 	19.10 	18.88 	18.78 	18.22 	18.70 	19.78 	20.37 	20.43 	20.01 	20.34 	20.67 	20.57 	21.22 	19.26 	18.33 	18.45 	18.10 	18.23 	17.79 	17.26 	16.96 	16.96 	17.63 	18.53 	18.03 	18.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2110C,M05_M06,THS_HD,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	27.30 	26.60 	25.80 	31.60 	: 	1.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2110C,M05_M06,THS_HD,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2110C,M05_M06,THS_HD,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	43.00 	41.00 	41.00 	38.00 	38.00 	40.00 	40.00 	41.00 	47.00 	49.00 	47.00 	53.00 	45.00 	47.00 	46.00 	46.00 	53.00 	59.00 	54.00 	50.00 	48.00 	44.00 	57.00 	47.00 	42.00 	36.00 	37.00 	83.00 	44.00 	31.00 	31.00 	34.00 	32.00 	32.00 	34.00 	33.00 	29.00 	31.00 	33.00 	40.00 	88.00 	41.16 	83.62 	45.76 	45.21 	43.47 	41.09 	40.81 	39.67 	41.50 
A,A2110C,M05_M06,THS_HD,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	741.70 	673.70 	651.60 	589.04 	577.99 	528.81 	534.58 	532.43 	588.84 	615.76 	634.17 	646.32 	640.40 	649.30 	569.46 	564.92 	475.48 	671.00 	704.00 	783.00 	775.00 	797.00 	769.00 	788.00 	901.21 	862.09 
A,A2110C,M05_M06,THS_HD,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	165.00 	188.79 	189.00 	183.00 	180.00 	180.00 	175.00 	163.66 	156.80 	156.00 	150.70 	150.70 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	172.26 	177.69 	174.82 	175.46 	188.71 	194.72 	198.21 	183.91 p
A,A2110C,M05_M06,THS_HD,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	222.18 	218.60 	264.10 	270.80 	206.60 	159.80 	144.80 	118.00 	105.80 	110.70 	111.90 	107.90 	109.20 	104.90 	91.70 	76.80 	73.50 	75.70 	65.90 	67.80 
A,A2110C,M05_M06,THS_HD,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	256.00 	271.00 	276.00 	250.70 	253.40 	241.80 	233.80 	225.10 	223.30 	222.80 	225.00 	231.19 	231.80 	231.20 	223.62 	223.62 	247.12 	220.27 	229.21 	214.28 	217.19 	211.05 	213.02 	207.00 	213.89 	215.78 	218.33 	205.62 	210.59 	211.29 	208.07 	207.78 
A,A2110C,M05_M06,THS_HD,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	59.80 	57.37 	65.51 	69.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2110C,M05_M06,THS_HD,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	161.00 	164.00 	165.00 	158.00 	148.00 	119.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2110C,M05_M06,THS_HD,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1737.73 e	1677.98 e	1805.63 e	2154.08 e	1549.24 	1557.04 	1514.76 	1620.58 	1552.79 
A,A2110C,M05_M06,THS_HD,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2180.00 	1960.00 	1805.00 	1797.93 	1660.23 	1688.67 	1692.28 	1730.86 	1778.57 	1792.17 	1816.23 	1807.82 	1779.75 	1721.42 	1653.41 	1694.99 	1676.57 	1637.12 	1601.49 	1556.02 	1537.38 	1539.30 	1553.33 	1379.20 	1303.58 	1282.41 	1367.32 	1307.54 	1246.15 	1349.12 	1342.01 	1255.53 	1207.85 	1313.00 	1304.00 	1325.00 	1354.00 	1316.00 	1355.00 	1303.00 	1289.00 	1329.00 	1373.00 	1344.00 	1319.00 	1281.00 	1275.00 	: 	: 	: 
A,A2110C,M12,THS_HD,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19.99 	20.23 e	19.88 p	4.99 	4.99 	3.14 	1.25 	1.01 	0.59 	: 
A,A2110C,M12,THS_HD,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	321.61 	313.61 	306.97 	286.56 	271.07 	280.20 	280.40 	281.04 	289.08 	287.11 	286.73 	285.14 	276.97 	261.32 	246.67 	230.56 	213.21 	191.19 	186.77 	187.32 	185.55 	186.52 	184.94 	187.05 	184.12 	182.25 	177.80 	175.62 	179.26 	260.05 	248.85 
A,A2110C,M12,THS_HD,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	28.00 e	31.00 e	28.00 e	27.00 e	27.00 e	33.00 e	30.00 e	29.00 e	31.00 e	31.00 e	27.00 e	26.67 	31.89 	: 
A,A2110C,M12,THS_HD,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	271.00 	257.00 	235.00 	245.00 	236.89 	244.60 	243.70 	241.90 	231.58 	235.60 	237.00 	234.31 	228.23 	238.72 	239.26 	246.81 	262.98 	273.77 	269.31 	283.87 	282.91 	286.89 	285.50 	263.50 	249.78 	252.76 	245.90 	235.85 	224.96 	202.74 	198.41 	200.59 	187.06 	186.76 	191.56 	174.08 	176.62 	171.59 	164.65 	195.54 	189.28 	191.41 	189.52 	180.90 	167.07 	171.63 	170.38 	156.93 	156.70 	152.67 	148.65 p
A,A2110C,M12,THS_HD,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	51.80 	51.30 	56.70 	77.60 	55.39 	50.85 	47.59 	43.79 	37.21 	37.40 	33.45 	32.88 	28.45 	17.64 	26.72 	29.07 	33.46 	35.17 	33.71 	32.59 	30.94 	39.12 	36.21 	33.62 p
A,A2110C,M12,THS_HD,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	39.58 	38.30 	40.35 	37.58 	37.47 	36.01 	38.11 	40.15 	40.43 
A,A2110C,M12,THS_HD,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.53 	9.35 	7.62 	0.38 	0.38 	0.79 	0.26 	1.94 	0.99 	2.27 	0.23 	0.23 	0.23 	0.18 	0.25 	0.95 	0.27 	0.04 	0.07 	0.05 	0.07 	0.01 	0.05 	0.02 	0.17 
A,A2110C,M12,THS_HD,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	228.00 	213.00 	158.00 	142.00 	133.20 	133.30 	136.80 	135.25 	126.20 	123.27 	146.47 	146.70 	161.14 	158.60 	170.95 	166.06 	159.82 	169.36 	158.41 	163.88 	162.13 	161.68 	159.00 	154.97 
A,A2110C,M12,THS_HD,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1950.00 	2316.00 	2354.20 	2363.60 	2409.50 	2442.90 	2429.60 	2462.26 	2433.45 	2418.72 	2513.83 	2614.87 	2555.69 	2490.08 	2446.49 	2417.95 	2378.82 	2442.08 	2720.05 b	2563.83 	2463.78 	2447.70 	2357.11 	2249.70 	2157.58 	2122.16 	1925.81 	2004.28 	1916.04 	1841.38 	1769.35 	1697.11 	1682.28 	1638.12 	1685.76 	1698.55 	1597.52 	1558.59 	1533.39 	1528.09 	1527.41 	1511.77 	1454.18 	1425.30 	1405.59 	1344.73 	1301.03 	1279.24 	1257.15 	1236.56 	1207.39 
A,A2110C,M12,THS_HD,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	470.00 	505.00 	506.00 	536.00 	539.00 	552.00 	523.00 	522.00 	536.00 	544.00 	540.00 	504.00 	484.00 	480.00 	417.00 	394.00 	418.00 	406.00 	423.00 	426.00 	368.00 	356.00 	347.00 	323.00 	311.00 	275.00 	278.00 	253.00 	250.00 	229.00 	228.00 	230.00 	229.00 	241.00 	220.00 	6.00 	6.00 	6.00 	6.00 	6.00 	6.00 	6.00 	6.00 	6.00 	6.00 	6.00 	6.00 	6.00 	6.00 	6.00 	6.00 
A,A2110C,M12,THS_HD,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.60 	11.10 	14.20 	23.30 	22.30 	22.70 	23.20 	20.30 	19.20 	20.60 	19.90 	17.90 	17.30 	18.10 	21.00 	20.50 	19.10 	18.70 	19.60 	19.70 	19.40 	18.90 	16.70 	16.62 	15.33 
A,A2110C,M12,THS_HD,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	55.80 	62.00 	57.10 	55.81 	76.84 	58.00 	55.22 	44.00 	49.00 	38.00 	41.00 	40.00 	37.00 	51.87 	55.00 	57.00 	57.00 	62.00 	8.00 	8.00 	5.00 	7.00 	5.00 	5.00 	67.37 	63.27 	9.00 	72.00 	56.00 	56.00 	56.00 	58.00 	51.00 	46.00 	43.00 	48.00 	45.00 	45.00 	48.00 	14.00 	10.10 	8.20 	7.70 p
A,A2110C,M12,THS_HD,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	267.00 	270.00 	273.00 	274.00 	266.00 	287.00 	278.00 	256.99 	252.44 	291.39 	299.13 	318.56 	284.43 	297.09 	162.85 	130.52 	126.00 	137.00 	134.00 	163.00 	189.00 	166.00 	224.00 	192.98 	224.29 	232.15 	245.01 	239.97 	271.37 	275.00 	386.52 	258.42 	335.60 	176.35 	225.71 	215.25 	206.84 	225.62 	175.58 	159.78 	160.34 	177.07 	192.79 	190.16 p	259.95 p	236.16 	191.75 p
A,A2110C,M12,THS_HD,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9469.62 	9322.19 	9054.01 	8967.79 	8771.91 	8591.82 	8317.82 	8280.94 	8283.60 	8171.51 	8253.49 	8157.41 	7975.21 	8129.65 	7952.48 	7634.18 	7298.40 b	7362.01 	7482.97 	7254.04 	7307.16 	7006.27 	6953.93 	6821.79 	6592.75 	6468.80 	: 	: 	: 	: 
A,A2110C,M12,THS_HD,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9159.17 	9116.27 	8966.59 	9048.15 	8983.37 	8831.79 	9029.96 	8859.44 	8560.68 	8227.08 b	8302.83 	8419.51 	8064.71 	8151.61 	8051.76 	8110.15 	7983.79 	7751.69 	7633.58 	: 	: 	: 	: 
A,A2110C,M12,THS_HD,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9290.04 	9221.52 	9082.62 	9267.05 	9074.25 	8747.38 	8357.53 b	8442.11 	8537.76 	8171.05 	8267.33 	8168.53 	8232.71 	8102.47 	7858.20 	7770.77 	: 	: 	: 	: 
A,A2110C,M12,THS_HD,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7864.10 	7937.76 	7832.57 	8035.24 	7834.55 	7490.18 	7100.73 b	7210.91 	7259.76 	6959.05 	7050.33 	6896.53 	6975.71 	6844.47 	6652.20 	6580.77 	6504.86 	6559.28 p	6541.00 	6362.70 
A,A2110C,M12,THS_HD,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9359.10 	9300.76 	9164.57 	9343.24 	9148.55 	8815.18 	8426.73 b	8520.91 	8612.76 	8245.05 	8333.33 	8249.53 	8313.71 	8181.47 	7931.20 	7840.77 	: 	: 	: 	: 
A,A2110C,M12,THS_HD,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	222.30 	203.10 	205.30 	203.30 	197.30 	191.80 	185.20 	180.40 	176.70 	175.10 	167.85 	166.95 	162.69 	156.95 	151.86 	152.58 	152.00 	150.08 	148.77 	147.14 	148.59 	151.79 	152.48 	149.05 	146.61 	145.30 	140.66 	141.76 	139.69 	137.05 	132.91 
A,A2110C,M12,THS_HD,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2030.00 	1931.00 	1670.00 	1593.00 	1634.70 	1720.90 	1601.50 	1861.50 	2089.50 	2072.95 	2115.00 	1828.11 	1836.90 	2091.90 	2098.60 	1909.00 	1932.47 	1772.00 	1746.00 	1656.00 	1678.00 	1813.69 	1843.10 	1800.70 	1741.40 	1824.84 	1884.18 	1824.89 	1825.39 	1799.33 	1798.67 	1839.67 	1899.01 	1870.33 	1976.00 	2086.00 	2012.00 	2014.00 	1966.00 	1984.00 	1915.28 	1939.91 	1935.92 	1925.20 	1812.96 	1812.77 	1781.36 d	1757.90 d	1688.19 p	1659.08 e	1640.61 e
A,A2110C,M12,THS_HD,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	37.33 	45.76 	42.07 	49.37 	69.06 	79.24 	81.95 	76.19 	74.30 	67.80 	69.20 	78.80 	75.00 	74.00 	66.00 	81.00 	81.00 	79.00 	73.00 b	70.00 	67.00 	71.00 	71.00 b	70.00 p
A,A2110C,M12,THS_HD,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	41.00 	36.00 	33.00 	27.00 	35.00 	32.00 	36.00 	33.00 	31.00 	31.00 	26.00 	30.00 	37.00 	50.00 	50.00 	45.00 	54.00 	52.00 	52.00 	55.00 	53.70 b	64.20 	57.30 	54.10 
A,A2110C,M12,THS_HD,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	865.00 	855.00 	760.00 	728.00 	774.00 	700.00 	764.40 	717.20 	708.70 	738.50 	750.20 	754.20 	752.40 	740.20 	730.20 	737.10 	775.30 	794.80 	796.08 	799.40 	849.57 	842.17 	888.15 	952.88 	1012.78 	983.05 	892.20 	927.15 	1007.41 	1001.06 	948.60 	924.16 	979.91 	920.87 	919.86 	950.52 	854.57 	782.56 	896.88 	984.64 	911.28 	894.80 	977.41 	1006.42 	998.12 	932.21 	877.86 	950.58 	977.24 	891.82 	864.56 
A,A2110C,M12,THS_HD,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.70 	8.80 	8.80 	9.00 	9.00 	: 	: 	: 	: 	: 	: 	10.21 	: 
A,A2110C,M12,THS_HD,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	495.00 	481.00 	558.00 	592.00 	497.50 	517.10 	535.60 	593.10 	615.80 	640.20 	644.30 	860.40 	855.80 	837.90 	820.50 	965.80 	1059.40 	1135.10 	1065.90 	998.90 	1014.00 	930.00 	863.00 	805.00 	890.00 	876.00 	863.00 	628.52 	624.03 	739.35 	720.00 	746.00 	628.60 	623.91 	624.00 	604.42 	524.09 	464.78 b	459.61 	363.48 	413.96 	385.79 	54.96 	53.48 	50.52 	56.25 	56.24 	57.66 	54.94 	47.00 b	45.00 
A,A2110C,M12,THS_HD,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13.30 	12.80 	16.00 	12.40 	10.60 	13.50 	14.70 	14.80 	17.00 	22.60 	19.70 	19.00 	19.80 	20.30 	22.70 	23.50 	23.10 	24.40 	24.10 	23.90 	26.80 	25.60 	24.50 	25.20 	24.20 	25.16 	23.55 p
A,A2110C,M12,THS_HD,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20.00 	23.00 	23.00 	22.00 	22.82 	23.13 	20.54 	21.70 	20.34 	18.56 	17.00 	18.00 	17.32 	16.96 	16.75 	17.03 	16.93 	19.64 	17.50 	19.73 	20.05 	19.17 	19.14 	19.72 	18.97 	18.73 	18.98 	18.06 	19.01 	17.85 	17.43 	17.95 	17.95 	16.56 	18.02 	17.95 	16.89 	16.74 	15.67 	16.17 	18.49 	16.99 	14.94 	14.70 	13.35 	12.63 	12.59 	12.10 	11.77 	11.53 	11.04 e
A,A2110C,M12,THS_HD,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	29.00 	25.60 	24.20 	34.40 	24.50 	2.00 	1.10 	1.30 	1.00 	1.50 	1.27 	1.24 	1.17 	1.26 	1.24 	1.22 	1.27 	1.28 	1.39 	1.33 	1.33 	1.27 	1.24 	1.27 	1.31 	1.25 	1.26 	1.18 p
A,A2110C,M12,THS_HD,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.00 	2.00 	3.00 	3.00 	3.00 p	2.00 p	2.10 p	2.00 p	2.02 p	6.88 p	1.78 p	: 
A,A2110C,M12,THS_HD,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25.00 	23.00 	23.00 	28.00 	26.00 	30.00 	33.00 	27.00 	22.00 	18.00 	16.00 	: 
