freq,animals,month,unit,geo\TIME_PERIOD	1959 	1960 	1961 	1962 	1963 	1964 	1965 	1966 	1967 	1968 	1969 	1970 	1971 	1972 	1973 	1974 	1975 	1976 	1977 	1978 	1979 	1980 	1981 	1982 	1983 	1984 	1985 	1986 	1987 	1988 	1989 	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,A2210C,M05_M06,THS_HD,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	225.00 	225.00 	219.80 	221.50 	220.24 	221.37 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2210C,M05_M06,THS_HD,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2582.50 	2597.30 	2606.30 	2592.40 	2609.00 	2629.70 	2659.41 	2665.01 	2621.14 	2670.55 	2801.00 	2726.54 	2631.49 	2577.33 	2501.94 	2477.21 	2462.02 	2992.18 b	2749.85 	2639.69 	2670.32 	2672.99 	2678.27 	2603.72 	2516.89 	2689.15 	2574.35 	2453.03 	2299.80 	2248.50 	2200.48 	2265.64 	2191.21 	2154.98 	2143.10 	2146.83 	2126.05 	2072.95 	2112.49 	2113.69 	2158.55 	2176.57 	2166.11 	2102.83 	2055.60 	1992.64 	1937.99 	1921.12 	1871.01 	1860.91 
A,A2210C,M05_M06,THS_HD,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	562.00 	552.00 	588.00 	594.00 	578.00 	567.00 	567.00 	577.00 	565.00 	560.00 	547.00 	512.00 	491.00 	463.00 	447.00 	433.00 	435.00 	437.00 	433.00 	423.00 	415.00 	413.00 	414.00 	398.00 	398.00 	380.00 	366.00 	336.00 	324.00 	312.00 	304.00 	291.00 	290.00 	284.00 	290.00 	258.00 	267.00 	268.00 	275.00 	265.00 	272.00 	268.00 	280.00 	262.00 	264.00 	253.00 	263.00 	272.00 	271.00 	262.63 
A,A2210C,M05_M06,THS_HD,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	91.50 	96.64 	87.27 	81.98 	76.00 	85.00 	77.92 	66.81 	68.52 	62.00 	55.00 	60.00 	55.00 	61.00 	51.00 	57.00 	55.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2210C,M05_M06,THS_HD,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	387.33 	381.38 	455.72 	451.39 	497.40 	489.94 	505.64 	461.96 	368.77 	404.07 	422.82 	424.00 	511.00 	493.00 	547.00 	534.00 	501.37 	527.00 	488.74 	534.06 	476.00 	467.36 	540.00 	560.40 	548.94 	619.89 	583.11 	480.14 	489.67 	475.37 	487.91 	537.17 	491.50 	498.67 	477.58 	478.85 	482.51 p	497.43 	591.56 	535.78 
A,A2210C,M05_M06,THS_HD,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11955.04 	12099.34 	12075.94 	12227.07 	12069.01 	11919.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2210C,M05_M06,THS_HD,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	187.67 	177.20 	205.20 	202.90 	187.50 	187.00 	191.70 	181.80 	174.30 	173.40 	169.60 	163.70 	159.95 	159.90 	154.04 	151.87 	147.98 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2210C,M05_M06,THS_HD,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3106.60 	3143.00 	3020.30 	2966.00 	3090.50 	2986.10 	2987.80 	2830.00 	2851.15 	2620.00 	2583.00 	2940.00 	2914.00 	3017.00 	2705.00 	2744.00 	2763.00 	2806.00 	2830.00 	2841.00 	2726.00 	2771.00 	2794.50 	2765.89 	2687.38 	2660.67 	2632.10 	2616.14 	2579.80 	2613.90 	3008.70 	2900.90 	2968.90 	2958.20 	2938.20 	2896.10 	2945.80 	3017.50 	3055.09 	2998.48 	2893.98 	2857.62 	2781.51 	2788.29 	2692.84 	2620.97 
A,A2210C,M05_M06,THS_HD,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	110.00 	107.00 	101.00 	101.00 	98.00 	96.00 	93.00 	92.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2210C,M05_M06,THS_HD,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	869.00 	809.00 	781.00 	814.80 	817.20 	816.40 	777.30 	753.10 	760.30 	771.30 	773.60 	774.80 	765.80 	759.50 	756.50 	791.40 	812.90 	845.90 	805.60 	823.70 	832.40 	830.70 	877.80 	915.20 	910.30 	855.50 	832.50 	869.20 	846.22 	839.06 	841.60 	1004.84 	1001.67 	994.03 	988.80 	967.68 	930.84 	951.27 	1009.94 	1005.11 	973.08 	1045.41 	1076.46 	1092.35 	1075.65 	1065.27 	1101.29 	1103.55 	1128.86 	1111.20 
A,A2210C,M05_M06,THS_HD,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.60 	11.80 	: 	11.30 	11.44 	11.58 	: 	: 
A,A2210C,M05_M06,THS_HD,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1106.00 	1146.30 	1150.80 	1173.40 	1190.20 	1209.20 	1229.20 	1212.30 	1182.00 	1174.00 	1170.00 	1222.40 	1130.10 	1113.80 	1059.80 	972.00 	983.00 	916.00 	926.00 	935.00 	970.00 	977.00 	981.00 	922.00 	953.00 	893.27 	832.43 	776.14 	783.95 	788.84 	787.77 	764.55 	761.17 	783.81 	676.21 	762.12 	832.81 	777.47 	615.72 	637.69 	671.27 	656.37 	644.96 	666.72 	643.05 	580.00 
A,A2210C,M05_M06,THS_HD,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	84.90 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2210C,M05_M06,THS_HD,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	35.00 	38.00 	38.13 	37.50 	38.71 	37.58 	39.74 	38.91 	38.63 	37.72 	36.36 	36.23 	37.26 	37.78 	36.94 	34.69 	33.90 	35.37 	35.20 	35.76 	33.71 	33.49 	32.39 	32.00 	30.70 	30.30 	29.95 	29.39 	29.39 	29.39 	29.48 	30.36 	30.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2210C,M05_M06,THS_HD,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	65.30 	62.30 	47.80 	43.20 	: 	43.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2210C,M05_M06,THS_HD,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.50 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2210C,M05_M06,THS_HD,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	889.00 	835.00 	841.00 	787.00 	784.00 	832.00 	829.00 	814.00 	861.00 	875.00 	819.00 	743.00 	702.00 	643.00 	675.00 	726.00 	753.00 	761.00 	725.00 	687.00 	687.00 	697.00 	704.00 	651.00 	615.00 	569.00 	560.00 	523.00 	524.00 	495.00 	489.00 	503.00 	489.00 	510.00 	532.00 	574.00 	543.00 	535.00 	539.00 	573.00 	634.00 	598.80 	652.11 	511.35 	438.16 	409.59 	438.80 	451.28 	453.09 	455.22 
A,A2210C,M05_M06,THS_HD,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	821.30 	701.30 	676.10 	710.64 	701.69 	667.12 	645.38 	742.48 	732.79 	730.01 	772.28 	731.67 	701.05 	732.51 	724.95 	696.83 	662.78 	829.47 	804.00 	805.00 	812.00 	866.00 	858.00 	898.00 	909.60 	890.59 
A,A2210C,M05_M06,THS_HD,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	181.00 	186.17 	180.00 	176.00 	178.00 	177.00 	173.00 	168.00 	156.00 	158.10 	155.60 	155.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	231.07 	232.10 	229.38 	230.68 	247.65 	238.63 	240.27 	225.96 p
A,A2210C,M05_M06,THS_HD,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	286.77 	307.10 	333.26 	326.50 	322.00 	283.00 	271.60 	231.30 	215.70 	220.00 	223.00 	228.60 	231.10 	227.90 	226.10 	221.60 	210.90 	200.60 	195.00 	186.40 
A,A2210C,M05_M06,THS_HD,SE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	268.00 	284.00 	289.00 	267.60 	266.20 	260.10 	252.80 	247.70 	250.00 	240.10 	248.65 	255.42 	256.10 	255.43 	247.06 	247.06 	245.07 	243.35 	226.25 	236.73 	239.96 	233.17 	235.35 	226.96 	230.45 	228.99 	230.98 	220.88 	228.94 	231.88 	229.51 	231.41 
A,A2210C,M05_M06,THS_HD,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	56.62 	53.73 	55.14 	64.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2210C,M05_M06,THS_HD,SK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	300.00 	302.00 	302.00 	297.00 	280.00 	235.00 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,A2210C,M05_M06,THS_HD,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1867.61 e	1803.39 e	1940.58 e	2315.07 e	2247.82 	2259.13 	2197.78 	2128.51 	1980.54 
A,A2210C,M05_M06,THS_HD,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2192.00 	2021.00 	1939.00 	1946.67 	1883.90 	1922.16 	1905.95 	1861.47 	1911.60 	1923.61 	1909.84 	1819.93 	1779.15 	1745.34 	1658.03 	1744.83 	1751.71 	1751.57 	1702.96 	1701.60 	1736.06 	1732.12 	1720.71 	1713.71 	1729.29 	1683.91 	1594.09 	1435.57 	1384.62 	1437.98 	1439.10 	1421.73 	1352.69 	1533.00 	1521.00 	1495.00 	1495.00 	1517.00 	1537.00 	1492.00 	1499.00 	1570.00 	1603.00 	1583.00 	1575.00 	1563.00 	1591.00 	: 	: 	: 
A,A2210C,M12,THS_HD,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25.98 	26.81 e	26.34 p	23.29 	22.98 	19.14 	13.71 	11.07 	6.52 	: 
A,A2210C,M12,THS_HD,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	313.04 	309.31 	319.93 	311.06 	300.72 	302.55 	304.65 	306.28 	301.77 	294.39 	297.24 	298.97 	290.41 	286.14 	282.09 	279.01 	278.53 	272.59 	271.83 	276.60 	278.57 	281.82 	280.03 	284.26 	282.15 	281.04 	275.40 	271.99 	277.62 	292.95 	286.80 
A,A2210C,M12,THS_HD,BA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	44.00 e	43.00 e	25.00 e	28.00 e	28.00 e	28.00 e	34.00 e	29.00 e	28.00 e	29.00 e	28.00 e	23.38 	23.91 	: 
A,A2210C,M12,THS_HD,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	426.00 	415.00 	398.00 	407.00 	401.16 	415.70 	426.40 	431.23 	427.40 	433.99 	447.00 	441.61 	420.68 	426.17 	421.86 	441.44 	462.52 	475.39 	468.19 	460.07 	458.02 	476.85 	483.60 	465.80 	446.49 	448.22 	441.81 	421.72 	393.24 	370.23 	353.83 	356.60 	351.93 	355.91 	352.47 	348.44 	355.62 	343.17 	347.79 	371.11 	363.33 	374.94 	375.92 	399.67 	371.52 	382.00 	380.12 	383.56 	382.97 	372.90 	364.42 p
A,A2210C,M12,THS_HD,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	52.50 	55.80 	62.00 	85.80 	60.22 	55.12 	56.55 	53.23 	51.98 	46.28 	50.81 	42.17 	44.08 	43.56 	46.19 	46.22 	59.45 	51.45 	49.46 	47.43 	47.57 	58.25 	54.04 	50.46 p
A,A2210C,M12,THS_HD,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	219.62 	219.44 	219.24 	215.22 	217.85 	216.73 	224.23 	227.83 	224.18 
A,A2210C,M12,THS_HD,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.17 	11.19 	10.37 	10.13 	10.46 	12.13 	11.18 	10.17 	10.83 	11.03 	10.31 	10.50 	11.31 	11.16 	11.36 	10.49 	11.43 	11.91 	13.00 	13.26 	14.26 	15.84 	16.69 	15.50 	15.48 
A,A2210C,M12,THS_HD,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	255.00 	248.00 	229.00 	214.00 	208.40 	211.90 	214.60 	214.08 	210.97 	213.62 	216.64 	228.36 	225.14 	223.09 	237.09 	233.47 	235.49 	236.90 	244.26 	246.60 	240.62 	245.33 	245.64 	252.49 
A,A2210C,M12,THS_HD,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2386.00 	2555.20 	2558.20 	2573.30 	2592.80 	2537.00 	2624.40 	2651.58 	2665.81 	2655.85 	2735.08 	2800.76 	2684.34 	2667.33 	2596.57 	2533.46 	2516.47 	2525.37 	2886.93 b	2722.10 	2688.29 	2724.40 	2703.97 	2656.10 	2561.73 	2496.74 	2595.16 	2487.08 	2393.40 	2287.62 	2207.29 	2257.93 	2226.06 	2167.65 	2178.46 	2186.80 	2129.96 	2098.03 	2096.68 	2109.45 	2136.24 	2183.72 	2168.07 	2145.27 	2081.99 	2030.19 	1973.59 	1917.57 	1893.10 	1878.61 	1835.03 
A,A2210C,M12,THS_HD,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	538.00 	577.00 	561.00 	607.00 	587.00 	583.00 	571.00 	580.00 	581.00 	560.00 	578.00 	545.00 	508.00 	484.00 	460.00 	445.00 	431.00 	434.00 	436.00 	418.00 	418.00 	406.00 	407.00 	405.00 	401.00 	387.00 	385.00 	346.00 	328.00 	318.00 	315.00 	304.00 	288.00 	289.00 	281.00 	253.00 	265.00 	266.00 	274.00 	274.00 	267.00 	273.00 	273.00 	277.00 	267.00 	260.00 	259.00 	270.00 	272.00 	274.00 	247.96 
A,A2210C,M12,THS_HD,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	42.90 	39.50 	38.90 	40.70 	42.70 	40.10 	41.30 	42.50 	42.30 	41.80 	40.40 	41.70 	42.10 	44.30 	46.30 	48.30 	47.90 	45.90 	47.10 	47.60 	48.20 	49.60 	48.60 	49.00 	48.11 
A,A2210C,M12,THS_HD,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	86.53 	95.00 	85.40 	82.19 	83.63 	81.00 	74.47 	69.00 	68.00 	64.00 	60.00 	56.00 	52.00 	51.70 	54.00 	51.00 	57.00 	55.00 	34.00 	40.00 	33.00 	44.00 	41.00 	41.00 	55.83 	62.51 	39.00 	67.00 	56.00 	55.00 	69.00 	70.00 	68.00 	67.00 	57.00 	58.00 	61.00 	61.00 	63.00 	53.90 	54.00 	47.70 	47.10 p
A,A2210C,M12,THS_HD,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	380.00 	383.00 	389.00 	390.00 	378.00 	407.00 	395.00 	404.05 	397.21 	457.83 	436.01 	447.11 	471.71 	464.31 	380.55 	340.45 	313.00 	366.00 	391.00 	508.00 	449.00 	444.00 	501.00 	417.78 	476.01 	473.41 	480.67 	465.64 	481.24 	484.00 	600.95 	516.44 	631.90 	414.62 	472.40 	470.40 	452.40 	491.14 	455.19 	462.00 	455.40 	454.78 	463.83 	471.11 p	531.05 p	505.56 	444.54 p
A,A2210C,M12,THS_HD,EU15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11627.25 	11670.29 	11637.63 	11576.78 	11478.77 	11416.41 	11001.47 	10849.31 	10646.69 	10425.97 	10572.97 	10668.01 	10552.86 	10626.96 	11043.91 	10939.63 	10680.37 b	10891.84 	11028.04 	10894.81 	11214.17 	11225.24 	11248.97 	10892.04 	10657.83 	10583.23 	: 	: 	: 	: 
A,A2210C,M12,THS_HD,EU25	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12150.22 	11933.87 	11694.00 	11830.49 	11994.26 	11866.29 	11981.89 	12418.40 	12293.93 	12008.66 b	12253.49 	12411.30 	12255.89 	12606.79 	12716.36 	12757.03 	12408.65 	12196.15 	12153.38 	: 	: 	: 	: 
A,A2210C,M12,THS_HD,EU27_2007	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12133.71 	12308.08 	12197.85 	12295.81 	12721.68 	12575.20 	12248.77 b	12494.06 	12665.78 	12511.24 	12872.37 	12987.77 	13040.58 	12680.50 	12470.01 	12401.01 	: 	: 	: 	: 
A,A2210C,M12,THS_HD,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10541.65 	10758.55 	10679.80 	10824.60 	11259.78 	11151.80 	10787.57 b	11018.46 	11169.78 	11072.24 	11393.37 	11448.77 	11506.58 	11145.50 	10967.01 	10889.01 	10942.55 	10924.19 p	10767.16 	10524.20 
A,A2210C,M12,THS_HD,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12182.65 	12358.55 	12243.80 	12345.60 	12770.78 	12621.80 	12294.57 b	12539.46 	12709.78 	12563.24 	12925.37 	13034.77 	13093.58 	12737.50 	12531.01 	12463.01 	: 	: 	: 	: 
A,A2210C,M12,THS_HD,FI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	233.10 	211.50 	213.40 	198.70 	191.60 	186.40 	175.70 	172.60 	168.60 	166.60 	159.47 	158.91 	156.07 	152.46 	148.14 	148.11 	148.97 	148.79 	151.16 	149.91 	150.55 	152.44 	152.56 	150.33 	149.49 	147.79 	144.06 	147.31 	144.61 	143.48 	138.62 
A,A2210C,M12,THS_HD,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3341.00 	3377.00 	2981.00 	2996.00 	2968.10 	3075.70 	3098.70 	3003.00 	3108.70 	3127.45 	3043.00 	3126.68 	3062.80 	2811.00 	2536.60 	3125.00 	3195.05 	2895.00 	2829.00 	2426.00 	2413.00 	2533.07 	2624.00 	2629.50 	2593.20 	2622.64 	2694.85 	2775.51 	2689.44 	2600.67 	2529.33 	2510.33 	2518.56 	2518.67 	2519.00 	2990.00 	2903.00 	2917.00 	2910.00 	2922.00 	2897.23 	2981.35 	3053.63 	3018.72 	2861.66 	2872.56 	2744.17 d	2769.40 d	2691.12 p	2644.95 e	2591.74 e
A,A2210C,M12,THS_HD,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	40.66 	44.50 	41.07 	42.52 	48.93 	50.47 	45.95 	49.79 	49.10 	46.60 	45.80 	45.40 	44.00 	52.00 	53.00 	47.00 	53.00 	57.00 	61.00 b	62.00 	60.00 	65.00 	59.00 b	56.00 p
A,A2210C,M12,THS_HD,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	108.00 	102.00 	102.00 	97.00 	93.00 	92.00 	91.00 	95.00 	99.00 	92.00 	92.00 	98.00 	110.00 	109.00 	119.00 	119.00 	123.00 	125.00 	127.00 	128.00 	132.20 b	113.30 	111.30 	109.70 
A,A2210C,M12,THS_HD,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	764.00 	761.00 	665.00 	644.00 	654.00 	655.00 	645.70 	631.10 	614.90 	627.90 	635.70 	641.80 	640.40 	617.60 	611.90 	612.20 	660.90 	682.20 	694.92 	672.90 	715.25 	714.31 	743.26 	782.10 	815.83 	806.47 	756.74 	762.82 	872.02 	804.56 	802.50 	821.85 	991.97 	967.57 	958.73 	966.33 	932.78 	905.44 	962.83 	997.48 	976.41 	982.59 	1041.60 	1062.98 	1074.79 	1048.27 	1051.62 	1077.11 	1100.55 	1070.31 	1071.55 
A,A2210C,M12,THS_HD,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11.00 	10.80 	10.80 	10.80 	10.80 	: 	: 	: 	: 	: 	: 	11.68 	: 
