"STATISTIC Label","Month","Direction","Route","UNIT","VALUE"
"Air and Sea Travel","2016 April","Arrivals","Transatlantic","Thousand","107.3"
"Air and Sea Travel","2016 April","Arrivals","Other","Thousand","40.5"
"Air and Sea Travel","2016 April","Departures","All routes of travel","Thousand","1380.7"
"Air and Sea Travel","2016 April","Departures","Cross channel","Thousand","613.4"
"Air and Sea Travel","2016 April","Departures","Continental Europe","Thousand","634.4"
"Air and Sea Travel","2016 April","Departures","Transatlantic","Thousand","101.4"
"Air and Sea Travel","2016 April","Departures","Other","Thousand","31.5"
"Air and Sea Travel","2016 May","Arrivals","All routes of travel","Thousand","1567.2"
"Air and Sea Travel","2016 May","Arrivals","Cross channel","Thousand","645.6"
"Air and Sea Travel","2016 May","Arrivals","Continental Europe","Thousand","727.5"
"Air and Sea Travel","2016 May","Arrivals","Transatlantic","Thousand","157.5"
"Air and Sea Travel","2016 May","Arrivals","Other","Thousand","36.5"
"Air and Sea Travel","2016 May","Departures","All routes of travel","Thousand","1578.1"
"Air and Sea Travel","2016 May","Departures","Cross channel","Thousand","627"
"Air and Sea Travel","2016 May","Departures","Continental Europe","Thousand","773"
"Air and Sea Travel","2016 May","Departures","Transatlantic","Thousand","143.3"
"Air and Sea Travel","2016 May","Departures","Other","Thousand","34.9"
"Air and Sea Travel","2016 June","Arrivals","All routes of travel","Thousand","1687.9"
"Air and Sea Travel","2016 June","Arrivals","Cross channel","Thousand","630.8"
"Air and Sea Travel","2016 June","Arrivals","Continental Europe","Thousand","833"
"Air and Sea Travel","2016 June","Arrivals","Transatlantic","Thousand","184.2"
"Air and Sea Travel","2016 June","Arrivals","Other","Thousand","39.9"
"Air and Sea Travel","2016 June","Departures","All routes of travel","Thousand","1839.9"
"Air and Sea Travel","2016 June","Departures","Cross channel","Thousand","699.7"
"Air and Sea Travel","2016 June","Departures","Continental Europe","Thousand","909"
"Air and Sea Travel","2016 June","Departures","Transatlantic","Thousand","185.6"
"Air and Sea Travel","2016 June","Departures","Other","Thousand","45.6"
"Air and Sea Travel","2016 July","Arrivals","All routes of travel","Thousand","1982.2"
"Air and Sea Travel","2016 July","Arrivals","Cross channel","Thousand","789.7"
"Air and Sea Travel","2016 July","Arrivals","Continental Europe","Thousand","958.3"
"Air and Sea Travel","2016 July","Arrivals","Transatlantic","Thousand","183.4"
"Air and Sea Travel","2016 July","Arrivals","Other","Thousand","50.8"
"Air and Sea Travel","2016 July","Departures","All routes of travel","Thousand","1929.7"
"Air and Sea Travel","2016 July","Departures","Cross channel","Thousand","726.8"
"Air and Sea Travel","2016 July","Departures","Continental Europe","Thousand","947.4"
"Air and Sea Travel","2016 July","Departures","Transatlantic","Thousand","202.4"
"Air and Sea Travel","2016 July","Departures","Other","Thousand","53.1"
"Air and Sea Travel","2016 August","Arrivals","All routes of travel","Thousand","1974.3"
"Air and Sea Travel","2016 August","Arrivals","Cross channel","Thousand","806.4"
"Air and Sea Travel","2016 August","Arrivals","Continental Europe","Thousand","926.7"
"Air and Sea Travel","2016 August","Arrivals","Transatlantic","Thousand","186.8"
"Air and Sea Travel","2016 August","Arrivals","Other","Thousand","54.4"
"Air and Sea Travel","2016 August","Departures","All routes of travel","Thousand","1917.5"
"Air and Sea Travel","2016 August","Departures","Cross channel","Thousand","804.6"
"Air and Sea Travel","2016 August","Departures","Continental Europe","Thousand","871.8"
"Air and Sea Travel","2016 August","Departures","Transatlantic","Thousand","192"
"Air and Sea Travel","2016 August","Departures","Other","Thousand","49"
"Air and Sea Travel","2016 September","Arrivals","All routes of travel","Thousand","1617.6"
"Air and Sea Travel","2016 September","Arrivals","Cross channel","Thousand","617.9"
"Air and Sea Travel","2016 September","Arrivals","Continental Europe","Thousand","779.9"
"Air and Sea Travel","2016 September","Arrivals","Transatlantic","Thousand","176.5"
"Air and Sea Travel","2016 September","Arrivals","Other","Thousand","43.3"
"Air and Sea Travel","2016 September","Departures","All routes of travel","Thousand","1621.6"
"Air and Sea Travel","2016 September","Departures","Cross channel","Thousand","653.1"
"Air and Sea Travel","2016 September","Departures","Continental Europe","Thousand","753.1"
"Air and Sea Travel","2016 September","Departures","Transatlantic","Thousand","174.2"
"Air and Sea Travel","2016 September","Departures","Other","Thousand","41.2"
"Air and Sea Travel","2016 October","Arrivals","All routes of travel","Thousand","1523.2"
"Air and Sea Travel","2016 October","Arrivals","Cross channel","Thousand","621.9"
"Air and Sea Travel","2016 October","Arrivals","Continental Europe","Thousand","724.5"
"Air and Sea Travel","2016 October","Arrivals","Transatlantic","Thousand","142.7"
"Air and Sea Travel","2016 October","Arrivals","Other","Thousand","34.1"
"Air and Sea Travel","2016 October","Departures","All routes of travel","Thousand","1555.8"
"Air and Sea Travel","2016 October","Departures","Cross channel","Thousand","648.3"
"Air and Sea Travel","2016 October","Departures","Continental Europe","Thousand","700.3"
"Air and Sea Travel","2016 October","Departures","Transatlantic","Thousand","165.4"
"Air and Sea Travel","2016 October","Departures","Other","Thousand","41.9"
"Air and Sea Travel","2016 November","Arrivals","All routes of travel","Thousand","1219.4"
"Air and Sea Travel","2016 November","Arrivals","Cross channel","Thousand","575.7"
"Air and Sea Travel","2016 November","Arrivals","Continental Europe","Thousand","506.8"
"Air and Sea Travel","2016 November","Arrivals","Transatlantic","Thousand","103.1"
"Air and Sea Travel","2016 November","Arrivals","Other","Thousand","33.8"
"Air and Sea Travel","2016 November","Departures","All routes of travel","Thousand","1185.5"
"Air and Sea Travel","2016 November","Departures","Cross channel","Thousand","571.2"
"Air and Sea Travel","2016 November","Departures","Continental Europe","Thousand","480.9"
"Air and Sea Travel","2016 November","Departures","Transatlantic","Thousand","102.4"
"Air and Sea Travel","2016 November","Departures","Other","Thousand","30.9"
"Air and Sea Travel","2016 December","Arrivals","All routes of travel","Thousand","1214.8"
"Air and Sea Travel","2016 December","Arrivals","Cross channel","Thousand","609.2"
"Air and Sea Travel","2016 December","Arrivals","Continental Europe","Thousand","463.6"
"Air and Sea Travel","2016 December","Arrivals","Transatlantic","Thousand","105.8"
"Air and Sea Travel","2016 December","Arrivals","Other","Thousand","36.3"
"Air and Sea Travel","2016 December","Departures","All routes of travel","Thousand","1209.2"
"Air and Sea Travel","2016 December","Departures","Cross channel","Thousand","550.9"
"Air and Sea Travel","2016 December","Departures","Continental Europe","Thousand","517.7"
"Air and Sea Travel","2016 December","Departures","Transatlantic","Thousand","99.3"
"Air and Sea Travel","2016 December","Departures","Other","Thousand","41.3"
"Air and Sea Travel","2017 January","Arrivals","All routes of travel","Thousand","1092.4"
"Air and Sea Travel","2017 January","Arrivals","Cross channel","Thousand","485.3"
"Air and Sea Travel","2017 January","Arrivals","Continental Europe","Thousand","487.3"
"Air and Sea Travel","2017 January","Arrivals","Transatlantic","Thousand","78.9"
"Air and Sea Travel","2017 January","Arrivals","Other","Thousand","41"
"Air and Sea Travel","2017 January","Departures","All routes of travel","Thousand","1115.2"
"Air and Sea Travel","2017 January","Departures","Cross channel","Thousand","543.8"
"Air and Sea Travel","2017 January","Departures","Continental Europe","Thousand","448.6"
"Air and Sea Travel","2017 January","Departures","Transatlantic","Thousand","82.9"
"Air and Sea Travel","2017 January","Departures","Other","Thousand","39.9"
"Air and Sea Travel","2017 February","Arrivals","All routes of travel","Thousand","1066.9"
"Air and Sea Travel","2017 February","Arrivals","Cross channel","Thousand","515.7"
"Air and Sea Travel","2017 February","Arrivals","Continental Europe","Thousand","457.1"
"Air and Sea Travel","2017 February","Arrivals","Transatlantic","Thousand","62.9"
"Air and Sea Travel","2017 February","Arrivals","Other","Thousand","31.2"
"Air and Sea Travel","2017 February","Departures","All routes of travel","Thousand","1060.5"
"Air and Sea Travel","2017 February","Departures","Cross channel","Thousand","511.8"
"Air and Sea Travel","2017 February","Departures","Continental Europe","Thousand","453.6"
"Air and Sea Travel","2017 February","Departures","Transatlantic","Thousand","63.5"
"Air and Sea Travel","2017 February","Departures","Other","Thousand","31.6"
"Air and Sea Travel","2017 March","Arrivals","All routes of travel","Thousand","1323.3"
"Air and Sea Travel","2017 March","Arrivals","Cross channel","Thousand","611.9"
"Air and Sea Travel","2017 March","Arrivals","Continental Europe","Thousand","568.6"
"Air and Sea Travel","2017 March","Arrivals","Transatlantic","Thousand","106.2"
"Air and Sea Travel","2017 March","Arrivals","Other","Thousand","36.7"
"Air and Sea Travel","2017 March","Departures","All routes of travel","Thousand","1293.6"
"Air and Sea Travel","2017 March","Departures","Cross channel","Thousand","590.5"
"Air and Sea Travel","2017 March","Departures","Continental Europe","Thousand","566.6"
"Air and Sea Travel","2017 March","Departures","Transatlantic","Thousand","103.7"
"Air and Sea Travel","2017 March","Departures","Other","Thousand","32.7"
"Air and Sea Travel","2017 April","Arrivals","All routes of travel","Thousand","1557.2"
"Air and Sea Travel","2017 April","Arrivals","Cross channel","Thousand","656.9"
"Air and Sea Travel","2017 April","Arrivals","Continental Europe","Thousand","719"
"Air and Sea Travel","2017 April","Arrivals","Transatlantic","Thousand","137.4"
"Air and Sea Travel","2017 April","Arrivals","Other","Thousand","44"
"Air and Sea Travel","2017 April","Departures","All routes of travel","Thousand","1563.3"
"Air and Sea Travel","2017 April","Departures","Cross channel","Thousand","658.3"
"Air and Sea Travel","2017 April","Departures","Continental Europe","Thousand","728"
"Air and Sea Travel","2017 April","Departures","Transatlantic","Thousand","137"
"Air and Sea Travel","2017 April","Departures","Other","Thousand","40"
"Air and Sea Travel","2017 May","Arrivals","All routes of travel","Thousand","1621.4"
"Air and Sea Travel","2017 May","Arrivals","Cross channel","Thousand","651.8"
"Air and Sea Travel","2017 May","Arrivals","Continental Europe","Thousand","750.4"
"Air and Sea Travel","2017 May","Arrivals","Transatlantic","Thousand","181.3"
"Air and Sea Travel","2017 May","Arrivals","Other","Thousand","37.9"
"Air and Sea Travel","2017 May","Departures","All routes of travel","Thousand","1637.4"
"Air and Sea Travel","2017 May","Departures","Cross channel","Thousand","630.2"
"Air and Sea Travel","2017 May","Departures","Continental Europe","Thousand","805.3"
"Air and Sea Travel","2017 May","Departures","Transatlantic","Thousand","166.5"
"Air and Sea Travel","2017 May","Departures","Other","Thousand","35.5"
"Air and Sea Travel","2017 June","Arrivals","All routes of travel","Thousand","1768.9"
"Air and Sea Travel","2017 June","Arrivals","Cross channel","Thousand","629"
"Air and Sea Travel","2017 June","Arrivals","Continental Europe","Thousand","884.8"
"Air and Sea Travel","2017 June","Arrivals","Transatlantic","Thousand","213.4"
"Air and Sea Travel","2017 June","Arrivals","Other","Thousand","41.6"
"Air and Sea Travel","2017 June","Departures","All routes of travel","Thousand","1919.6"
"Air and Sea Travel","2017 June","Departures","Cross channel","Thousand","695"
"Air and Sea Travel","2017 June","Departures","Continental Europe","Thousand","964.1"
"Air and Sea Travel","2017 June","Departures","Transatlantic","Thousand","212.5"
"Air and Sea Travel","2017 June","Departures","Other","Thousand","47.9"
"Air and Sea Travel","2017 July","Arrivals","All routes of travel","Thousand","2061.7"
"Air and Sea Travel","2017 July","Arrivals","Cross channel","Thousand","785.3"
"Air and Sea Travel","2017 July","Arrivals","Continental Europe","Thousand","1010.6"
"Air and Sea Travel","2017 July","Arrivals","Transatlantic","Thousand","211.3"
"Air and Sea Travel","2017 July","Arrivals","Other","Thousand","54.4"
"Air and Sea Travel","2017 July","Departures","All routes of travel","Thousand","2015.2"
"Air and Sea Travel","2017 July","Departures","Cross channel","Thousand","724.1"
"Air and Sea Travel","2017 July","Departures","Continental Europe","Thousand","995"
"Air and Sea Travel","2017 July","Departures","Transatlantic","Thousand","237.9"
"Air and Sea Travel","2017 July","Departures","Other","Thousand","58.1"
"Air and Sea Travel","2017 August","Arrivals","All routes of travel","Thousand","2069.8"
"Air and Sea Travel","2017 August","Arrivals","Cross channel","Thousand","811.9"
"Air and Sea Travel","2017 August","Arrivals","Continental Europe","Thousand","975.2"
"Air and Sea Travel","2017 August","Arrivals","Transatlantic","Thousand","222.9"
"Air and Sea Travel","2017 August","Arrivals","Other","Thousand","59.8"
"Air and Sea Travel","2017 August","Departures","All routes of travel","Thousand","2010.7"
"Air and Sea Travel","2017 August","Departures","Cross channel","Thousand","795.8"
"Air and Sea Travel","2017 August","Departures","Continental Europe","Thousand","929.4"
"Air and Sea Travel","2017 August","Departures","Transatlantic","Thousand","229.2"
"Air and Sea Travel","2017 August","Departures","Other","Thousand","56.2"
"Air and Sea Travel","2017 September","Arrivals","All routes of travel","Thousand","1702.8"
"Air and Sea Travel","2017 September","Arrivals","Cross channel","Thousand","609.3"
"Air and Sea Travel","2017 September","Arrivals","Continental Europe","Thousand","836.6"
"Air and Sea Travel","2017 September","Arrivals","Transatlantic","Thousand","207.4"
"Air and Sea Travel","2017 September","Arrivals","Other","Thousand","49.4"
"Air and Sea Travel","2017 September","Departures","All routes of travel","Thousand","1709.2"
"Air and Sea Travel","2017 September","Departures","Cross channel","Thousand","649.5"
"Air and Sea Travel","2017 September","Departures","Continental Europe","Thousand","810.8"
"Air and Sea Travel","2017 September","Departures","Transatlantic","Thousand","202.1"
"Air and Sea Travel","2017 September","Departures","Other","Thousand","46.8"
"Air and Sea Travel","2017 October","Arrivals","All routes of travel","Thousand","1569.6"
"Air and Sea Travel","2017 October","Arrivals","Cross channel","Thousand","611.7"
"Air and Sea Travel","2017 October","Arrivals","Continental Europe","Thousand","759"
"Air and Sea Travel","2017 October","Arrivals","Transatlantic","Thousand","160.5"
"Air and Sea Travel","2017 October","Arrivals","Other","Thousand","38.4"
"Air and Sea Travel","2017 October","Departures","All routes of travel","Thousand","1597.5"
"Air and Sea Travel","2017 October","Departures","Cross channel","Thousand","631.4"
"Air and Sea Travel","2017 October","Departures","Continental Europe","Thousand","724.2"
"Air and Sea Travel","2017 October","Departures","Transatlantic","Thousand","192.9"
"Air and Sea Travel","2017 October","Departures","Other","Thousand","48.9"
"Air and Sea Travel","2017 November","Arrivals","All routes of travel","Thousand","1289.3"
"Air and Sea Travel","2017 November","Arrivals","Cross channel","Thousand","581.6"
"Air and Sea Travel","2017 November","Arrivals","Continental Europe","Thousand","539.7"
"Air and Sea Travel","2017 November","Arrivals","Transatlantic","Thousand","128.7"
"Air and Sea Travel","2017 November","Arrivals","Other","Thousand","39.3"
"Air and Sea Travel","2017 November","Departures","All routes of travel","Thousand","1256.4"
"Air and Sea Travel","2017 November","Departures","Cross channel","Thousand","574.3"
"Air and Sea Travel","2017 November","Departures","Continental Europe","Thousand","522.9"
"Air and Sea Travel","2017 November","Departures","Transatlantic","Thousand","123.7"
"Air and Sea Travel","2017 November","Departures","Other","Thousand","35.5"
"Air and Sea Travel","2017 December","Arrivals","All routes of travel","Thousand","1276"
"Air and Sea Travel","2017 December","Arrivals","Cross channel","Thousand","611.5"
"Air and Sea Travel","2017 December","Arrivals","Continental Europe","Thousand","499.2"
"Air and Sea Travel","2017 December","Arrivals","Transatlantic","Thousand","121.9"
"Air and Sea Travel","2017 December","Arrivals","Other","Thousand","43.4"
"Air and Sea Travel","2017 December","Departures","All routes of travel","Thousand","1270.2"
"Air and Sea Travel","2017 December","Departures","Cross channel","Thousand","554.5"
"Air and Sea Travel","2017 December","Departures","Continental Europe","Thousand","552.5"
"Air and Sea Travel","2017 December","Departures","Transatlantic","Thousand","114.6"
"Air and Sea Travel","2017 December","Departures","Other","Thousand","48.6"
"Air and Sea Travel","2018 January","Arrivals","All routes of travel","Thousand","1156.9"
"Air and Sea Travel","2018 January","Arrivals","Cross channel","Thousand","497.6"
"Air and Sea Travel","2018 January","Arrivals","Continental Europe","Thousand","525.5"
"Air and Sea Travel","2018 January","Arrivals","Transatlantic","Thousand","86.9"
"Air and Sea Travel","2018 January","Arrivals","Other","Thousand","46.9"
"Air and Sea Travel","2018 January","Departures","All routes of travel","Thousand","1166.9"
"Air and Sea Travel","2018 January","Departures","Cross channel","Thousand","538.2"
"Air and Sea Travel","2018 January","Departures","Continental Europe","Thousand","492"
"Air and Sea Travel","2018 January","Departures","Transatlantic","Thousand","90.5"
"Air and Sea Travel","2018 January","Departures","Other","Thousand","46.1"
"Air and Sea Travel","2018 February","Arrivals","All routes of travel","Thousand","1108.7"
"Air and Sea Travel","2018 February","Arrivals","Cross channel","Thousand","519"
"Air and Sea Travel","2018 February","Arrivals","Continental Europe","Thousand","479.5"
"Air and Sea Travel","2018 February","Arrivals","Transatlantic","Thousand","74.3"
"Air and Sea Travel","2018 February","Arrivals","Other","Thousand","35.9"
"Air and Sea Travel","2018 February","Departures","All routes of travel","Thousand","1095.8"
"Air and Sea Travel","2018 February","Departures","Cross channel","Thousand","513.3"
"Air and Sea Travel","2018 February","Departures","Continental Europe","Thousand","472.6"
"Air and Sea Travel","2018 February","Departures","Transatlantic","Thousand","74.6"
"Air and Sea Travel","2018 February","Departures","Other","Thousand","35.3"
"Air and Sea Travel","2018 March","Arrivals","All routes of travel","Thousand","1345"
"Air and Sea Travel","2018 March","Arrivals","Cross channel","Thousand","595.8"
"Air and Sea Travel","2018 March","Arrivals","Continental Europe","Thousand","572.4"
"Air and Sea Travel","2018 March","Arrivals","Transatlantic","Thousand","132.8"
"Air and Sea Travel","2018 March","Arrivals","Other","Thousand","44"
"Air and Sea Travel","2018 March","Departures","All routes of travel","Thousand","1364.8"
"Air and Sea Travel","2018 March","Departures","Cross channel","Thousand","565.2"
"Air and Sea Travel","2018 March","Departures","Continental Europe","Thousand","617.6"
"Air and Sea Travel","2018 March","Departures","Transatlantic","Thousand","134.8"
"Air and Sea Travel","2018 March","Departures","Other","Thousand","47.1"
"Air and Sea Travel","2018 April","Arrivals","All routes of travel","Thousand","1633.1"
"Air and Sea Travel","2018 April","Arrivals","Cross channel","Thousand","632"
"Air and Sea Travel","2018 April","Arrivals","Continental Europe","Thousand","783.6"
"Air and Sea Travel","2018 April","Arrivals","Transatlantic","Thousand","163"
"Air and Sea Travel","2018 April","Arrivals","Other","Thousand","54.5"
"Air and Sea Travel","2018 April","Departures","All routes of travel","Thousand","1577.7"
"Air and Sea Travel","2018 April","Departures","Cross channel","Thousand","648.2"
"Air and Sea Travel","2018 April","Departures","Continental Europe","Thousand","737.2"
"Air and Sea Travel","2018 April","Departures","Transatlantic","Thousand","153.2"
"Air and Sea Travel","2018 April","Departures","Other","Thousand","39.2"
"Air and Sea Travel","2018 May","Arrivals","All routes of travel","Thousand","1752.2"
"Air and Sea Travel","2018 May","Arrivals","Cross channel","Thousand","667.9"
"Air and Sea Travel","2018 May","Arrivals","Continental Europe","Thousand","823.4"
"Air and Sea Travel","2018 May","Arrivals","Transatlantic","Thousand","216.5"
"Air and Sea Travel","2018 May","Arrivals","Other","Thousand","44.3"
"Air and Sea Travel","2018 May","Departures","All routes of travel","Thousand","1802.4"
"Air and Sea Travel","2018 May","Departures","Cross channel","Thousand","647.2"
"Air and Sea Travel","2018 May","Departures","Continental Europe","Thousand","912.1"
"Air and Sea Travel","2018 May","Departures","Transatlantic","Thousand","199.8"
"Air and Sea Travel","2018 May","Departures","Other","Thousand","43.4"
"Air and Sea Travel","2018 June","Arrivals","All routes of travel","Thousand","1883.4"
"Air and Sea Travel","2018 June","Arrivals","Cross channel","Thousand","641.6"
"Air and Sea Travel","2018 June","Arrivals","Continental Europe","Thousand","940"
"Air and Sea Travel","2018 June","Arrivals","Transatlantic","Thousand","248.7"
"Air and Sea Travel","2018 June","Arrivals","Other","Thousand","53.2"
"Air and Sea Travel","2018 June","Departures","All routes of travel","Thousand","2035.4"
"Air and Sea Travel","2018 June","Departures","Cross channel","Thousand","710.5"
"Air and Sea Travel","2018 June","Departures","Continental Europe","Thousand","1021.8"
"Air and Sea Travel","2018 June","Departures","Transatlantic","Thousand","243.2"
"Air and Sea Travel","2018 June","Departures","Other","Thousand","59.9"
"Air and Sea Travel","2018 July","Arrivals","All routes of travel","Thousand","2163.7"
"Air and Sea Travel","2018 July","Arrivals","Cross channel","Thousand","795.4"
"Air and Sea Travel","2018 July","Arrivals","Continental Europe","Thousand","1068.3"
"Air and Sea Travel","2018 July","Arrivals","Transatlantic","Thousand","235"
"Air and Sea Travel","2018 July","Arrivals","Other","Thousand","65.1"
"Air and Sea Travel","2018 July","Departures","All routes of travel","Thousand","2116.8"
"Air and Sea Travel","2018 July","Departures","Cross channel","Thousand","730.5"
"Air and Sea Travel","2018 July","Departures","Continental Europe","Thousand","1047.1"
"Air and Sea Travel","2018 July","Departures","Transatlantic","Thousand","269.8"
"Air and Sea Travel","2018 July","Departures","Other","Thousand","69.4"
"Air and Sea Travel","2018 August","Arrivals","All routes of travel","Thousand","2163.6"
"Air and Sea Travel","2018 August","Arrivals","Cross channel","Thousand","814.8"
"Air and Sea Travel","2018 August","Arrivals","Continental Europe","Thousand","1027.7"
"Air and Sea Travel","2018 August","Arrivals","Transatlantic","Thousand","251.4"
"Air and Sea Travel","2018 August","Arrivals","Other","Thousand","69.6"
"Air and Sea Travel","2018 August","Departures","All routes of travel","Thousand","2095.7"
"Air and Sea Travel","2018 August","Departures","Cross channel","Thousand","803.6"
"Air and Sea Travel","2018 August","Departures","Continental Europe","Thousand","970.6"
"Air and Sea Travel","2018 August","Departures","Transatlantic","Thousand","255.2"
"Air and Sea Travel","2018 August","Departures","Other","Thousand","66.3"
"Air and Sea Travel","2018 September","Arrivals","All routes of travel","Thousand","1806.4"
"Air and Sea Travel","2018 September","Arrivals","Cross channel","Thousand","611.1"
"Air and Sea Travel","2018 September","Arrivals","Continental Europe","Thousand","902.4"
"Air and Sea Travel","2018 September","Arrivals","Transatlantic","Thousand","232.7"
"Air and Sea Travel","2018 September","Arrivals","Other","Thousand","60.2"
"Air and Sea Travel","2018 September","Departures","All routes of travel","Thousand","1809"
"Air and Sea Travel","2018 September","Departures","Cross channel","Thousand","649"
"Air and Sea Travel","2018 September","Departures","Continental Europe","Thousand","878"
"Air and Sea Travel","2018 September","Departures","Transatlantic","Thousand","227.5"
"Air and Sea Travel","2018 September","Departures","Other","Thousand","54.6"
"Air and Sea Travel","2018 October","Arrivals","All routes of travel","Thousand","1682.8"
"Air and Sea Travel","2018 October","Arrivals","Cross channel","Thousand","635.1"
"Air and Sea Travel","2018 October","Arrivals","Continental Europe","Thousand","816"
"Air and Sea Travel","2018 October","Arrivals","Transatlantic","Thousand","186.6"
"Air and Sea Travel","2018 October","Arrivals","Other","Thousand","45.1"
"Air and Sea Travel","2018 October","Departures","All routes of travel","Thousand","1710.4"
"Air and Sea Travel","2018 October","Departures","Cross channel","Thousand","650"
"Air and Sea Travel","2018 October","Departures","Continental Europe","Thousand","780.3"
"Air and Sea Travel","2018 October","Departures","Transatlantic","Thousand","220.7"
"Air and Sea Travel","2018 October","Departures","Other","Thousand","59.4"
"Air and Sea Travel","2018 November","Arrivals","All routes of travel","Thousand","1355.4"
"Air and Sea Travel","2018 November","Arrivals","Cross channel","Thousand","586.3"
"Air and Sea Travel","2018 November","Arrivals","Continental Europe","Thousand","580"
"Air and Sea Travel","2018 November","Arrivals","Transatlantic","Thousand","142.8"
"Air and Sea Travel","2018 November","Arrivals","Other","Thousand","46.3"
"Air and Sea Travel","2018 November","Departures","All routes of travel","Thousand","1333.8"
"Air and Sea Travel","2018 November","Departures","Cross channel","Thousand","586.2"
"Air and Sea Travel","2018 November","Departures","Continental Europe","Thousand","567.9"
"Air and Sea Travel","2018 November","Departures","Transatlantic","Thousand","139"
"Air and Sea Travel","2018 November","Departures","Other","Thousand","40.7"
"Air and Sea Travel","2018 December","Arrivals","All routes of travel","Thousand","1344.7"
"Air and Sea Travel","2018 December","Arrivals","Cross channel","Thousand","609.8"
"Air and Sea Travel","2018 December","Arrivals","Continental Europe","Thousand","547.8"
"Air and Sea Travel","2018 December","Arrivals","Transatlantic","Thousand","139.3"
"Air and Sea Travel","2018 December","Arrivals","Other","Thousand","47.8"
"Air and Sea Travel","2018 December","Departures","All routes of travel","Thousand","1347.6"
"Air and Sea Travel","2018 December","Departures","Cross channel","Thousand","557.5"
"Air and Sea Travel","2018 December","Departures","Continental Europe","Thousand","608.9"
"Air and Sea Travel","2018 December","Departures","Transatlantic","Thousand","128.5"
"Air and Sea Travel","2018 December","Departures","Other","Thousand","52.7"
"Air and Sea Travel","2019 January","Arrivals","All routes of travel","Thousand","1213.2"
"Air and Sea Travel","2019 January","Arrivals","Cross channel","Thousand","493.1"
"Air and Sea Travel","2019 January","Arrivals","Continental Europe","Thousand","571.1"
"Air and Sea Travel","2019 January","Arrivals","Transatlantic","Thousand","98.4"
"Air and Sea Travel","2019 January","Arrivals","Other","Thousand","50.7"
"Air and Sea Travel","2019 January","Departures","All routes of travel","Thousand","1221.6"
"Air and Sea Travel","2019 January","Departures","Cross channel","Thousand","540.4"
"Air and Sea Travel","2019 January","Departures","Continental Europe","Thousand","528.7"
"Air and Sea Travel","2019 January","Departures","Transatlantic","Thousand","103.3"
"Air and Sea Travel","2019 January","Departures","Other","Thousand","49.2"
"Air and Sea Travel","2019 February","Arrivals","All routes of travel","Thousand","1187.3"
"Air and Sea Travel","2019 February","Arrivals","Cross channel","Thousand","528.2"
"Air and Sea Travel","2019 February","Arrivals","Continental Europe","Thousand","537.7"
"Air and Sea Travel","2019 February","Arrivals","Transatlantic","Thousand","83.4"
"Air and Sea Travel","2019 February","Arrivals","Other","Thousand","37.9"
"Air and Sea Travel","2019 February","Departures","All routes of travel","Thousand","1181.1"
"Air and Sea Travel","2019 February","Departures","Cross channel","Thousand","527.2"
"Air and Sea Travel","2019 February","Departures","Continental Europe","Thousand","534.3"
"Air and Sea Travel","2019 February","Departures","Transatlantic","Thousand","82.5"
"Air and Sea Travel","2019 February","Departures","Other","Thousand","37.1"
"Air and Sea Travel","2019 March","Arrivals","All routes of travel","Thousand","1465.9"
"Air and Sea Travel","2019 March","Arrivals","Cross channel","Thousand","611.9"
"Air and Sea Travel","2019 March","Arrivals","Continental Europe","Thousand","663.6"
"Air and Sea Travel","2019 March","Arrivals","Transatlantic","Thousand","143.3"
"Air and Sea Travel","2019 March","Arrivals","Other","Thousand","47.1"
"Air and Sea Travel","2019 March","Departures","All routes of travel","Thousand","1436.6"
"Air and Sea Travel","2019 March","Departures","Cross channel","Thousand","603.1"
"Air and Sea Travel","2019 March","Departures","Continental Europe","Thousand","656.3"
"Air and Sea Travel","2019 March","Departures","Transatlantic","Thousand","137"
"Air and Sea Travel","2019 March","Departures","Other","Thousand","40.2"
"Air and Sea Travel","2019 April","Arrivals","All routes of travel","Thousand","1712.9"
"Air and Sea Travel","2019 April","Arrivals","Cross channel","Thousand","664.6"
"Air and Sea Travel","2019 April","Arrivals","Continental Europe","Thousand","826.6"
"Air and Sea Travel","2019 April","Arrivals","Transatlantic","Thousand","171.9"
"Air and Sea Travel","2019 April","Arrivals","Other","Thousand","49.8"
"Air and Sea Travel","2019 April","Departures","All routes of travel","Thousand","1736.4"
"Air and Sea Travel","2019 April","Departures","Cross channel","Thousand","665.2"
"Air and Sea Travel","2019 April","Departures","Continental Europe","Thousand","847.6"
"Air and Sea Travel","2019 April","Departures","Transatlantic","Thousand","175.3"
"Air and Sea Travel","2019 April","Departures","Other","Thousand","48.4"
"Air and Sea Travel","2019 May","Arrivals","All routes of travel","Thousand","1818.9"
"Air and Sea Travel","2019 May","Arrivals","Cross channel","Thousand","669.9"
"Air and Sea Travel","2019 May","Arrivals","Continental Europe","Thousand","871.5"
"Air and Sea Travel","2019 May","Arrivals","Transatlantic","Thousand","225.7"
"Air and Sea Travel","2019 May","Arrivals","Other","Thousand","51.7"
"Air and Sea Travel","2019 May","Departures","All routes of travel","Thousand","1851.6"
"Air and Sea Travel","2019 May","Departures","Cross channel","Thousand","653.5"
"Air and Sea Travel","2019 May","Departures","Continental Europe","Thousand","942.2"
"Air and Sea Travel","2019 May","Departures","Transatlantic","Thousand","208"
"Air and Sea Travel","2019 May","Departures","Other","Thousand","47.8"
