"STATISTIC Label","Month","Direction","Route","UNIT","VALUE"
"Air and Sea Travel","2022 July","Departures","Transatlantic","Thousand","240.1"
"Air and Sea Travel","2022 July","Departures","Other","Thousand","60.9"
"Air and Sea Travel","2022 August","Arrivals","All routes of travel","Thousand","2037.6"
"Air and Sea Travel","2022 August","Arrivals","Cross channel","Thousand","694.9"
"Air and Sea Travel","2022 August","Arrivals","Continental Europe","Thousand","1063.4"
"Air and Sea Travel","2022 August","Arrivals","Transatlantic","Thousand","217.6"
"Air and Sea Travel","2022 August","Arrivals","Other","Thousand","61.7"
"Air and Sea Travel","2022 August","Departures","All routes of travel","Thousand","1943.3"
"Air and Sea Travel","2022 August","Departures","Cross channel","Thousand","669.2"
"Air and Sea Travel","2022 August","Departures","Continental Europe","Thousand","983.6"
"Air and Sea Travel","2022 August","Departures","Transatlantic","Thousand","234.5"
"Air and Sea Travel","2022 August","Departures","Other","Thousand","55.9"
"Air and Sea Travel","2022 September","Arrivals","All routes of travel","Thousand","1726.1"
"Air and Sea Travel","2022 September","Arrivals","Cross channel","Thousand","528"
"Air and Sea Travel","2022 September","Arrivals","Continental Europe","Thousand","925.3"
"Air and Sea Travel","2022 September","Arrivals","Transatlantic","Thousand","206.3"
"Air and Sea Travel","2022 September","Arrivals","Other","Thousand","66.6"
"Air and Sea Travel","2022 September","Departures","All routes of travel","Thousand","1697.8"
"Air and Sea Travel","2022 September","Departures","Cross channel","Thousand","561.8"
"Air and Sea Travel","2022 September","Departures","Continental Europe","Thousand","874.8"
"Air and Sea Travel","2022 September","Departures","Transatlantic","Thousand","206.5"
"Air and Sea Travel","2022 September","Departures","Other","Thousand","54.7"
"Air and Sea Travel","2022 October","Arrivals","All routes of travel","Thousand","1633.8"
"Air and Sea Travel","2022 October","Arrivals","Cross channel","Thousand","555.1"
"Air and Sea Travel","2022 October","Arrivals","Continental Europe","Thousand","863.2"
"Air and Sea Travel","2022 October","Arrivals","Transatlantic","Thousand","160.7"
"Air and Sea Travel","2022 October","Arrivals","Other","Thousand","54.9"
"Air and Sea Travel","2022 October","Departures","All routes of travel","Thousand","1643.2"
"Air and Sea Travel","2022 October","Departures","Cross channel","Thousand","571.2"
"Air and Sea Travel","2022 October","Departures","Continental Europe","Thousand","811.6"
"Air and Sea Travel","2022 October","Departures","Transatlantic","Thousand","198.6"
"Air and Sea Travel","2022 October","Departures","Other","Thousand","61.9"
"Air and Sea Travel","2022 November","Arrivals","All routes of travel","Thousand","1340.4"
"Air and Sea Travel","2022 November","Arrivals","Cross channel","Thousand","523"
"Air and Sea Travel","2022 November","Arrivals","Continental Europe","Thousand","643.4"
"Air and Sea Travel","2022 November","Arrivals","Transatlantic","Thousand","122.5"
"Air and Sea Travel","2022 November","Arrivals","Other","Thousand","51.6"
"Air and Sea Travel","2022 November","Departures","All routes of travel","Thousand","1285.9"
"Air and Sea Travel","2022 November","Departures","Cross channel","Thousand","511.3"
"Air and Sea Travel","2022 November","Departures","Continental Europe","Thousand","605.9"
"Air and Sea Travel","2022 November","Departures","Transatlantic","Thousand","121.2"
"Air and Sea Travel","2022 November","Departures","Other","Thousand","47.6"
"Air and Sea Travel","2022 December","Arrivals","All routes of travel","Thousand","1309.5"
"Air and Sea Travel","2022 December","Arrivals","Cross channel","Thousand","551.8"
"Air and Sea Travel","2022 December","Arrivals","Continental Europe","Thousand","580"
"Air and Sea Travel","2022 December","Arrivals","Transatlantic","Thousand","130"
"Air and Sea Travel","2022 December","Arrivals","Other","Thousand","47.8"
"Air and Sea Travel","2022 December","Departures","All routes of travel","Thousand","1352.8"
"Air and Sea Travel","2022 December","Departures","Cross channel","Thousand","510"
"Air and Sea Travel","2022 December","Departures","Continental Europe","Thousand","662.1"
"Air and Sea Travel","2022 December","Departures","Transatlantic","Thousand","124.9"
"Air and Sea Travel","2022 December","Departures","Other","Thousand","55.8"
"Air and Sea Travel","2023 January","Arrivals","All routes of travel","Thousand","1252"
"Air and Sea Travel","2023 January","Arrivals","Cross channel","Thousand","448"
"Air and Sea Travel","2023 January","Arrivals","Continental Europe","Thousand","653.6"
"Air and Sea Travel","2023 January","Arrivals","Transatlantic","Thousand","91.1"
"Air and Sea Travel","2023 January","Arrivals","Other","Thousand","59.3"
"Air and Sea Travel","2023 January","Departures","All routes of travel","Thousand","1229.8"
"Air and Sea Travel","2023 January","Departures","Cross channel","Thousand","485"
"Air and Sea Travel","2023 January","Departures","Continental Europe","Thousand","589.1"
"Air and Sea Travel","2023 January","Departures","Transatlantic","Thousand","98.9"
"Air and Sea Travel","2023 January","Departures","Other","Thousand","56.8"
"Air and Sea Travel","2023 February","Arrivals","All routes of travel","Thousand","1228.9"
"Air and Sea Travel","2023 February","Arrivals","Cross channel","Thousand","494.1"
"Air and Sea Travel","2023 February","Arrivals","Continental Europe","Thousand","603.4"
"Air and Sea Travel","2023 February","Arrivals","Transatlantic","Thousand","75.3"
"Air and Sea Travel","2023 February","Arrivals","Other","Thousand","56"
"Air and Sea Travel","2023 February","Departures","All routes of travel","Thousand","1212.5"
"Air and Sea Travel","2023 February","Departures","Cross channel","Thousand","491.3"
"Air and Sea Travel","2023 February","Departures","Continental Europe","Thousand","593.1"
"Air and Sea Travel","2023 February","Departures","Transatlantic","Thousand","76.5"
"Air and Sea Travel","2023 February","Departures","Other","Thousand","51.5"
"Air and Sea Travel","2023 March","Arrivals","All routes of travel","Thousand","1470.6"
"Air and Sea Travel","2023 March","Arrivals","Cross channel","Thousand","564.5"
"Air and Sea Travel","2023 March","Arrivals","Continental Europe","Thousand","697.7"
"Air and Sea Travel","2023 March","Arrivals","Transatlantic","Thousand","145.5"
"Air and Sea Travel","2023 March","Arrivals","Other","Thousand","62.9"
"Air and Sea Travel","2023 March","Departures","All routes of travel","Thousand","1479.9"
"Air and Sea Travel","2023 March","Departures","Cross channel","Thousand","549.7"
"Air and Sea Travel","2023 March","Departures","Continental Europe","Thousand","727.5"
"Air and Sea Travel","2023 March","Departures","Transatlantic","Thousand","145.2"
"Air and Sea Travel","2023 March","Departures","Other","Thousand","57.4"
"Air and Sea Travel","2023 April","Arrivals","All routes of travel","Thousand","1785"
"Air and Sea Travel","2023 April","Arrivals","Cross channel","Thousand","637.9"
"Air and Sea Travel","2023 April","Arrivals","Continental Europe","Thousand","913.5"
"Air and Sea Travel","2023 April","Arrivals","Transatlantic","Thousand","169.8"
"Air and Sea Travel","2023 April","Arrivals","Other","Thousand","63.8"
"Air and Sea Travel","2023 April","Departures","All routes of travel","Thousand","1762.2"
"Air and Sea Travel","2023 April","Departures","Cross channel","Thousand","637.7"
"Air and Sea Travel","2023 April","Departures","Continental Europe","Thousand","900.1"
"Air and Sea Travel","2023 April","Departures","Transatlantic","Thousand","165.8"
"Air and Sea Travel","2023 April","Departures","Other","Thousand","58.6"
"Air and Sea Travel","2023 May","Arrivals","All routes of travel","Thousand","1877.9"
"Air and Sea Travel","2023 May","Arrivals","Cross channel","Thousand","626.9"
"Air and Sea Travel","2023 May","Arrivals","Continental Europe","Thousand","960.8"
"Air and Sea Travel","2023 May","Arrivals","Transatlantic","Thousand","218"
"Air and Sea Travel","2023 May","Arrivals","Other","Thousand","72.1"
"Air and Sea Travel","2023 May","Departures","All routes of travel","Thousand","1897.8"
"Air and Sea Travel","2023 May","Departures","Cross channel","Thousand","598.5"
"Air and Sea Travel","2023 May","Departures","Continental Europe","Thousand","1032.1"
"Air and Sea Travel","2023 May","Departures","Transatlantic","Thousand","202.9"
"Air and Sea Travel","2023 May","Departures","Other","Thousand","64.3"
"Air and Sea Travel","2023 June","Arrivals","All routes of travel","Thousand","1955.6"
"Air and Sea Travel","2023 June","Arrivals","Cross channel","Thousand","622.7"
"Air and Sea Travel","2023 June","Arrivals","Continental Europe","Thousand","1020.1"
"Air and Sea Travel","2023 June","Arrivals","Transatlantic","Thousand","243.9"
"Air and Sea Travel","2023 June","Arrivals","Other","Thousand","69"
"Air and Sea Travel","2023 June","Departures","All routes of travel","Thousand","2086.4"
"Air and Sea Travel","2023 June","Departures","Cross channel","Thousand","678.2"
"Air and Sea Travel","2023 June","Departures","Continental Europe","Thousand","1095.9"
"Air and Sea Travel","2023 June","Departures","Transatlantic","Thousand","238.5"
"Air and Sea Travel","2023 June","Departures","Other","Thousand","73.7"
"Air and Sea Travel","2023 July","Arrivals","All routes of travel","Thousand","2221.9"
"Air and Sea Travel","2023 July","Arrivals","Cross channel","Thousand","762"
"Air and Sea Travel","2023 July","Arrivals","Continental Europe","Thousand","1155.8"
"Air and Sea Travel","2023 July","Arrivals","Transatlantic","Thousand","225.6"
"Air and Sea Travel","2023 July","Arrivals","Other","Thousand","78.5"
"Air and Sea Travel","2023 July","Departures","All routes of travel","Thousand","2177.2"
"Air and Sea Travel","2023 July","Departures","Cross channel","Thousand","695.2"
"Air and Sea Travel","2023 July","Departures","Continental Europe","Thousand","1144.1"
"Air and Sea Travel","2023 July","Departures","Transatlantic","Thousand","257.4"
"Air and Sea Travel","2023 July","Departures","Other","Thousand","80.4"
"Air and Sea Travel","2023 August","Arrivals","All routes of travel","Thousand","2270.7"
"Air and Sea Travel","2023 August","Arrivals","Cross channel","Thousand","783.4"
"Air and Sea Travel","2023 August","Arrivals","Continental Europe","Thousand","1168.1"
"Air and Sea Travel","2023 August","Arrivals","Transatlantic","Thousand","233.9"
"Air and Sea Travel","2023 August","Arrivals","Other","Thousand","85.4"
"Air and Sea Travel","2023 August","Departures","All routes of travel","Thousand","2194.3"
"Air and Sea Travel","2023 August","Departures","Cross channel","Thousand","760.7"
"Air and Sea Travel","2023 August","Departures","Continental Europe","Thousand","1109.2"
"Air and Sea Travel","2023 August","Departures","Transatlantic","Thousand","246.9"
"Air and Sea Travel","2023 August","Departures","Other","Thousand","77.6"
"Air and Sea Travel","2023 September","Arrivals","All routes of travel","Thousand","1913.5"
"Air and Sea Travel","2023 September","Arrivals","Cross channel","Thousand","572.2"
"Air and Sea Travel","2023 September","Arrivals","Continental Europe","Thousand","1040.5"
"Air and Sea Travel","2023 September","Arrivals","Transatlantic","Thousand","223.9"
"Air and Sea Travel","2023 September","Arrivals","Other","Thousand","76.9"
"Air and Sea Travel","2023 September","Departures","All routes of travel","Thousand","1910.1"
"Air and Sea Travel","2023 September","Departures","Cross channel","Thousand","612.1"
"Air and Sea Travel","2023 September","Departures","Continental Europe","Thousand","1004.2"
"Air and Sea Travel","2023 September","Departures","Transatlantic","Thousand","226.1"
"Air and Sea Travel","2023 September","Departures","Other","Thousand","67.7"
"Air and Sea Travel","2023 October","Arrivals","All routes of travel","Thousand","1818.6"
"Air and Sea Travel","2023 October","Arrivals","Cross channel","Thousand","596"
"Air and Sea Travel","2023 October","Arrivals","Continental Europe","Thousand","989.7"
"Air and Sea Travel","2023 October","Arrivals","Transatlantic","Thousand","170.2"
"Air and Sea Travel","2023 October","Arrivals","Other","Thousand","62.7"
"Air and Sea Travel","2023 October","Departures","All routes of travel","Thousand","1829.7"
"Air and Sea Travel","2023 October","Departures","Cross channel","Thousand","609.2"
"Air and Sea Travel","2023 October","Departures","Continental Europe","Thousand","930.5"
"Air and Sea Travel","2023 October","Departures","Transatlantic","Thousand","217.3"
"Air and Sea Travel","2023 October","Departures","Other","Thousand","72.8"
"Air and Sea Travel","2023 November","Arrivals","All routes of travel","Thousand","1397.4"
"Air and Sea Travel","2023 November","Arrivals","Cross channel","Thousand","540.3"
"Air and Sea Travel","2023 November","Arrivals","Continental Europe","Thousand","666.6"
"Air and Sea Travel","2023 November","Arrivals","Transatlantic","Thousand","130.9"
"Air and Sea Travel","2023 November","Arrivals","Other","Thousand","59.7"
"Air and Sea Travel","2023 November","Departures","All routes of travel","Thousand","1361.5"
"Air and Sea Travel","2023 November","Departures","Cross channel","Thousand","534.8"
"Air and Sea Travel","2023 November","Departures","Continental Europe","Thousand","638.1"
"Air and Sea Travel","2023 November","Departures","Transatlantic","Thousand","130.4"
"Air and Sea Travel","2023 November","Departures","Other","Thousand","58.2"
"Air and Sea Travel","2023 December","Arrivals","All routes of travel","Thousand","1433.6"
"Air and Sea Travel","2023 December","Arrivals","Cross channel","Thousand","603.7"
"Air and Sea Travel","2023 December","Arrivals","Continental Europe","Thousand","636.4"
"Air and Sea Travel","2023 December","Arrivals","Transatlantic","Thousand","135.2"
"Air and Sea Travel","2023 December","Arrivals","Other","Thousand","58.3"
"Air and Sea Travel","2023 December","Departures","All routes of travel","Thousand","1484.9"
"Air and Sea Travel","2023 December","Departures","Cross channel","Thousand","563.6"
"Air and Sea Travel","2023 December","Departures","Continental Europe","Thousand","721.1"
"Air and Sea Travel","2023 December","Departures","Transatlantic","Thousand","133.5"
"Air and Sea Travel","2023 December","Departures","Other","Thousand","66.6"
"Air and Sea Travel","2024 January","Arrivals","All routes of travel","Thousand","1302.5"
"Air and Sea Travel","2024 January","Arrivals","Cross channel","Thousand","464.5"
"Air and Sea Travel","2024 January","Arrivals","Continental Europe","Thousand","677.9"
"Air and Sea Travel","2024 January","Arrivals","Transatlantic","Thousand","91.6"
"Air and Sea Travel","2024 January","Arrivals","Other","Thousand","68.5"
"Air and Sea Travel","2024 January","Departures","All routes of travel","Thousand","1281.7"
"Air and Sea Travel","2024 January","Departures","Cross channel","Thousand","498.6"
"Air and Sea Travel","2024 January","Departures","Continental Europe","Thousand","617.6"
"Air and Sea Travel","2024 January","Departures","Transatlantic","Thousand","100.2"
"Air and Sea Travel","2024 January","Departures","Other","Thousand","65.3"
