"STATISTIC Label","Year","Country","Direction","UNIT","VALUE"
"Air and Sea Travel","2020","Bulgaria","Departures","Thousand","15.5"
"Air and Sea Travel","2020","Canada","Arrivals","Thousand","26.7"
"Air and Sea Travel","2020","Canada","Departures","Thousand","27.3"
"Air and Sea Travel","2020","Switzerland","Arrivals","Thousand","54.1"
"Air and Sea Travel","2020","Switzerland","Departures","Thousand","54.6"
"Air and Sea Travel","2020","Cyprus","Arrivals","Thousand","5.5"
"Air and Sea Travel","2020","Cyprus","Departures","Thousand","5.1"
"Air and Sea Travel","2020","Czech Republic","Arrivals","Thousand","23.7"
"Air and Sea Travel","2020","Czech Republic","Departures","Thousand","22.9"
"Air and Sea Travel","2020","Germany","Arrivals","Thousand","248.7"
"Air and Sea Travel","2020","Germany","Departures","Thousand","251.1"
"Air and Sea Travel","2020","Denmark","Arrivals","Thousand","29.8"
"Air and Sea Travel","2020","Denmark","Departures","Thousand","31"
"Air and Sea Travel","2020","Estonia","Arrivals","Thousand","1.8"
"Air and Sea Travel","2020","Estonia","Departures","Thousand","2.4"
"Air and Sea Travel","2020","Spain","Arrivals","Thousand","412.6"
"Air and Sea Travel","2020","Spain","Departures","Thousand","392.7"
"Air and Sea Travel","2020","Finland","Arrivals","Thousand","9.4"
"Air and Sea Travel","2020","Finland","Departures","Thousand","9.5"
"Air and Sea Travel","2020","France","Arrivals","Thousand","238.4"
"Air and Sea Travel","2020","France","Departures","Thousand","241.7"
"Air and Sea Travel","2020","Other UK (1)","Arrivals","Thousand","3.6"
"Air and Sea Travel","2020","Other UK (1)","Departures","Thousand","3.9"
"Air and Sea Travel","2020","Greece","Arrivals","Thousand","36.3"
"Air and Sea Travel","2020","Greece","Departures","Thousand","35.5"
"Air and Sea Travel","2020","Croatia","Arrivals","Thousand","9.9"
"Air and Sea Travel","2020","Croatia","Departures","Thousand","10.1"
"Air and Sea Travel","2020","Hungary","Arrivals","Thousand","43.8"
"Air and Sea Travel","2020","Hungary","Departures","Thousand","41.2"
"Air and Sea Travel","2020","Iceland","Arrivals","Thousand","9.7"
"Air and Sea Travel","2020","Iceland","Departures","Thousand","9.9"
"Air and Sea Travel","2020","Italy","Arrivals","Thousand","163.9"
"Air and Sea Travel","2020","Italy","Departures","Thousand","159.9"
"Air and Sea Travel","2020","Lithuania","Arrivals","Thousand","40.7"
"Air and Sea Travel","2020","Lithuania","Departures","Thousand","39.9"
"Air and Sea Travel","2020","Luxembourg","Arrivals","Thousand","8.9"
"Air and Sea Travel","2020","Luxembourg","Departures","Thousand","8.8"
"Air and Sea Travel","2020","Latvia","Arrivals","Thousand","29.5"
"Air and Sea Travel","2020","Latvia","Departures","Thousand","30.5"
"Air and Sea Travel","2020","Malta","Arrivals","Thousand","15.5"
"Air and Sea Travel","2020","Malta","Departures","Thousand","15.7"
"Air and Sea Travel","2020","Netherlands","Arrivals","Thousand","216.2"
"Air and Sea Travel","2020","Netherlands","Departures","Thousand","216.6"
"Air and Sea Travel","2020","Norway","Arrivals","Thousand","9.9"
"Air and Sea Travel","2020","Norway","Departures","Thousand","10.5"
"Air and Sea Travel","2020","Poland","Arrivals","Thousand","207.4"
"Air and Sea Travel","2020","Poland","Departures","Thousand","207.1"
"Air and Sea Travel","2020","Portugal","Arrivals","Thousand","121.1"
"Air and Sea Travel","2020","Portugal","Departures","Thousand","115.9"
"Air and Sea Travel","2020","Qatar","Arrivals","Thousand","26.9"
"Air and Sea Travel","2020","Qatar","Departures","Thousand","18.5"
"Air and Sea Travel","2020","Romania","Arrivals","Thousand","53.7"
"Air and Sea Travel","2020","Romania","Departures","Thousand","55"
"Air and Sea Travel","2020","Sweden","Arrivals","Thousand","17.9"
"Air and Sea Travel","2020","Sweden","Departures","Thousand","19.2"
"Air and Sea Travel","2020","Slovenia","Arrivals","Thousand","0"
"Air and Sea Travel","2020","Slovenia","Departures","Thousand","0"
"Air and Sea Travel","2020","Slovakia","Arrivals","Thousand","18.7"
"Air and Sea Travel","2020","Slovakia","Departures","Thousand","18.1"
"Air and Sea Travel","2020","Turkey","Arrivals","Thousand","44.2"
"Air and Sea Travel","2020","Turkey","Departures","Thousand","43.4"
"Air and Sea Travel","2020","United States","Arrivals","Thousand","280.2"
"Air and Sea Travel","2020","United States","Departures","Thousand","267.7"
"Air and Sea Travel","2020","Great Britain","Arrivals","Thousand","1808.7"
"Air and Sea Travel","2020","Great Britain","Departures","Thousand","1855"
"Air and Sea Travel","2020","Other Europe (33)","Arrivals","Thousand","31.6"
"Air and Sea Travel","2020","Other Europe (33)","Departures","Thousand","30.3"
"Air and Sea Travel","2020","Other Countries(43)","Arrivals","Thousand","0.1"
"Air and Sea Travel","2020","Other Countries(43)","Departures","Thousand","0.1"
"Air and Sea Travel","2020","Other transatlantic countries(2)","Arrivals","Thousand","9.7"
"Air and Sea Travel","2020","Other transatlantic countries(2)","Departures","Thousand","9.8"
"Air and Sea Travel","2021","All countries","Arrivals","Thousand","4955.9"
"Air and Sea Travel","2021","All countries","Departures","Thousand","5022"
"Air and Sea Travel","2021","United Arab Emirates","Arrivals","Thousand","62"
"Air and Sea Travel","2021","United Arab Emirates","Departures","Thousand","56.2"
"Air and Sea Travel","2021","Austria","Arrivals","Thousand","24.9"
"Air and Sea Travel","2021","Austria","Departures","Thousand","24.7"
"Air and Sea Travel","2021","Belgium","Arrivals","Thousand","62.7"
"Air and Sea Travel","2021","Belgium","Departures","Thousand","61.5"
"Air and Sea Travel","2021","Bulgaria","Arrivals","Thousand","24.2"
"Air and Sea Travel","2021","Bulgaria","Departures","Thousand","24.9"
"Air and Sea Travel","2021","Canada","Arrivals","Thousand","26.5"
"Air and Sea Travel","2021","Canada","Departures","Thousand","27.3"
"Air and Sea Travel","2021","Switzerland","Arrivals","Thousand","51.3"
"Air and Sea Travel","2021","Switzerland","Departures","Thousand","51.3"
"Air and Sea Travel","2021","Cyprus","Arrivals","Thousand","6.5"
"Air and Sea Travel","2021","Cyprus","Departures","Thousand","6.4"
"Air and Sea Travel","2021","Czech Republic","Arrivals","Thousand","20.6"
"Air and Sea Travel","2021","Czech Republic","Departures","Thousand","21.1"
"Air and Sea Travel","2021","Germany","Arrivals","Thousand","247.3"
"Air and Sea Travel","2021","Germany","Departures","Thousand","241.4"
"Air and Sea Travel","2021","Denmark","Arrivals","Thousand","40.6"
"Air and Sea Travel","2021","Denmark","Departures","Thousand","38.4"
"Air and Sea Travel","2021","Estonia","Arrivals","Thousand","5.3"
"Air and Sea Travel","2021","Estonia","Departures","Thousand","5.3"
"Air and Sea Travel","2021","Spain","Arrivals","Thousand","673.3"
"Air and Sea Travel","2021","Spain","Departures","Thousand","683.8"
"Air and Sea Travel","2021","Finland","Arrivals","Thousand","13.5"
"Air and Sea Travel","2021","Finland","Departures","Thousand","14.2"
"Air and Sea Travel","2021","France","Arrivals","Thousand","306"
"Air and Sea Travel","2021","France","Departures","Thousand","311.2"
"Air and Sea Travel","2021","Other UK (1)","Arrivals","Thousand","1.1"
"Air and Sea Travel","2021","Other UK (1)","Departures","Thousand","1.3"
"Air and Sea Travel","2021","Greece","Arrivals","Thousand","64.4"
"Air and Sea Travel","2021","Greece","Departures","Thousand","63.9"
"Air and Sea Travel","2021","Croatia","Arrivals","Thousand","28.6"
"Air and Sea Travel","2021","Croatia","Departures","Thousand","29"
"Air and Sea Travel","2021","Hungary","Arrivals","Thousand","46.4"
"Air and Sea Travel","2021","Hungary","Departures","Thousand","47.5"
"Air and Sea Travel","2021","Iceland","Arrivals","Thousand","9.1"
"Air and Sea Travel","2021","Iceland","Departures","Thousand","9.4"
"Air and Sea Travel","2021","Italy","Arrivals","Thousand","219.2"
"Air and Sea Travel","2021","Italy","Departures","Thousand","218.8"
"Air and Sea Travel","2021","Lithuania","Arrivals","Thousand","56.1"
"Air and Sea Travel","2021","Lithuania","Departures","Thousand","58.5"
"Air and Sea Travel","2021","Luxembourg","Arrivals","Thousand","9"
"Air and Sea Travel","2021","Luxembourg","Departures","Thousand","9.1"
"Air and Sea Travel","2021","Latvia","Arrivals","Thousand","32.8"
"Air and Sea Travel","2021","Latvia","Departures","Thousand","34.3"
"Air and Sea Travel","2021","Malta","Arrivals","Thousand","16.6"
"Air and Sea Travel","2021","Malta","Departures","Thousand","16.9"
"Air and Sea Travel","2021","Netherlands","Arrivals","Thousand","229.1"
"Air and Sea Travel","2021","Netherlands","Departures","Thousand","218.4"
"Air and Sea Travel","2021","Norway","Arrivals","Thousand","5.1"
"Air and Sea Travel","2021","Norway","Departures","Thousand","5.3"
"Air and Sea Travel","2021","Poland","Arrivals","Thousand","241.4"
"Air and Sea Travel","2021","Poland","Departures","Thousand","252"
"Air and Sea Travel","2021","Portugal","Arrivals","Thousand","218.7"
"Air and Sea Travel","2021","Portugal","Departures","Thousand","220.9"
"Air and Sea Travel","2021","Qatar","Arrivals","Thousand","29.9"
"Air and Sea Travel","2021","Qatar","Departures","Thousand","23.8"
"Air and Sea Travel","2021","Romania","Arrivals","Thousand","87.8"
"Air and Sea Travel","2021","Romania","Departures","Thousand","84.7"
"Air and Sea Travel","2021","Sweden","Arrivals","Thousand","24.4"
"Air and Sea Travel","2021","Sweden","Departures","Thousand","25.4"
"Air and Sea Travel","2021","Slovenia","Arrivals","Thousand","0"
"Air and Sea Travel","2021","Slovenia","Departures","Thousand","0"
"Air and Sea Travel","2021","Slovakia","Arrivals","Thousand","16.9"
"Air and Sea Travel","2021","Slovakia","Departures","Thousand","17.3"
"Air and Sea Travel","2021","Turkey","Arrivals","Thousand","64.6"
"Air and Sea Travel","2021","Turkey","Departures","Thousand","62"
"Air and Sea Travel","2021","United States","Arrivals","Thousand","244.9"
"Air and Sea Travel","2021","United States","Departures","Thousand","248.4"
"Air and Sea Travel","2021","Great Britain","Arrivals","Thousand","1693.3"
"Air and Sea Travel","2021","Great Britain","Departures","Thousand","1756.2"
"Air and Sea Travel","2021","Other Europe (33)","Arrivals","Thousand","43.4"
"Air and Sea Travel","2021","Other Europe (33)","Departures","Thousand","44"
"Air and Sea Travel","2021","Other Countries(43)","Arrivals","Thousand","0.2"
"Air and Sea Travel","2021","Other Countries(43)","Departures","Thousand","0.3"
"Air and Sea Travel","2021","Other transatlantic countries(2)","Arrivals","Thousand","8.1"
"Air and Sea Travel","2021","Other transatlantic countries(2)","Departures","Thousand","7.2"
"Air and Sea Travel","2022","All countries","Arrivals","Thousand","17257"
"Air and Sea Travel","2022","All countries","Departures","Thousand","17172.3"
"Air and Sea Travel","2022","United Arab Emirates","Arrivals","Thousand","228.2"
"Air and Sea Travel","2022","United Arab Emirates","Departures","Thousand","227"
"Air and Sea Travel","2022","Austria","Arrivals","Thousand","98.1"
"Air and Sea Travel","2022","Austria","Departures","Thousand","97"
"Air and Sea Travel","2022","Belgium","Arrivals","Thousand","213"
"Air and Sea Travel","2022","Belgium","Departures","Thousand","208.7"
"Air and Sea Travel","2022","Bulgaria","Arrivals","Thousand","65.5"
"Air and Sea Travel","2022","Bulgaria","Departures","Thousand","64.6"
"Air and Sea Travel","2022","Canada","Arrivals","Thousand","228.2"
"Air and Sea Travel","2022","Canada","Departures","Thousand","236.6"
"Air and Sea Travel","2022","Switzerland","Arrivals","Thousand","220.1"
"Air and Sea Travel","2022","Switzerland","Departures","Thousand","217.7"
"Air and Sea Travel","2022","Cyprus","Arrivals","Thousand","15"
"Air and Sea Travel","2022","Cyprus","Departures","Thousand","15"
"Air and Sea Travel","2022","Czech Republic","Arrivals","Thousand","75.1"
"Air and Sea Travel","2022","Czech Republic","Departures","Thousand","74.3"
"Air and Sea Travel","2022","Germany","Arrivals","Thousand","906.6"
"Air and Sea Travel","2022","Germany","Departures","Thousand","894.3"
"Air and Sea Travel","2022","Denmark","Arrivals","Thousand","115"
"Air and Sea Travel","2022","Denmark","Departures","Thousand","115"
"Air and Sea Travel","2022","Estonia","Arrivals","Thousand","14"
"Air and Sea Travel","2022","Estonia","Departures","Thousand","13.7"
"Air and Sea Travel","2022","Spain","Arrivals","Thousand","2297.2"
"Air and Sea Travel","2022","Spain","Departures","Thousand","2297.5"
"Air and Sea Travel","2022","Finland","Arrivals","Thousand","46"
"Air and Sea Travel","2022","Finland","Departures","Thousand","46.9"
"Air and Sea Travel","2022","France","Arrivals","Thousand","1149.1"
"Air and Sea Travel","2022","France","Departures","Thousand","1140.1"
"Air and Sea Travel","2022","Other UK (1)","Arrivals","Thousand","25.7"
"Air and Sea Travel","2022","Other UK (1)","Departures","Thousand","26.3"
"Air and Sea Travel","2022","Greece","Arrivals","Thousand","136.4"
"Air and Sea Travel","2022","Greece","Departures","Thousand","137"
"Air and Sea Travel","2022","Croatia","Arrivals","Thousand","134.4"
"Air and Sea Travel","2022","Croatia","Departures","Thousand","130.5"
"Air and Sea Travel","2022","Hungary","Arrivals","Thousand","96.5"
"Air and Sea Travel","2022","Hungary","Departures","Thousand","94.5"
"Air and Sea Travel","2022","Iceland","Arrivals","Thousand","62.4"
"Air and Sea Travel","2022","Iceland","Departures","Thousand","62.6"
"Air and Sea Travel","2022","Italy","Arrivals","Thousand","851.8"
"Air and Sea Travel","2022","Italy","Departures","Thousand","840.9"
"Air and Sea Travel","2022","Lithuania","Arrivals","Thousand","119.9"
"Air and Sea Travel","2022","Lithuania","Departures","Thousand","118.1"
"Air and Sea Travel","2022","Luxembourg","Arrivals","Thousand","33.1"
"Air and Sea Travel","2022","Luxembourg","Departures","Thousand","33"
"Air and Sea Travel","2022","Latvia","Arrivals","Thousand","63.8"
"Air and Sea Travel","2022","Latvia","Departures","Thousand","63.1"
"Air and Sea Travel","2022","Malta","Arrivals","Thousand","38.6"
"Air and Sea Travel","2022","Malta","Departures","Thousand","39.2"
"Air and Sea Travel","2022","Netherlands","Arrivals","Thousand","629.9"
"Air and Sea Travel","2022","Netherlands","Departures","Thousand","622.6"
"Air and Sea Travel","2022","Norway","Arrivals","Thousand","37.2"
"Air and Sea Travel","2022","Norway","Departures","Thousand","38.9"
"Air and Sea Travel","2022","Poland","Arrivals","Thousand","483.5"
"Air and Sea Travel","2022","Poland","Departures","Thousand","463.1"
"Air and Sea Travel","2022","Portugal","Arrivals","Thousand","698.5"
"Air and Sea Travel","2022","Portugal","Departures","Thousand","695.6"
"Air and Sea Travel","2022","Qatar","Arrivals","Thousand","112.3"
"Air and Sea Travel","2022","Qatar","Departures","Thousand","104.4"
"Air and Sea Travel","2022","Romania","Arrivals","Thousand","167.6"
"Air and Sea Travel","2022","Romania","Departures","Thousand","159.2"
"Air and Sea Travel","2022","Sweden","Arrivals","Thousand","52.7"
"Air and Sea Travel","2022","Sweden","Departures","Thousand","53"
"Air and Sea Travel","2022","Slovenia","Arrivals","Thousand","0.1"
"Air and Sea Travel","2022","Slovenia","Departures","Thousand","0"
"Air and Sea Travel","2022","Slovakia","Arrivals","Thousand","54.2"
"Air and Sea Travel","2022","Slovakia","Departures","Thousand","51.2"
"Air and Sea Travel","2022","Turkey","Arrivals","Thousand","179.8"
"Air and Sea Travel","2022","Turkey","Departures","Thousand","172.3"
"Air and Sea Travel","2022","United States","Arrivals","Thousand","1486.4"
"Air and Sea Travel","2022","United States","Departures","Thousand","1536.3"
"Air and Sea Travel","2022","Great Britain","Arrivals","Thousand","6026.2"
"Air and Sea Travel","2022","Great Britain","Departures","Thousand","5990.5"
"Air and Sea Travel","2022","Other Europe (33)","Arrivals","Thousand","54.4"
"Air and Sea Travel","2022","Other Europe (33)","Departures","Thousand","49.5"
"Air and Sea Travel","2022","Other Countries(43)","Arrivals","Thousand","0.2"
"Air and Sea Travel","2022","Other Countries(43)","Departures","Thousand","0.2"
"Air and Sea Travel","2022","Other transatlantic countries(2)","Arrivals","Thousand","40.4"
"Air and Sea Travel","2022","Other transatlantic countries(2)","Departures","Thousand","42"
"Air and Sea Travel","2023","All countries","Arrivals","Thousand","20625.6"
"Air and Sea Travel","2023","All countries","Departures","Thousand","20626.2"
"Air and Sea Travel","2023","United Arab Emirates","Arrivals","Thousand","335.9"
"Air and Sea Travel","2023","United Arab Emirates","Departures","Thousand","332"
"Air and Sea Travel","2023","Austria","Arrivals","Thousand","115.9"
"Air and Sea Travel","2023","Austria","Departures","Thousand","114.4"
"Air and Sea Travel","2023","Belgium","Arrivals","Thousand","256.1"
"Air and Sea Travel","2023","Belgium","Departures","Thousand","253.1"
"Air and Sea Travel","2023","Bulgaria","Arrivals","Thousand","59.8"
"Air and Sea Travel","2023","Bulgaria","Departures","Thousand","60.3"
"Air and Sea Travel","2023","Canada","Arrivals","Thousand","251.3"
"Air and Sea Travel","2023","Canada","Departures","Thousand","264.4"
"Air and Sea Travel","2023","Switzerland","Arrivals","Thousand","265.9"
"Air and Sea Travel","2023","Switzerland","Departures","Thousand","261.9"
"Air and Sea Travel","2023","Cyprus","Arrivals","Thousand","17"
"Air and Sea Travel","2023","Cyprus","Departures","Thousand","17"
"Air and Sea Travel","2023","Czech Republic","Arrivals","Thousand","95.6"
"Air and Sea Travel","2023","Czech Republic","Departures","Thousand","96.8"
"Air and Sea Travel","2023","Germany","Arrivals","Thousand","1010.4"
"Air and Sea Travel","2023","Germany","Departures","Thousand","1012.7"
"Air and Sea Travel","2023","Denmark","Arrivals","Thousand","156.7"
"Air and Sea Travel","2023","Denmark","Departures","Thousand","158.8"
"Air and Sea Travel","2023","Estonia","Arrivals","Thousand","7"
"Air and Sea Travel","2023","Estonia","Departures","Thousand","7"
"Air and Sea Travel","2023","Spain","Arrivals","Thousand","2780.9"
"Air and Sea Travel","2023","Spain","Departures","Thousand","2783.2"
"Air and Sea Travel","2023","Finland","Arrivals","Thousand","57.6"
"Air and Sea Travel","2023","Finland","Departures","Thousand","59.3"
"Air and Sea Travel","2023","France","Arrivals","Thousand","1416.3"
"Air and Sea Travel","2023","France","Departures","Thousand","1419.4"
"Air and Sea Travel","2023","Other UK (1)","Arrivals","Thousand","33.8"
"Air and Sea Travel","2023","Other UK (1)","Departures","Thousand","35.6"
"Air and Sea Travel","2023","Greece","Arrivals","Thousand","178"
"Air and Sea Travel","2023","Greece","Departures","Thousand","180.3"
"Air and Sea Travel","2023","Croatia","Arrivals","Thousand","142.5"
"Air and Sea Travel","2023","Croatia","Departures","Thousand","137.6"
"Air and Sea Travel","2023","Hungary","Arrivals","Thousand","122.1"
"Air and Sea Travel","2023","Hungary","Departures","Thousand","122.2"
"Air and Sea Travel","2023","Iceland","Arrivals","Thousand","88.3"
"Air and Sea Travel","2023","Iceland","Departures","Thousand","91"
"Air and Sea Travel","2023","Italy","Arrivals","Thousand","1009.4"
"Air and Sea Travel","2023","Italy","Departures","Thousand","1000.8"
"Air and Sea Travel","2023","Lithuania","Arrivals","Thousand","99.3"
"Air and Sea Travel","2023","Lithuania","Departures","Thousand","99.3"
"Air and Sea Travel","2023","Luxembourg","Arrivals","Thousand","52.3"
"Air and Sea Travel","2023","Luxembourg","Departures","Thousand","52.4"
"Air and Sea Travel","2023","Latvia","Arrivals","Thousand","53.9"
"Air and Sea Travel","2023","Latvia","Departures","Thousand","54.9"
"Air and Sea Travel","2023","Malta","Arrivals","Thousand","52"
"Air and Sea Travel","2023","Malta","Departures","Thousand","51.9"
"Air and Sea Travel","2023","Netherlands","Arrivals","Thousand","728.1"
"Air and Sea Travel","2023","Netherlands","Departures","Thousand","725.2"
"Air and Sea Travel","2023","Norway","Arrivals","Thousand","56.9"
"Air and Sea Travel","2023","Norway","Departures","Thousand","59.1"
"Air and Sea Travel","2023","Poland","Arrivals","Thousand","520.5"
"Air and Sea Travel","2023","Poland","Departures","Thousand","516.2"
"Air and Sea Travel","2023","Portugal","Arrivals","Thousand","802.5"
"Air and Sea Travel","2023","Portugal","Departures","Thousand","799.3"
"Air and Sea Travel","2023","Qatar","Arrivals","Thousand","161.8"
"Air and Sea Travel","2023","Qatar","Departures","Thousand","152.6"
"Air and Sea Travel","2023","Romania","Arrivals","Thousand","159.4"
"Air and Sea Travel","2023","Romania","Departures","Thousand","156"
"Air and Sea Travel","2023","Sweden","Arrivals","Thousand","96.1"
"Air and Sea Travel","2023","Sweden","Departures","Thousand","93.6"
"Air and Sea Travel","2023","Slovenia","Arrivals","Thousand","0"
"Air and Sea Travel","2023","Slovenia","Departures","Thousand","0"
"Air and Sea Travel","2023","Slovakia","Arrivals","Thousand","45.5"
"Air and Sea Travel","2023","Slovakia","Departures","Thousand","44.7"
"Air and Sea Travel","2023","Turkey","Arrivals","Thousand","207.7"
"Air and Sea Travel","2023","Turkey","Departures","Thousand","206.8"
"Air and Sea Travel","2023","United States","Arrivals","Thousand","1809.8"
"Air and Sea Travel","2023","United States","Departures","Thousand","1872.7"
"Air and Sea Travel","2023","Great Britain","Arrivals","Thousand","7217.7"
"Air and Sea Travel","2023","Great Britain","Departures","Thousand","7180.5"
"Air and Sea Travel","2023","Other Europe (33)","Arrivals","Thousand","60.4"
"Air and Sea Travel","2023","Other Europe (33)","Departures","Thousand","56.9"
"Air and Sea Travel","2023","Other Countries(43)","Arrivals","Thousand","2.3"
"Air and Sea Travel","2023","Other Countries(43)","Departures","Thousand","2.3"
"Air and Sea Travel","2023","Other transatlantic countries(2)","Arrivals","Thousand","99.3"
"Air and Sea Travel","2023","Other transatlantic countries(2)","Departures","Thousand","94.2"
