"STATISTIC","Statistic Label","C02164V02610","Type of Accommodation Used","C02118V02559","Reason for Journey","TLIST(Q1)","Quarter","UNIT","VALUE"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","1","Holiday/leisure/recreation","20163","2016Q3","Thousand","1115"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","1","Holiday/leisure/recreation","20164","2016Q4","Thousand","443"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","1","Holiday/leisure/recreation","20171","2017Q1","Thousand","291"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","1","Holiday/leisure/recreation","20172","2017Q2","Thousand","611"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","1","Holiday/leisure/recreation","20173","2017Q3","Thousand","1107"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","1","Holiday/leisure/recreation","20174","2017Q4","Thousand","536"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","1","Holiday/leisure/recreation","20181","2018Q1","Thousand","320"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","1","Holiday/leisure/recreation","20182","2018Q2","Thousand","864"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","1","Holiday/leisure/recreation","20183","2018Q3","Thousand","1288"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","1","Holiday/leisure/recreation","20184","2018Q4","Thousand","591"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","1","Holiday/leisure/recreation","20191","2019Q1","Thousand","399"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","1","Holiday/leisure/recreation","20192","2019Q2","Thousand","854"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","1","Holiday/leisure/recreation","20193","2019Q3","Thousand","1172"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","1","Holiday/leisure/recreation","20194","2019Q4","Thousand","473"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","2","Visit to friends/relatives","20121","2012Q1","Thousand","105"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","2","Visit to friends/relatives","20122","2012Q2","Thousand","178"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","2","Visit to friends/relatives","20123","2012Q3","Thousand","120"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","2","Visit to friends/relatives","20124","2012Q4","Thousand","95"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","2","Visit to friends/relatives","20131","2013Q1","Thousand","65"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","2","Visit to friends/relatives","20132","2013Q2","Thousand","111"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","2","Visit to friends/relatives","20133","2013Q3","Thousand","255"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","2","Visit to friends/relatives","20134","2013Q4","Thousand","138"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","2","Visit to friends/relatives","20141","2014Q1","Thousand","135"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","2","Visit to friends/relatives","20142","2014Q2","Thousand","140"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","2","Visit to friends/relatives","20143","2014Q3","Thousand","253"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","2","Visit to friends/relatives","20144","2014Q4","Thousand","122"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","2","Visit to friends/relatives","20151","2015Q1","Thousand","123"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","2","Visit to friends/relatives","20152","2015Q2","Thousand","225"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","2","Visit to friends/relatives","20153","2015Q3","Thousand","315"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","2","Visit to friends/relatives","20154","2015Q4","Thousand","199"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","2","Visit to friends/relatives","20161","2016Q1","Thousand","168"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","2","Visit to friends/relatives","20162","2016Q2","Thousand","231"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","2","Visit to friends/relatives","20163","2016Q3","Thousand","323"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","2","Visit to friends/relatives","20164","2016Q4","Thousand","130"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","2","Visit to friends/relatives","20171","2017Q1","Thousand","134"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","2","Visit to friends/relatives","20172","2017Q2","Thousand","247"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","2","Visit to friends/relatives","20173","2017Q3","Thousand","355"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","2","Visit to friends/relatives","20174","2017Q4","Thousand","197"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","2","Visit to friends/relatives","20181","2018Q1","Thousand","224"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","2","Visit to friends/relatives","20182","2018Q2","Thousand","242"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","2","Visit to friends/relatives","20183","2018Q3","Thousand","326"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","2","Visit to friends/relatives","20184","2018Q4","Thousand","172"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","2","Visit to friends/relatives","20191","2019Q1","Thousand","151"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","2","Visit to friends/relatives","20192","2019Q2","Thousand","317"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","2","Visit to friends/relatives","20193","2019Q3","Thousand","310"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","2","Visit to friends/relatives","20194","2019Q4","Thousand","154"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","3","Business","20121","2012Q1","Thousand","119"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","3","Business","20122","2012Q2","Thousand","216"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","3","Business","20123","2012Q3","Thousand","187"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","3","Business","20124","2012Q4","Thousand","374"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","3","Business","20131","2013Q1","Thousand","328"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","3","Business","20132","2013Q2","Thousand","540"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","3","Business","20133","2013Q3","Thousand","316"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","3","Business","20134","2013Q4","Thousand","486"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","3","Business","20141","2014Q1","Thousand","310"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","3","Business","20142","2014Q2","Thousand","357"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","3","Business","20143","2014Q3","Thousand","468"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","3","Business","20144","2014Q4","Thousand","557"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","3","Business","20151","2015Q1","Thousand","439"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","3","Business","20152","2015Q2","Thousand","482"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","3","Business","20153","2015Q3","Thousand","485"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","3","Business","20154","2015Q4","Thousand","405"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","3","Business","20161","2016Q1","Thousand","546"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","3","Business","20162","2016Q2","Thousand","637"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","3","Business","20163","2016Q3","Thousand","622"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","3","Business","20164","2016Q4","Thousand","496"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","3","Business","20171","2017Q1","Thousand","466"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","3","Business","20172","2017Q2","Thousand","597"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","3","Business","20173","2017Q3","Thousand","591"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","3","Business","20174","2017Q4","Thousand","796"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","3","Business","20181","2018Q1","Thousand","584"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","3","Business","20182","2018Q2","Thousand","459"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","3","Business","20183","2018Q3","Thousand","497"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","3","Business","20184","2018Q4","Thousand","821"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","3","Business","20191","2019Q1","Thousand","524"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","3","Business","20192","2019Q2","Thousand","548"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","3","Business","20193","2019Q3","Thousand","654"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","3","Business","20194","2019Q4","Thousand","831"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","4","Other reason for journey","20121","2012Q1","Thousand","677"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","4","Other reason for journey","20122","2012Q2","Thousand","1070"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","4","Other reason for journey","20123","2012Q3","Thousand","553"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","4","Other reason for journey","20124","2012Q4","Thousand","919"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","4","Other reason for journey","20131","2013Q1","Thousand","663"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","4","Other reason for journey","20132","2013Q2","Thousand","1051"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","4","Other reason for journey","20133","2013Q3","Thousand","652"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","4","Other reason for journey","20134","2013Q4","Thousand","922"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","4","Other reason for journey","20141","2014Q1","Thousand","617"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","4","Other reason for journey","20142","2014Q2","Thousand","1451"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","4","Other reason for journey","20143","2014Q3","Thousand","695"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","4","Other reason for journey","20144","2014Q4","Thousand","942"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","4","Other reason for journey","20151","2015Q1","Thousand","883"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","4","Other reason for journey","20152","2015Q2","Thousand","1666"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","4","Other reason for journey","20153","2015Q3","Thousand","819"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","4","Other reason for journey","20154","2015Q4","Thousand","1169"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","4","Other reason for journey","20161","2016Q1","Thousand","1174"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","4","Other reason for journey","20162","2016Q2","Thousand","1340"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","4","Other reason for journey","20163","2016Q3","Thousand","923"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","4","Other reason for journey","20164","2016Q4","Thousand","1356"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","4","Other reason for journey","20171","2017Q1","Thousand","908"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","4","Other reason for journey","20172","2017Q2","Thousand","1311"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","4","Other reason for journey","20173","2017Q3","Thousand","960"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","4","Other reason for journey","20174","2017Q4","Thousand","1718"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","4","Other reason for journey","20181","2018Q1","Thousand","1086"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","4","Other reason for journey","20182","2018Q2","Thousand","1656"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","4","Other reason for journey","20183","2018Q3","Thousand","718"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","4","Other reason for journey","20184","2018Q4","Thousand","1228"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","4","Other reason for journey","20191","2019Q1","Thousand","889"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","4","Other reason for journey","20192","2019Q2","Thousand","1582"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","4","Other reason for journey","20193","2019Q3","Thousand","457"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","4","Other reason for journey","20194","2019Q4","Thousand","1654"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All reasons for journey","20121","2012Q1","Thousand","3085"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All reasons for journey","20122","2012Q2","Thousand","3031"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All reasons for journey","20123","2012Q3","Thousand","4330"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All reasons for journey","20124","2012Q4","Thousand","2885"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All reasons for journey","20131","2013Q1","Thousand","3139"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All reasons for journey","20132","2013Q2","Thousand","2866"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All reasons for journey","20133","2013Q3","Thousand","5121"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All reasons for journey","20134","2013Q4","Thousand","3209"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All reasons for journey","20141","2014Q1","Thousand","3423"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All reasons for journey","20142","2014Q2","Thousand","4023"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All reasons for journey","20143","2014Q3","Thousand","5415"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All reasons for journey","20144","2014Q4","Thousand","3235"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All reasons for journey","20151","2015Q1","Thousand","3378"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All reasons for journey","20152","2015Q2","Thousand","3591"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All reasons for journey","20153","2015Q3","Thousand","5430"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All reasons for journey","20154","2015Q4","Thousand","3395"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All reasons for journey","20161","2016Q1","Thousand","3797"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All reasons for journey","20162","2016Q2","Thousand","3870"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All reasons for journey","20163","2016Q3","Thousand","5716"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All reasons for journey","20164","2016Q4","Thousand","3836"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All reasons for journey","20171","2017Q1","Thousand","3730"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All reasons for journey","20172","2017Q2","Thousand","3733"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All reasons for journey","20173","2017Q3","Thousand","5666"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All reasons for journey","20174","2017Q4","Thousand","3840"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All reasons for journey","20181","2018Q1","Thousand","3588"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All reasons for journey","20182","2018Q2","Thousand","4082"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All reasons for journey","20183","2018Q3","Thousand","5745"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All reasons for journey","20184","2018Q4","Thousand","3743"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All reasons for journey","20191","2019Q1","Thousand","3750"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All reasons for journey","20192","2019Q2","Thousand","3972"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All reasons for journey","20193","2019Q3","Thousand","5658"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All reasons for journey","20194","2019Q4","Thousand","3673"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","1","Holiday/leisure/recreation","20121","2012Q1","Thousand","342"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","1","Holiday/leisure/recreation","20122","2012Q2","Thousand","481"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","1","Holiday/leisure/recreation","20123","2012Q3","Thousand","909"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","1","Holiday/leisure/recreation","20124","2012Q4","Thousand","335"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","1","Holiday/leisure/recreation","20131","2013Q1","Thousand","404"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","1","Holiday/leisure/recreation","20132","2013Q2","Thousand","432"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","1","Holiday/leisure/recreation","20133","2013Q3","Thousand","1102"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","1","Holiday/leisure/recreation","20134","2013Q4","Thousand","446"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","1","Holiday/leisure/recreation","20141","2014Q1","Thousand","410"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","1","Holiday/leisure/recreation","20142","2014Q2","Thousand","607"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","1","Holiday/leisure/recreation","20143","2014Q3","Thousand","1187"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","1","Holiday/leisure/recreation","20144","2014Q4","Thousand","431"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","1","Holiday/leisure/recreation","20151","2015Q1","Thousand","447"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","1","Holiday/leisure/recreation","20152","2015Q2","Thousand","537"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","1","Holiday/leisure/recreation","20153","2015Q3","Thousand","1149"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","1","Holiday/leisure/recreation","20154","2015Q4","Thousand","487"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","1","Holiday/leisure/recreation","20161","2016Q1","Thousand","469"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","1","Holiday/leisure/recreation","20162","2016Q2","Thousand","638"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","1","Holiday/leisure/recreation","20163","2016Q3","Thousand","1244"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","1","Holiday/leisure/recreation","20164","2016Q4","Thousand","493"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","1","Holiday/leisure/recreation","20171","2017Q1","Thousand","575"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","1","Holiday/leisure/recreation","20172","2017Q2","Thousand","696"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","1","Holiday/leisure/recreation","20173","2017Q3","Thousand","1288"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","1","Holiday/leisure/recreation","20174","2017Q4","Thousand","521"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","1","Holiday/leisure/recreation","20181","2018Q1","Thousand","511"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","1","Holiday/leisure/recreation","20182","2018Q2","Thousand","636"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","1","Holiday/leisure/recreation","20183","2018Q3","Thousand","1156"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","1","Holiday/leisure/recreation","20184","2018Q4","Thousand","493"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","1","Holiday/leisure/recreation","20191","2019Q1","Thousand","541"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","1","Holiday/leisure/recreation","20192","2019Q2","Thousand","585"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","1","Holiday/leisure/recreation","20193","2019Q3","Thousand","1243"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","1","Holiday/leisure/recreation","20194","2019Q4","Thousand","431"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","2","Visit to friends/relatives","20121","2012Q1","Thousand","2456"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","2","Visit to friends/relatives","20122","2012Q2","Thousand","2282"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","2","Visit to friends/relatives","20123","2012Q3","Thousand","2901"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","2","Visit to friends/relatives","20124","2012Q4","Thousand","2098"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","2","Visit to friends/relatives","20131","2013Q1","Thousand","2371"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","2","Visit to friends/relatives","20132","2013Q2","Thousand","2084"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","2","Visit to friends/relatives","20133","2013Q3","Thousand","3589"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","2","Visit to friends/relatives","20134","2013Q4","Thousand","2436"
"TMQ17","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","2","Visit to friends/relatives","20141","2014Q1","Thousand","2671"
