"STATISTIC Label","Month","Country","Direction","UNIT","VALUE"
"Air and Sea Travel","2022 September","Switzerland","Arrivals","Thousand","23.2"
"Air and Sea Travel","2022 September","Switzerland","Departures","Thousand","20.9"
"Air and Sea Travel","2022 September","Other Europe (34)","Arrivals","Thousand","17.5"
"Air and Sea Travel","2022 September","Other Europe (34)","Departures","Thousand","14.7"
"Air and Sea Travel","2022 September","United States","Arrivals","Thousand","173.2"
"Air and Sea Travel","2022 September","United States","Departures","Thousand","173.9"
"Air and Sea Travel","2022 September","Other Transatlantic Countries(1)","Arrivals","Thousand","33"
"Air and Sea Travel","2022 September","Other Transatlantic Countries(1)","Departures","Thousand","32.6"
"Air and Sea Travel","2022 September","United Arab Emirates","Arrivals","Thousand","28.9"
"Air and Sea Travel","2022 September","United Arab Emirates","Departures","Thousand","22.2"
"Air and Sea Travel","2022 September","Other Countries(42)","Arrivals","Thousand","37.7"
"Air and Sea Travel","2022 September","Other Countries(42)","Departures","Thousand","32.5"
"Air and Sea Travel","2022 September","All countries","Arrivals","Thousand","1726.1"
"Air and Sea Travel","2022 September","All countries","Departures","Thousand","1697.8"
"Air and Sea Travel","2022 October","Great Britain","Arrivals","Thousand","552.6"
"Air and Sea Travel","2022 October","Great Britain","Departures","Thousand","568.4"
"Air and Sea Travel","2022 October","Other UK (1)","Arrivals","Thousand","2.5"
"Air and Sea Travel","2022 October","Other UK (1)","Departures","Thousand","2.7"
"Air and Sea Travel","2022 October","Belgium","Arrivals","Thousand","21.2"
"Air and Sea Travel","2022 October","Belgium","Departures","Thousand","19.6"
"Air and Sea Travel","2022 October","Germany","Arrivals","Thousand","86.7"
"Air and Sea Travel","2022 October","Germany","Departures","Thousand","87.2"
"Air and Sea Travel","2022 October","Spain","Arrivals","Thousand","232.3"
"Air and Sea Travel","2022 October","Spain","Departures","Thousand","217.5"
"Air and Sea Travel","2022 October","France","Arrivals","Thousand","108.2"
"Air and Sea Travel","2022 October","France","Departures","Thousand","97.1"
"Air and Sea Travel","2022 October","Italy","Arrivals","Thousand","86.3"
"Air and Sea Travel","2022 October","Italy","Departures","Thousand","77.1"
"Air and Sea Travel","2022 October","Netherlands","Arrivals","Thousand","57.1"
"Air and Sea Travel","2022 October","Netherlands","Departures","Thousand","56.5"
"Air and Sea Travel","2022 October","Poland","Arrivals","Thousand","42.8"
"Air and Sea Travel","2022 October","Poland","Departures","Thousand","41.7"
"Air and Sea Travel","2022 October","Portugal","Arrivals","Thousand","77.2"
"Air and Sea Travel","2022 October","Portugal","Departures","Thousand","71.5"
"Air and Sea Travel","2022 October","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","115.1"
"Air and Sea Travel","2022 October","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","107.4"
"Air and Sea Travel","2022 October","Switzerland","Arrivals","Thousand","20.4"
"Air and Sea Travel","2022 October","Switzerland","Departures","Thousand","20.2"
"Air and Sea Travel","2022 October","Other Europe (34)","Arrivals","Thousand","15.8"
"Air and Sea Travel","2022 October","Other Europe (34)","Departures","Thousand","15.6"
"Air and Sea Travel","2022 October","United States","Arrivals","Thousand","139.7"
"Air and Sea Travel","2022 October","United States","Departures","Thousand","174.3"
"Air and Sea Travel","2022 October","Other Transatlantic Countries(1)","Arrivals","Thousand","21"
"Air and Sea Travel","2022 October","Other Transatlantic Countries(1)","Departures","Thousand","24.3"
"Air and Sea Travel","2022 October","United Arab Emirates","Arrivals","Thousand","20.3"
"Air and Sea Travel","2022 October","United Arab Emirates","Departures","Thousand","27.2"
"Air and Sea Travel","2022 October","Other Countries(42)","Arrivals","Thousand","34.6"
"Air and Sea Travel","2022 October","Other Countries(42)","Departures","Thousand","34.7"
"Air and Sea Travel","2022 October","All countries","Arrivals","Thousand","1633.8"
"Air and Sea Travel","2022 October","All countries","Departures","Thousand","1643.2"
"Air and Sea Travel","2022 November","Great Britain","Arrivals","Thousand","521.9"
"Air and Sea Travel","2022 November","Great Britain","Departures","Thousand","510"
"Air and Sea Travel","2022 November","Other UK (1)","Arrivals","Thousand","1.1"
"Air and Sea Travel","2022 November","Other UK (1)","Departures","Thousand","1.3"
"Air and Sea Travel","2022 November","Belgium","Arrivals","Thousand","18.4"
"Air and Sea Travel","2022 November","Belgium","Departures","Thousand","19.4"
"Air and Sea Travel","2022 November","Germany","Arrivals","Thousand","69.4"
"Air and Sea Travel","2022 November","Germany","Departures","Thousand","72.7"
"Air and Sea Travel","2022 November","Spain","Arrivals","Thousand","160.3"
"Air and Sea Travel","2022 November","Spain","Departures","Thousand","137.9"
"Air and Sea Travel","2022 November","France","Arrivals","Thousand","72"
"Air and Sea Travel","2022 November","France","Departures","Thousand","73.5"
"Air and Sea Travel","2022 November","Italy","Arrivals","Thousand","59.2"
"Air and Sea Travel","2022 November","Italy","Departures","Thousand","53.4"
"Air and Sea Travel","2022 November","Netherlands","Arrivals","Thousand","54.4"
"Air and Sea Travel","2022 November","Netherlands","Departures","Thousand","53.9"
"Air and Sea Travel","2022 November","Poland","Arrivals","Thousand","44.8"
"Air and Sea Travel","2022 November","Poland","Departures","Thousand","41.9"
"Air and Sea Travel","2022 November","Portugal","Arrivals","Thousand","40.1"
"Air and Sea Travel","2022 November","Portugal","Departures","Thousand","31.7"
"Air and Sea Travel","2022 November","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","97.9"
"Air and Sea Travel","2022 November","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","95.2"
"Air and Sea Travel","2022 November","Switzerland","Arrivals","Thousand","12.4"
"Air and Sea Travel","2022 November","Switzerland","Departures","Thousand","12.9"
"Air and Sea Travel","2022 November","Other Europe (34)","Arrivals","Thousand","14.4"
"Air and Sea Travel","2022 November","Other Europe (34)","Departures","Thousand","13.3"
"Air and Sea Travel","2022 November","United States","Arrivals","Thousand","112.6"
"Air and Sea Travel","2022 November","United States","Departures","Thousand","111.4"
"Air and Sea Travel","2022 November","Other Transatlantic Countries(1)","Arrivals","Thousand","9.9"
"Air and Sea Travel","2022 November","Other Transatlantic Countries(1)","Departures","Thousand","9.8"
"Air and Sea Travel","2022 November","United Arab Emirates","Arrivals","Thousand","25.5"
"Air and Sea Travel","2022 November","United Arab Emirates","Departures","Thousand","25.3"
"Air and Sea Travel","2022 November","Other Countries(42)","Arrivals","Thousand","26.1"
"Air and Sea Travel","2022 November","Other Countries(42)","Departures","Thousand","22.3"
"Air and Sea Travel","2022 November","All countries","Arrivals","Thousand","1340.4"
"Air and Sea Travel","2022 November","All countries","Departures","Thousand","1285.9"
"Air and Sea Travel","2022 December","Great Britain","Arrivals","Thousand","550.6"
"Air and Sea Travel","2022 December","Great Britain","Departures","Thousand","508.8"
"Air and Sea Travel","2022 December","Other UK (1)","Arrivals","Thousand","1.2"
"Air and Sea Travel","2022 December","Other UK (1)","Departures","Thousand","1.3"
"Air and Sea Travel","2022 December","Belgium","Arrivals","Thousand","19"
"Air and Sea Travel","2022 December","Belgium","Departures","Thousand","18.4"
"Air and Sea Travel","2022 December","Germany","Arrivals","Thousand","73"
"Air and Sea Travel","2022 December","Germany","Departures","Thousand","78.4"
"Air and Sea Travel","2022 December","Spain","Arrivals","Thousand","117.8"
"Air and Sea Travel","2022 December","Spain","Departures","Thousand","143.2"
"Air and Sea Travel","2022 December","France","Arrivals","Thousand","66.9"
"Air and Sea Travel","2022 December","France","Departures","Thousand","75.9"
"Air and Sea Travel","2022 December","Italy","Arrivals","Thousand","49.3"
"Air and Sea Travel","2022 December","Italy","Departures","Thousand","58"
"Air and Sea Travel","2022 December","Netherlands","Arrivals","Thousand","52.5"
"Air and Sea Travel","2022 December","Netherlands","Departures","Thousand","51.5"
"Air and Sea Travel","2022 December","Poland","Arrivals","Thousand","44.6"
"Air and Sea Travel","2022 December","Poland","Departures","Thousand","51.4"
"Air and Sea Travel","2022 December","Portugal","Arrivals","Thousand","27.3"
"Air and Sea Travel","2022 December","Portugal","Departures","Thousand","34.2"
"Air and Sea Travel","2022 December","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","101.6"
"Air and Sea Travel","2022 December","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","116.9"
"Air and Sea Travel","2022 December","Switzerland","Arrivals","Thousand","16.4"
"Air and Sea Travel","2022 December","Switzerland","Departures","Thousand","18.2"
"Air and Sea Travel","2022 December","Other Europe (34)","Arrivals","Thousand","11.6"
"Air and Sea Travel","2022 December","Other Europe (34)","Departures","Thousand","16"
"Air and Sea Travel","2022 December","United States","Arrivals","Thousand","119.9"
"Air and Sea Travel","2022 December","United States","Departures","Thousand","114.5"
"Air and Sea Travel","2022 December","Other Transatlantic Countries(1)","Arrivals","Thousand","10.1"
"Air and Sea Travel","2022 December","Other Transatlantic Countries(1)","Departures","Thousand","10.4"
"Air and Sea Travel","2022 December","United Arab Emirates","Arrivals","Thousand","24.9"
"Air and Sea Travel","2022 December","United Arab Emirates","Departures","Thousand","29.3"
"Air and Sea Travel","2022 December","Other Countries(42)","Arrivals","Thousand","22.9"
"Air and Sea Travel","2022 December","Other Countries(42)","Departures","Thousand","26.5"
"Air and Sea Travel","2022 December","All countries","Arrivals","Thousand","1309.5"
"Air and Sea Travel","2022 December","All countries","Departures","Thousand","1352.8"
"Air and Sea Travel","2023 January","Great Britain","Arrivals","Thousand","447"
"Air and Sea Travel","2023 January","Great Britain","Departures","Thousand","483.8"
"Air and Sea Travel","2023 January","Other UK (1)","Arrivals","Thousand","1"
"Air and Sea Travel","2023 January","Other UK (1)","Departures","Thousand","1.2"
"Air and Sea Travel","2023 January","Belgium","Arrivals","Thousand","17.4"
"Air and Sea Travel","2023 January","Belgium","Departures","Thousand","16.9"
"Air and Sea Travel","2023 January","Germany","Arrivals","Thousand","65"
"Air and Sea Travel","2023 January","Germany","Departures","Thousand","61"
"Air and Sea Travel","2023 January","Spain","Arrivals","Thousand","153.1"
"Air and Sea Travel","2023 January","Spain","Departures","Thousand","137.2"
"Air and Sea Travel","2023 January","France","Arrivals","Thousand","80.4"
"Air and Sea Travel","2023 January","France","Departures","Thousand","72.3"
"Air and Sea Travel","2023 January","Italy","Arrivals","Thousand","60.3"
"Air and Sea Travel","2023 January","Italy","Departures","Thousand","54.8"
"Air and Sea Travel","2023 January","Netherlands","Arrivals","Thousand","51.6"
"Air and Sea Travel","2023 January","Netherlands","Departures","Thousand","52"
"Air and Sea Travel","2023 January","Poland","Arrivals","Thousand","51.1"
"Air and Sea Travel","2023 January","Poland","Departures","Thousand","42.3"
"Air and Sea Travel","2023 January","Portugal","Arrivals","Thousand","34.5"
"Air and Sea Travel","2023 January","Portugal","Departures","Thousand","29.3"
"Air and Sea Travel","2023 January","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","106.1"
"Air and Sea Travel","2023 January","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","93.1"
"Air and Sea Travel","2023 January","Switzerland","Arrivals","Thousand","19.4"
"Air and Sea Travel","2023 January","Switzerland","Departures","Thousand","19.2"
"Air and Sea Travel","2023 January","Other Europe (34)","Arrivals","Thousand","14.7"
"Air and Sea Travel","2023 January","Other Europe (34)","Departures","Thousand","10.8"
"Air and Sea Travel","2023 January","United States","Arrivals","Thousand","81.7"
"Air and Sea Travel","2023 January","United States","Departures","Thousand","89.1"
"Air and Sea Travel","2023 January","Other Transatlantic Countries(1)","Arrivals","Thousand","9.4"
"Air and Sea Travel","2023 January","Other Transatlantic Countries(1)","Departures","Thousand","9.8"
"Air and Sea Travel","2023 January","United Arab Emirates","Arrivals","Thousand","28.1"
"Air and Sea Travel","2023 January","United Arab Emirates","Departures","Thousand","27.9"
"Air and Sea Travel","2023 January","Other Countries(42)","Arrivals","Thousand","31.2"
"Air and Sea Travel","2023 January","Other Countries(42)","Departures","Thousand","29"
"Air and Sea Travel","2023 January","All countries","Arrivals","Thousand","1252"
"Air and Sea Travel","2023 January","All countries","Departures","Thousand","1229.8"
"Air and Sea Travel","2023 February","Great Britain","Arrivals","Thousand","493.1"
"Air and Sea Travel","2023 February","Great Britain","Departures","Thousand","490.2"
"Air and Sea Travel","2023 February","Other UK (1)","Arrivals","Thousand","1"
"Air and Sea Travel","2023 February","Other UK (1)","Departures","Thousand","1.2"
"Air and Sea Travel","2023 February","Belgium","Arrivals","Thousand","17.2"
"Air and Sea Travel","2023 February","Belgium","Departures","Thousand","16.5"
"Air and Sea Travel","2023 February","Germany","Arrivals","Thousand","61.3"
"Air and Sea Travel","2023 February","Germany","Departures","Thousand","60.2"
"Air and Sea Travel","2023 February","Spain","Arrivals","Thousand","134.1"
"Air and Sea Travel","2023 February","Spain","Departures","Thousand","133.9"
"Air and Sea Travel","2023 February","France","Arrivals","Thousand","83"
"Air and Sea Travel","2023 February","France","Departures","Thousand","80.2"
"Air and Sea Travel","2023 February","Italy","Arrivals","Thousand","61.3"
"Air and Sea Travel","2023 February","Italy","Departures","Thousand","60.7"
"Air and Sea Travel","2023 February","Netherlands","Arrivals","Thousand","50.1"
"Air and Sea Travel","2023 February","Netherlands","Departures","Thousand","47.2"
"Air and Sea Travel","2023 February","Poland","Arrivals","Thousand","42.1"
"Air and Sea Travel","2023 February","Poland","Departures","Thousand","41.4"
"Air and Sea Travel","2023 February","Portugal","Arrivals","Thousand","31.9"
"Air and Sea Travel","2023 February","Portugal","Departures","Thousand","33.4"
"Air and Sea Travel","2023 February","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","90.9"
"Air and Sea Travel","2023 February","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","89.1"
"Air and Sea Travel","2023 February","Switzerland","Arrivals","Thousand","19"
"Air and Sea Travel","2023 February","Switzerland","Departures","Thousand","19"
"Air and Sea Travel","2023 February","Other Europe (34)","Arrivals","Thousand","12.6"
"Air and Sea Travel","2023 February","Other Europe (34)","Departures","Thousand","11.4"
"Air and Sea Travel","2023 February","United States","Arrivals","Thousand","66.3"
"Air and Sea Travel","2023 February","United States","Departures","Thousand","67.3"
"Air and Sea Travel","2023 February","Other Transatlantic Countries(1)","Arrivals","Thousand","9"
"Air and Sea Travel","2023 February","Other Transatlantic Countries(1)","Departures","Thousand","9.2"
"Air and Sea Travel","2023 February","United Arab Emirates","Arrivals","Thousand","24.4"
"Air and Sea Travel","2023 February","United Arab Emirates","Departures","Thousand","23.6"
"Air and Sea Travel","2023 February","Other Countries(42)","Arrivals","Thousand","31.6"
"Air and Sea Travel","2023 February","Other Countries(42)","Departures","Thousand","27.9"
"Air and Sea Travel","2023 February","All countries","Arrivals","Thousand","1228.9"
"Air and Sea Travel","2023 February","All countries","Departures","Thousand","1212.5"
"Air and Sea Travel","2023 March","Great Britain","Arrivals","Thousand","563"
"Air and Sea Travel","2023 March","Great Britain","Departures","Thousand","548.2"
"Air and Sea Travel","2023 March","Other UK (1)","Arrivals","Thousand","1.5"
"Air and Sea Travel","2023 March","Other UK (1)","Departures","Thousand","1.5"
"Air and Sea Travel","2023 March","Belgium","Arrivals","Thousand","20.3"
"Air and Sea Travel","2023 March","Belgium","Departures","Thousand","20.2"
"Air and Sea Travel","2023 March","Germany","Arrivals","Thousand","78.3"
"Air and Sea Travel","2023 March","Germany","Departures","Thousand","75.9"
"Air and Sea Travel","2023 March","Spain","Arrivals","Thousand","159.9"
"Air and Sea Travel","2023 March","Spain","Departures","Thousand","175.3"
"Air and Sea Travel","2023 March","France","Arrivals","Thousand","86.3"
"Air and Sea Travel","2023 March","France","Departures","Thousand","91.1"
"Air and Sea Travel","2023 March","Italy","Arrivals","Thousand","66.9"
"Air and Sea Travel","2023 March","Italy","Departures","Thousand","69.7"
"Air and Sea Travel","2023 March","Netherlands","Arrivals","Thousand","58"
"Air and Sea Travel","2023 March","Netherlands","Departures","Thousand","59.5"
"Air and Sea Travel","2023 March","Poland","Arrivals","Thousand","45.4"
"Air and Sea Travel","2023 March","Poland","Departures","Thousand","45.9"
"Air and Sea Travel","2023 March","Portugal","Arrivals","Thousand","42.2"
"Air and Sea Travel","2023 March","Portugal","Departures","Thousand","48.4"
"Air and Sea Travel","2023 March","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","103.8"
"Air and Sea Travel","2023 March","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","106"
"Air and Sea Travel","2023 March","Switzerland","Arrivals","Thousand","22.4"
"Air and Sea Travel","2023 March","Switzerland","Departures","Thousand","21.4"
"Air and Sea Travel","2023 March","Other Europe (34)","Arrivals","Thousand","14.1"
"Air and Sea Travel","2023 March","Other Europe (34)","Departures","Thousand","14.1"
"Air and Sea Travel","2023 March","United States","Arrivals","Thousand","133.2"
"Air and Sea Travel","2023 March","United States","Departures","Thousand","132.1"
"Air and Sea Travel","2023 March","Other Transatlantic Countries(1)","Arrivals","Thousand","12.3"
"Air and Sea Travel","2023 March","Other Transatlantic Countries(1)","Departures","Thousand","13.2"
"Air and Sea Travel","2023 March","United Arab Emirates","Arrivals","Thousand","28.3"
"Air and Sea Travel","2023 March","United Arab Emirates","Departures","Thousand","25"
"Air and Sea Travel","2023 March","Other Countries(42)","Arrivals","Thousand","34.6"
"Air and Sea Travel","2023 March","Other Countries(42)","Departures","Thousand","32.4"
"Air and Sea Travel","2023 March","All countries","Arrivals","Thousand","1470.6"
"Air and Sea Travel","2023 March","All countries","Departures","Thousand","1479.9"
"Air and Sea Travel","2023 April","Great Britain","Arrivals","Thousand","634.5"
"Air and Sea Travel","2023 April","Great Britain","Departures","Thousand","634.1"
"Air and Sea Travel","2023 April","Other UK (1)","Arrivals","Thousand","3.4"
"Air and Sea Travel","2023 April","Other UK (1)","Departures","Thousand","3.6"
"Air and Sea Travel","2023 April","Belgium","Arrivals","Thousand","23.3"
"Air and Sea Travel","2023 April","Belgium","Departures","Thousand","21.9"
"Air and Sea Travel","2023 April","Germany","Arrivals","Thousand","92.6"
"Air and Sea Travel","2023 April","Germany","Departures","Thousand","90.1"
"Air and Sea Travel","2023 April","Spain","Arrivals","Thousand","245.9"
"Air and Sea Travel","2023 April","Spain","Departures","Thousand","249.1"
"Air and Sea Travel","2023 April","France","Arrivals","Thousand","124.2"
"Air and Sea Travel","2023 April","France","Departures","Thousand","116.4"
"Air and Sea Travel","2023 April","Italy","Arrivals","Thousand","92.2"
"Air and Sea Travel","2023 April","Italy","Departures","Thousand","90.4"
"Air and Sea Travel","2023 April","Netherlands","Arrivals","Thousand","63"
"Air and Sea Travel","2023 April","Netherlands","Departures","Thousand","59.4"
"Air and Sea Travel","2023 April","Poland","Arrivals","Thousand","42.7"
"Air and Sea Travel","2023 April","Poland","Departures","Thousand","41.9"
"Air and Sea Travel","2023 April","Portugal","Arrivals","Thousand","75.7"
"Air and Sea Travel","2023 April","Portugal","Departures","Thousand","75.8"
"Air and Sea Travel","2023 April","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","113.3"
"Air and Sea Travel","2023 April","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","116"
"Air and Sea Travel","2023 April","Switzerland","Arrivals","Thousand","24.5"
"Air and Sea Travel","2023 April","Switzerland","Departures","Thousand","22.2"
"Air and Sea Travel","2023 April","Other Europe (34)","Arrivals","Thousand","16.1"
"Air and Sea Travel","2023 April","Other Europe (34)","Departures","Thousand","16.8"
"Air and Sea Travel","2023 April","United States","Arrivals","Thousand","153.3"
"Air and Sea Travel","2023 April","United States","Departures","Thousand","149.3"
"Air and Sea Travel","2023 April","Other Transatlantic Countries(1)","Arrivals","Thousand","16.5"
"Air and Sea Travel","2023 April","Other Transatlantic Countries(1)","Departures","Thousand","16.5"
"Air and Sea Travel","2023 April","United Arab Emirates","Arrivals","Thousand","28.8"
"Air and Sea Travel","2023 April","United Arab Emirates","Departures","Thousand","24.6"
"Air and Sea Travel","2023 April","Other Countries(42)","Arrivals","Thousand","35"
"Air and Sea Travel","2023 April","Other Countries(42)","Departures","Thousand","34"
"Air and Sea Travel","2023 April","All countries","Arrivals","Thousand","1785"
"Air and Sea Travel","2023 April","All countries","Departures","Thousand","1762.2"
"Air and Sea Travel","2023 May","Great Britain","Arrivals","Thousand","623.9"
"Air and Sea Travel","2023 May","Great Britain","Departures","Thousand","595"
"Air and Sea Travel","2023 May","Other UK (1)","Arrivals","Thousand","3"
"Air and Sea Travel","2023 May","Other UK (1)","Departures","Thousand","3.5"
"Air and Sea Travel","2023 May","Belgium","Arrivals","Thousand","23.2"
"Air and Sea Travel","2023 May","Belgium","Departures","Thousand","24"
"Air and Sea Travel","2023 May","Germany","Arrivals","Thousand","91.2"
"Air and Sea Travel","2023 May","Germany","Departures","Thousand","93"
"Air and Sea Travel","2023 May","Spain","Arrivals","Thousand","264.9"
"Air and Sea Travel","2023 May","Spain","Departures","Thousand","285"
"Air and Sea Travel","2023 May","France","Arrivals","Thousand","124"
"Air and Sea Travel","2023 May","France","Departures","Thousand","140.9"
"Air and Sea Travel","2023 May","Italy","Arrivals","Thousand","94.2"
"Air and Sea Travel","2023 May","Italy","Departures","Thousand","103.6"
"Air and Sea Travel","2023 May","Netherlands","Arrivals","Thousand","61.3"
"Air and Sea Travel","2023 May","Netherlands","Departures","Thousand","65.4"
"Air and Sea Travel","2023 May","Poland","Arrivals","Thousand","43.3"
"Air and Sea Travel","2023 May","Poland","Departures","Thousand","44.1"
"Air and Sea Travel","2023 May","Portugal","Arrivals","Thousand","85.6"
"Air and Sea Travel","2023 May","Portugal","Departures","Thousand","91.1"
"Air and Sea Travel","2023 May","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","133.2"
"Air and Sea Travel","2023 May","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","143.2"
"Air and Sea Travel","2023 May","Switzerland","Arrivals","Thousand","22.7"
"Air and Sea Travel","2023 May","Switzerland","Departures","Thousand","23.7"
"Air and Sea Travel","2023 May","Other Europe (34)","Arrivals","Thousand","17.3"
"Air and Sea Travel","2023 May","Other Europe (34)","Departures","Thousand","18.1"
"Air and Sea Travel","2023 May","United States","Arrivals","Thousand","194"
"Air and Sea Travel","2023 May","United States","Departures","Thousand","178.4"
"Air and Sea Travel","2023 May","Other Transatlantic Countries(1)","Arrivals","Thousand","24.1"
"Air and Sea Travel","2023 May","Other Transatlantic Countries(1)","Departures","Thousand","24.5"
"Air and Sea Travel","2023 May","United Arab Emirates","Arrivals","Thousand","28.4"
"Air and Sea Travel","2023 May","United Arab Emirates","Departures","Thousand","23.6"
"Air and Sea Travel","2023 May","Other Countries(42)","Arrivals","Thousand","43.8"
"Air and Sea Travel","2023 May","Other Countries(42)","Departures","Thousand","40.6"
"Air and Sea Travel","2023 May","All countries","Arrivals","Thousand","1877.9"
"Air and Sea Travel","2023 May","All countries","Departures","Thousand","1897.8"
"Air and Sea Travel","2023 June","Great Britain","Arrivals","Thousand","617.9"
"Air and Sea Travel","2023 June","Great Britain","Departures","Thousand","673.1"
"Air and Sea Travel","2023 June","Other UK (1)","Arrivals","Thousand","4.9"
"Air and Sea Travel","2023 June","Other UK (1)","Departures","Thousand","5.1"
"Air and Sea Travel","2023 June","Belgium","Arrivals","Thousand","21.7"
"Air and Sea Travel","2023 June","Belgium","Departures","Thousand","23.4"
"Air and Sea Travel","2023 June","Germany","Arrivals","Thousand","89.3"
"Air and Sea Travel","2023 June","Germany","Departures","Thousand","99.7"
"Air and Sea Travel","2023 June","Spain","Arrivals","Thousand","290.1"
"Air and Sea Travel","2023 June","Spain","Departures","Thousand","303"
"Air and Sea Travel","2023 June","France","Arrivals","Thousand","136.6"
"Air and Sea Travel","2023 June","France","Departures","Thousand","160.9"
"Air and Sea Travel","2023 June","Italy","Arrivals","Thousand","103.1"
"Air and Sea Travel","2023 June","Italy","Departures","Thousand","106.2"
"Air and Sea Travel","2023 June","Netherlands","Arrivals","Thousand","62"
"Air and Sea Travel","2023 June","Netherlands","Departures","Thousand","66.4"
"Air and Sea Travel","2023 June","Poland","Arrivals","Thousand","40.6"
"Air and Sea Travel","2023 June","Poland","Departures","Thousand","42.8"
"Air and Sea Travel","2023 June","Portugal","Arrivals","Thousand","89.6"
"Air and Sea Travel","2023 June","Portugal","Departures","Thousand","93.5"
"Air and Sea Travel","2023 June","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Arrivals","Thousand","145.8"
"Air and Sea Travel","2023 June","Selected EU (AT,BG,CY,CZ,DK,EE,FI,GR,HR,HU,LT,LU,LV,MT,RO,SE,SI,SK)","Departures","Thousand","154.5"
"Air and Sea Travel","2023 June","Switzerland","Arrivals","Thousand","22.5"
"Air and Sea Travel","2023 June","Switzerland","Departures","Thousand","24.4"
"Air and Sea Travel","2023 June","Other Europe (34)","Arrivals","Thousand","18.8"
"Air and Sea Travel","2023 June","Other Europe (34)","Departures","Thousand","21.1"
"Air and Sea Travel","2023 June","United States","Arrivals","Thousand","210.1"
"Air and Sea Travel","2023 June","United States","Departures","Thousand","202.5"
"Air and Sea Travel","2023 June","Other Transatlantic Countries(1)","Arrivals","Thousand","33.7"
"Air and Sea Travel","2023 June","Other Transatlantic Countries(1)","Departures","Thousand","36"
"Air and Sea Travel","2023 June","United Arab Emirates","Arrivals","Thousand","29.2"
"Air and Sea Travel","2023 June","United Arab Emirates","Departures","Thousand","30.2"
"Air and Sea Travel","2023 June","Other Countries(42)","Arrivals","Thousand","39.8"
"Air and Sea Travel","2023 June","Other Countries(42)","Departures","Thousand","43.6"
"Air and Sea Travel","2023 June","All countries","Arrivals","Thousand","1955.6"
"Air and Sea Travel","2023 June","All countries","Departures","Thousand","2086.4"
"Air and Sea Travel","2023 July","Great Britain","Arrivals","Thousand","757"
"Air and Sea Travel","2023 July","Great Britain","Departures","Thousand","690.3"
"Air and Sea Travel","2023 July","Other UK (1)","Arrivals","Thousand","5"
"Air and Sea Travel","2023 July","Other UK (1)","Departures","Thousand","4.9"
"Air and Sea Travel","2023 July","Belgium","Arrivals","Thousand","23.8"
"Air and Sea Travel","2023 July","Belgium","Departures","Thousand","22.3"
"Air and Sea Travel","2023 July","Germany","Arrivals","Thousand","103.7"
"Air and Sea Travel","2023 July","Germany","Departures","Thousand","103.1"
"Air and Sea Travel","2023 July","Spain","Arrivals","Thousand","320.2"
"Air and Sea Travel","2023 July","Spain","Departures","Thousand","323.2"
"Air and Sea Travel","2023 July","France","Arrivals","Thousand","181.2"
"Air and Sea Travel","2023 July","France","Departures","Thousand","166.1"
"Air and Sea Travel","2023 July","Italy","Arrivals","Thousand","114"
