"STATISTIC","Statistic Label","C02173V03830","Area of Residence","C02118V02559","Reason for Journey","TLIST(Q1)","Quarter","UNIT","VALUE"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","2","Visit to friends/relatives","20181","2018Q1","%","15"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","2","Visit to friends/relatives","20182","2018Q2","%","11"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","2","Visit to friends/relatives","20183","2018Q3","%","25"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","2","Visit to friends/relatives","20184","2018Q4","%","14"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","2","Visit to friends/relatives","20191","2019Q1","%","18"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","2","Visit to friends/relatives","20192","2019Q2","%","16"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","2","Visit to friends/relatives","20193","2019Q3","%","18"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","2","Visit to friends/relatives","20194","2019Q4","%","17"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","3","Business","20121","2012Q1","%","15"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","3","Business","20122","2012Q2","%","18"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","3","Business","20123","2012Q3","%","9"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","3","Business","20124","2012Q4","%","16"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","3","Business","20131","2013Q1","%","17"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","3","Business","20132","2013Q2","%","9"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","3","Business","20133","2013Q3","%","12"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","3","Business","20134","2013Q4","%","14"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","3","Business","20141","2014Q1","%","8"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","3","Business","20142","2014Q2","%","15"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","3","Business","20143","2014Q3","%","10"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","3","Business","20144","2014Q4","%","14"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","3","Business","20151","2015Q1","%","11"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","3","Business","20152","2015Q2","%","13"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","3","Business","20153","2015Q3","%","10"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","3","Business","20154","2015Q4","%","15"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","3","Business","20161","2016Q1","%","13"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","3","Business","20162","2016Q2","%","9"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","3","Business","20163","2016Q3","%","15"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","3","Business","20164","2016Q4","%","13"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","3","Business","20171","2017Q1","%","11"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","3","Business","20172","2017Q2","%","18"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","3","Business","20173","2017Q3","%","14"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","3","Business","20174","2017Q4","%","13"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","3","Business","20181","2018Q1","%","13"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","3","Business","20182","2018Q2","%","16"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","3","Business","20183","2018Q3","%","18"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","3","Business","20184","2018Q4","%","13"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","3","Business","20191","2019Q1","%","12"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","3","Business","20192","2019Q2","%","21"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","3","Business","20193","2019Q3","%","17"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","3","Business","20194","2019Q4","%","11"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","4","Other reason for journey","20121","2012Q1","%","34"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","4","Other reason for journey","20122","2012Q2","%","24"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","4","Other reason for journey","20123","2012Q3","%","33"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","4","Other reason for journey","20124","2012Q4","%","37"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","4","Other reason for journey","20131","2013Q1","%","28"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","4","Other reason for journey","20132","2013Q2","%","21"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","4","Other reason for journey","20133","2013Q3","%","35"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","4","Other reason for journey","20134","2013Q4","%","26"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","4","Other reason for journey","20141","2014Q1","%","25"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","4","Other reason for journey","20142","2014Q2","%","23"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","4","Other reason for journey","20143","2014Q3","%","28"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","4","Other reason for journey","20144","2014Q4","%","26"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","4","Other reason for journey","20151","2015Q1","%","28"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","4","Other reason for journey","20152","2015Q2","%","21"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","4","Other reason for journey","20153","2015Q3","%","22"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","4","Other reason for journey","20154","2015Q4","%","27"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","4","Other reason for journey","20161","2016Q1","%","25"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","4","Other reason for journey","20162","2016Q2","%","17"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","4","Other reason for journey","20163","2016Q3","%","25"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","4","Other reason for journey","20164","2016Q4","%","22"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","4","Other reason for journey","20171","2017Q1","%","24"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","4","Other reason for journey","20172","2017Q2","%","24"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","4","Other reason for journey","20173","2017Q3","%","25"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","4","Other reason for journey","20174","2017Q4","%","20"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","4","Other reason for journey","20181","2018Q1","%","28"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","4","Other reason for journey","20182","2018Q2","%","25"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","4","Other reason for journey","20183","2018Q3","%","31"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","4","Other reason for journey","20184","2018Q4","%","30"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","4","Other reason for journey","20191","2019Q1","%","29"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","4","Other reason for journey","20192","2019Q2","%","23"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","4","Other reason for journey","20193","2019Q3","%","26"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZEURQ13","Other Europe (23)","4","Other reason for journey","20194","2019Q4","%","26"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","-","All reasons for journey","20121","2012Q1","%","21"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","-","All reasons for journey","20122","2012Q2","%","31"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","-","All reasons for journey","20123","2012Q3","%","22"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","-","All reasons for journey","20124","2012Q4","%","17"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","-","All reasons for journey","20131","2013Q1","%","23"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","-","All reasons for journey","20132","2013Q2","%","41"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","-","All reasons for journey","20133","2013Q3","%","25"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","-","All reasons for journey","20134","2013Q4","%","25"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","-","All reasons for journey","20141","2014Q1","%","25"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","-","All reasons for journey","20142","2014Q2","%","34"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","-","All reasons for journey","20143","2014Q3","%","32"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","-","All reasons for journey","20144","2014Q4","%","30"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","-","All reasons for journey","20151","2015Q1","%","24"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","-","All reasons for journey","20152","2015Q2","%","39"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","-","All reasons for journey","20153","2015Q3","%","34"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","-","All reasons for journey","20154","2015Q4","%","28"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","-","All reasons for journey","20161","2016Q1","%","28"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","-","All reasons for journey","20162","2016Q2","%","40"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","-","All reasons for journey","20163","2016Q3","%","35"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","-","All reasons for journey","20164","2016Q4","%","34"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","-","All reasons for journey","20171","2017Q1","%","38"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","-","All reasons for journey","20172","2017Q2","%","40"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","-","All reasons for journey","20173","2017Q3","%","37"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","-","All reasons for journey","20174","2017Q4","%","38"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","-","All reasons for journey","20181","2018Q1","%","34"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","-","All reasons for journey","20182","2018Q2","%","42"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","-","All reasons for journey","20183","2018Q3","%","38"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","-","All reasons for journey","20184","2018Q4","%","35"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","-","All reasons for journey","20191","2019Q1","%","37"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","-","All reasons for journey","20192","2019Q2","%","44"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","-","All reasons for journey","20193","2019Q3","%","42"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","-","All reasons for journey","20194","2019Q4","%","41"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","1","Holiday/leisure/recreation","20121","2012Q1","%","29"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","1","Holiday/leisure/recreation","20122","2012Q2","%","47"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","1","Holiday/leisure/recreation","20123","2012Q3","%","34"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","1","Holiday/leisure/recreation","20124","2012Q4","%","24"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","1","Holiday/leisure/recreation","20131","2013Q1","%","38"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","1","Holiday/leisure/recreation","20132","2013Q2","%","63"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","1","Holiday/leisure/recreation","20133","2013Q3","%","32"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","1","Holiday/leisure/recreation","20134","2013Q4","%","24"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","1","Holiday/leisure/recreation","20141","2014Q1","%","22"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","1","Holiday/leisure/recreation","20142","2014Q2","%","46"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","1","Holiday/leisure/recreation","20143","2014Q3","%","45"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","1","Holiday/leisure/recreation","20144","2014Q4","%","38"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","1","Holiday/leisure/recreation","20151","2015Q1","%","30"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","1","Holiday/leisure/recreation","20152","2015Q2","%","48"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","1","Holiday/leisure/recreation","20153","2015Q3","%","46"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","1","Holiday/leisure/recreation","20154","2015Q4","%","37"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","1","Holiday/leisure/recreation","20161","2016Q1","%","34"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","1","Holiday/leisure/recreation","20162","2016Q2","%","47"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","1","Holiday/leisure/recreation","20163","2016Q3","%","38"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","1","Holiday/leisure/recreation","20164","2016Q4","%","27"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","1","Holiday/leisure/recreation","20171","2017Q1","%","37"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","1","Holiday/leisure/recreation","20172","2017Q2","%","40"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","1","Holiday/leisure/recreation","20173","2017Q3","%","37"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","1","Holiday/leisure/recreation","20174","2017Q4","%","33"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","1","Holiday/leisure/recreation","20181","2018Q1","%","31"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","1","Holiday/leisure/recreation","20182","2018Q2","%","53"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","1","Holiday/leisure/recreation","20183","2018Q3","%","41"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","1","Holiday/leisure/recreation","20184","2018Q4","%","38"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","1","Holiday/leisure/recreation","20191","2019Q1","%","40"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","1","Holiday/leisure/recreation","20192","2019Q2","%","55"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","1","Holiday/leisure/recreation","20193","2019Q3","%","54"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","1","Holiday/leisure/recreation","20194","2019Q4","%","60"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","2","Visit to friends/relatives","20121","2012Q1","%","20"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","2","Visit to friends/relatives","20122","2012Q2","%","15"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","2","Visit to friends/relatives","20123","2012Q3","%","17"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","2","Visit to friends/relatives","20124","2012Q4","%","14"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","2","Visit to friends/relatives","20131","2013Q1","%","17"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","2","Visit to friends/relatives","20132","2013Q2","%","18"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","2","Visit to friends/relatives","20133","2013Q3","%","24"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","2","Visit to friends/relatives","20134","2013Q4","%","24"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","2","Visit to friends/relatives","20141","2014Q1","%","19"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","2","Visit to friends/relatives","20142","2014Q2","%","28"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","2","Visit to friends/relatives","20143","2014Q3","%","26"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","2","Visit to friends/relatives","20144","2014Q4","%","26"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","2","Visit to friends/relatives","20151","2015Q1","%","22"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","2","Visit to friends/relatives","20152","2015Q2","%","38"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","2","Visit to friends/relatives","20153","2015Q3","%","31"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","2","Visit to friends/relatives","20154","2015Q4","%","26"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","2","Visit to friends/relatives","20161","2016Q1","%","25"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","2","Visit to friends/relatives","20162","2016Q2","%","28"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","2","Visit to friends/relatives","20163","2016Q3","%","32"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","2","Visit to friends/relatives","20164","2016Q4","%","24"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","2","Visit to friends/relatives","20171","2017Q1","%","38"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","2","Visit to friends/relatives","20172","2017Q2","%","36"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","2","Visit to friends/relatives","20173","2017Q3","%","36"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","2","Visit to friends/relatives","20174","2017Q4","%","42"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","2","Visit to friends/relatives","20181","2018Q1","%","40"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","2","Visit to friends/relatives","20182","2018Q2","%","41"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","2","Visit to friends/relatives","20183","2018Q3","%","33"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","2","Visit to friends/relatives","20184","2018Q4","%","28"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","2","Visit to friends/relatives","20191","2019Q1","%","33"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","2","Visit to friends/relatives","20192","2019Q2","%","39"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","2","Visit to friends/relatives","20193","2019Q3","%","43"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","2","Visit to friends/relatives","20194","2019Q4","%","43"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","3","Business","20121","2012Q1","%","3"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","3","Business","20122","2012Q2","%","3"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","3","Business","20123","2012Q3","%","4"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","3","Business","20124","2012Q4","%","3"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","3","Business","20131","2013Q1","%","4"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","3","Business","20132","2013Q2","%","5"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","3","Business","20133","2013Q3","%","5"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","3","Business","20134","2013Q4","%","7"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","3","Business","20141","2014Q1","%","4"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","3","Business","20142","2014Q2","%","5"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","3","Business","20143","2014Q3","%","9"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","3","Business","20144","2014Q4","%","6"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","3","Business","20151","2015Q1","%","4"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","3","Business","20152","2015Q2","%","7"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","3","Business","20153","2015Q3","%","5"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","3","Business","20154","2015Q4","%","5"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","3","Business","20161","2016Q1","%","6"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","3","Business","20162","2016Q2","%","6"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","3","Business","20163","2016Q3","%","7"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","3","Business","20164","2016Q4","%","9"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","3","Business","20171","2017Q1","%","6"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","3","Business","20172","2017Q2","%","10"
"TMQ21","Overseas Same-Day Trips to Ireland by Non-Residents","ZZWORX25","Other countries (25)","3","Business","20173","2017Q3","%","6"
