"STATISTIC","Statistic Label","C02164V02610","Type of Accommodation Used","AREARES","Area of Residence","TLIST(Q1)","Quarter","UNIT","VALUE"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","01","Great Britain","20191","2019Q1","Thousand","156"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","01","Great Britain","20192","2019Q2","Thousand","396"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","01","Great Britain","20193","2019Q3","Thousand","418"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","01","Great Britain","20194","2019Q4","Thousand","176"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","02","Other Europe","20121","2012Q1","Thousand","583"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","02","Other Europe","20122","2012Q2","Thousand","798"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","02","Other Europe","20123","2012Q3","Thousand","699"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","02","Other Europe","20124","2012Q4","Thousand","1024"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","02","Other Europe","20131","2013Q1","Thousand","584"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","02","Other Europe","20132","2013Q2","Thousand","1201"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","02","Other Europe","20133","2013Q3","Thousand","971"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","02","Other Europe","20134","2013Q4","Thousand","843"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","02","Other Europe","20141","2014Q1","Thousand","769"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","02","Other Europe","20142","2014Q2","Thousand","1460"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","02","Other Europe","20143","2014Q3","Thousand","1075"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","02","Other Europe","20144","2014Q4","Thousand","1144"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","02","Other Europe","20151","2015Q1","Thousand","1068"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","02","Other Europe","20152","2015Q2","Thousand","1564"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","02","Other Europe","20153","2015Q3","Thousand","1443"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","02","Other Europe","20154","2015Q4","Thousand","971"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","02","Other Europe","20161","2016Q1","Thousand","1263"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","02","Other Europe","20162","2016Q2","Thousand","1504"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","02","Other Europe","20163","2016Q3","Thousand","1466"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","02","Other Europe","20164","2016Q4","Thousand","1112"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","02","Other Europe","20171","2017Q1","Thousand","941"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","02","Other Europe","20172","2017Q2","Thousand","1368"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","02","Other Europe","20173","2017Q3","Thousand","1394"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","02","Other Europe","20174","2017Q4","Thousand","1778"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","02","Other Europe","20181","2018Q1","Thousand","1073"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","02","Other Europe","20182","2018Q2","Thousand","1970"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","02","Other Europe","20183","2018Q3","Thousand","1526"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","02","Other Europe","20184","2018Q4","Thousand","1804"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","02","Other Europe","20191","2019Q1","Thousand","1138"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","02","Other Europe","20192","2019Q2","Thousand","1784"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","02","Other Europe","20193","2019Q3","Thousand","1319"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","02","Other Europe","20194","2019Q4","Thousand","1587"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","03","USA and Canada","20121","2012Q1","Thousand","114"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","03","USA and Canada","20122","2012Q2","Thousand","410"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","03","USA and Canada","20123","2012Q3","Thousand","266"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","03","USA and Canada","20124","2012Q4","Thousand","186"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","03","USA and Canada","20131","2013Q1","Thousand","206"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","03","USA and Canada","20132","2013Q2","Thousand","388"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","03","USA and Canada","20133","2013Q3","Thousand","233"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","03","USA and Canada","20134","2013Q4","Thousand","388"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","03","USA and Canada","20141","2014Q1","Thousand","128"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","03","USA and Canada","20142","2014Q2","Thousand","379"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","03","USA and Canada","20143","2014Q3","Thousand","330"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","03","USA and Canada","20144","2014Q4","Thousand","249"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","03","USA and Canada","20151","2015Q1","Thousand","189"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","03","USA and Canada","20152","2015Q2","Thousand","726"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","03","USA and Canada","20153","2015Q3","Thousand","320"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","03","USA and Canada","20154","2015Q4","Thousand","370"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","03","USA and Canada","20161","2016Q1","Thousand","223"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","03","USA and Canada","20162","2016Q2","Thousand","463"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","03","USA and Canada","20163","2016Q3","Thousand","447"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","03","USA and Canada","20164","2016Q4","Thousand","570"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","03","USA and Canada","20171","2017Q1","Thousand","206"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","03","USA and Canada","20172","2017Q2","Thousand","567"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","03","USA and Canada","20173","2017Q3","Thousand","439"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","03","USA and Canada","20174","2017Q4","Thousand","421"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","03","USA and Canada","20181","2018Q1","Thousand","265"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","03","USA and Canada","20182","2018Q2","Thousand","581"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","03","USA and Canada","20183","2018Q3","Thousand","421"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","03","USA and Canada","20184","2018Q4","Thousand","464"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","03","USA and Canada","20191","2019Q1","Thousand","212"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","03","USA and Canada","20192","2019Q2","Thousand","623"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","03","USA and Canada","20193","2019Q3","Thousand","478"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","03","USA and Canada","20194","2019Q4","Thousand","890"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","04","Other Areas","20121","2012Q1","Thousand","200"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","04","Other Areas","20122","2012Q2","Thousand","320"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","04","Other Areas","20123","2012Q3","Thousand","177"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","04","Other Areas","20124","2012Q4","Thousand","139"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","04","Other Areas","20131","2013Q1","Thousand","189"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","04","Other Areas","20132","2013Q2","Thousand","209"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","04","Other Areas","20133","2013Q3","Thousand","303"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","04","Other Areas","20134","2013Q4","Thousand","250"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","04","Other Areas","20141","2014Q1","Thousand","275"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","04","Other Areas","20142","2014Q2","Thousand","376"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","04","Other Areas","20143","2014Q3","Thousand","294"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","04","Other Areas","20144","2014Q4","Thousand","198"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","04","Other Areas","20151","2015Q1","Thousand","220"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","04","Other Areas","20152","2015Q2","Thousand","409"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","04","Other Areas","20153","2015Q3","Thousand","359"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","04","Other Areas","20154","2015Q4","Thousand","490"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","04","Other Areas","20161","2016Q1","Thousand","451"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","04","Other Areas","20162","2016Q2","Thousand","429"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","04","Other Areas","20163","2016Q3","Thousand","601"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","04","Other Areas","20164","2016Q4","Thousand","480"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","04","Other Areas","20171","2017Q1","Thousand","454"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","04","Other Areas","20172","2017Q2","Thousand","423"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","04","Other Areas","20173","2017Q3","Thousand","612"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","04","Other Areas","20174","2017Q4","Thousand","789"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","04","Other Areas","20181","2018Q1","Thousand","645"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","04","Other Areas","20182","2018Q2","Thousand","380"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","04","Other Areas","20183","2018Q3","Thousand","461"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","04","Other Areas","20184","2018Q4","Thousand","307"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","04","Other Areas","20191","2019Q1","Thousand","458"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","04","Other Areas","20192","2019Q2","Thousand","498"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","04","Other Areas","20193","2019Q3","Thousand","377"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","214","Rented house/apartment","04","Other Areas","20194","2019Q4","Thousand","460"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All areas of residence","20121","2012Q1","Thousand","3085"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All areas of residence","20122","2012Q2","Thousand","3031"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All areas of residence","20123","2012Q3","Thousand","4330"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All areas of residence","20124","2012Q4","Thousand","2885"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All areas of residence","20131","2013Q1","Thousand","3139"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All areas of residence","20132","2013Q2","Thousand","2866"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All areas of residence","20133","2013Q3","Thousand","5121"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All areas of residence","20134","2013Q4","Thousand","3209"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All areas of residence","20141","2014Q1","Thousand","3423"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All areas of residence","20142","2014Q2","Thousand","4023"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All areas of residence","20143","2014Q3","Thousand","5415"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All areas of residence","20144","2014Q4","Thousand","3235"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All areas of residence","20151","2015Q1","Thousand","3378"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All areas of residence","20152","2015Q2","Thousand","3591"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All areas of residence","20153","2015Q3","Thousand","5430"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All areas of residence","20154","2015Q4","Thousand","3395"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All areas of residence","20161","2016Q1","Thousand","3797"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All areas of residence","20162","2016Q2","Thousand","3870"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All areas of residence","20163","2016Q3","Thousand","5716"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All areas of residence","20164","2016Q4","Thousand","3836"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All areas of residence","20171","2017Q1","Thousand","3730"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All areas of residence","20172","2017Q2","Thousand","3733"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All areas of residence","20173","2017Q3","Thousand","5666"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All areas of residence","20174","2017Q4","Thousand","3840"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All areas of residence","20181","2018Q1","Thousand","3588"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All areas of residence","20182","2018Q2","Thousand","4082"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All areas of residence","20183","2018Q3","Thousand","5745"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All areas of residence","20184","2018Q4","Thousand","3743"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All areas of residence","20191","2019Q1","Thousand","3750"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All areas of residence","20192","2019Q2","Thousand","3972"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All areas of residence","20193","2019Q3","Thousand","5658"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","-","All areas of residence","20194","2019Q4","Thousand","3673"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","01","Great Britain","20121","2012Q1","Thousand","1146"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","01","Great Britain","20122","2012Q2","Thousand","1370"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","01","Great Britain","20123","2012Q3","Thousand","1995"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","01","Great Britain","20124","2012Q4","Thousand","1191"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","01","Great Britain","20131","2013Q1","Thousand","1268"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","01","Great Britain","20132","2013Q2","Thousand","1188"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","01","Great Britain","20133","2013Q3","Thousand","2343"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","01","Great Britain","20134","2013Q4","Thousand","1397"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","01","Great Britain","20141","2014Q1","Thousand","1376"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","01","Great Britain","20142","2014Q2","Thousand","1465"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","01","Great Britain","20143","2014Q3","Thousand","2253"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","01","Great Britain","20144","2014Q4","Thousand","1323"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","01","Great Britain","20151","2015Q1","Thousand","1378"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","01","Great Britain","20152","2015Q2","Thousand","1378"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","01","Great Britain","20153","2015Q3","Thousand","2092"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","01","Great Britain","20154","2015Q4","Thousand","1298"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","01","Great Britain","20161","2016Q1","Thousand","1353"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","01","Great Britain","20162","2016Q2","Thousand","1469"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","01","Great Britain","20163","2016Q3","Thousand","2393"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","01","Great Britain","20164","2016Q4","Thousand","1458"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","01","Great Britain","20171","2017Q1","Thousand","1425"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","01","Great Britain","20172","2017Q2","Thousand","1415"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","01","Great Britain","20173","2017Q3","Thousand","2241"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","01","Great Britain","20174","2017Q4","Thousand","1536"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","01","Great Britain","20181","2018Q1","Thousand","1268"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","01","Great Britain","20182","2018Q2","Thousand","1618"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","01","Great Britain","20183","2018Q3","Thousand","2145"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","01","Great Britain","20184","2018Q4","Thousand","1364"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","01","Great Britain","20191","2019Q1","Thousand","1298"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","01","Great Britain","20192","2019Q2","Thousand","1494"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","01","Great Britain","20193","2019Q3","Thousand","2142"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","01","Great Britain","20194","2019Q4","Thousand","1403"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","02","Other Europe","20121","2012Q1","Thousand","1093"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","02","Other Europe","20122","2012Q2","Thousand","906"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","02","Other Europe","20123","2012Q3","Thousand","1321"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","02","Other Europe","20124","2012Q4","Thousand","1040"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","02","Other Europe","20131","2013Q1","Thousand","1122"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","02","Other Europe","20132","2013Q2","Thousand","905"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","02","Other Europe","20133","2013Q3","Thousand","1369"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","02","Other Europe","20134","2013Q4","Thousand","1053"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","02","Other Europe","20141","2014Q1","Thousand","1159"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","02","Other Europe","20142","2014Q2","Thousand","1575"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","02","Other Europe","20143","2014Q3","Thousand","1590"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","02","Other Europe","20144","2014Q4","Thousand","1079"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","02","Other Europe","20151","2015Q1","Thousand","1174"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","02","Other Europe","20152","2015Q2","Thousand","1320"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","02","Other Europe","20153","2015Q3","Thousand","1628"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","02","Other Europe","20154","2015Q4","Thousand","1168"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","02","Other Europe","20161","2016Q1","Thousand","1453"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","02","Other Europe","20162","2016Q2","Thousand","1358"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","02","Other Europe","20163","2016Q3","Thousand","1644"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","02","Other Europe","20164","2016Q4","Thousand","1432"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","02","Other Europe","20171","2017Q1","Thousand","1167"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","02","Other Europe","20172","2017Q2","Thousand","1190"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","02","Other Europe","20173","2017Q3","Thousand","1532"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","02","Other Europe","20174","2017Q4","Thousand","1247"
"TMQ18","Number of Bednights Spent in Ireland by Non-residents on Overseas Trips","222","Friends/relatives","02","Other Europe","20181","2018Q1","Thousand","1234"
